id,title,siglum,mode,volpiano
285519,,A-KN,2,1---d--cD--d---ddca--cd---d---d---c--def---fe--a--cd--d---df--d---ddcba---b--cd7--d---d---dC--f--gH--ijjhgf---gF--gh--h---g--gf--d---cdf--d---d--c7---ba--cd--d---dC---df--d---f--d--dc--ddc--a---b--cd--d--c--dfe---cD--d--d7---dH---ijjhgf---gF--gh--h---h--kl--l---lkL--ln--l---llkijhh--g--fh--h7--h---ij---ggf--dc---f--gh--hG--fgh---h--kl--lkkjh---ghf--gh--h---h--kl--l77---kJ--k--lm--l---l---lK--kl--lkijh--ghf---gH--h---ij---gf--d---d--d--c--d7---dC--a--cd--def---fe--cd--d---d---dg---g--fg---g--h--g--fcd---d--c---d--dc7--a---c--def--fe---cD--d--d---4---7f--f--f--cd--d---3
285523,,A-KN,2,1---dcB--cd---df--d---f--fe--d--cD--d---dfE---fG--g---gh--g---f--g--fe7--d---cD--d---d--f--g--g---f--g--fe--d---dgh----g--f---fE7--def---fg--fe--d---dc--a--cbcd--d---dc--d--fe---d--d7---4---7f--f--f--cd--d---3
285531,,A-KN,2,1---da-cD--d---defd--cd--d---dfgh7---fE--d--c--de---fdcD--d---dh---g--f--g--g--gh---hijjh--h---f---ghg---fed--cd7--d---d---a---cd--df--d---c--df--ffed---dgh--g---f--g--fe--d---c--d---d7--cb--a---cB--cd--defd--d---4
285532,,A-KN,2,1---d--df--d--c---f--g7--fgh--h---h--g--f---gh--fe--d--cd--d---h---j--k--h---f--g--h---hG---h7--g---f--g--fe--d---cd--d---d--ff--gh--g--f---g--f--ef---g--fE77---d--d---f---df--d---c--d---f--g--f---h--g---f--g--f--gh--h---hjkl---kjh--h---f7--g---h--g--f--g--e---e--e--de---g--fE--d--d---4---7h--h--hg--gf--gh--g---3
285533,,A-KN,2,1---dC--a--a--cd--dc7---ddF--d---defg---f--e--d---f--d---dc--a---dC--cd--d--d---dfgh--g---f--g---fed--d7---fE---c--d--c---f---d--c---d---f--g---f--d---c--f--cD---d--d---d7---f--f--e--fG--g---g--f--gh--g---fg--fe--d---d--a--a---cd--d--d---dC--d---fe--d--cd--d7---4---7f--f--f--cd--d---3
285537,,A-KN,2,1---dC--a---cdf--d--d7---c---d--ef--defedcd---dc---def-gf---ghg-fed--fd---cd--d---a---cb--cd--d---fefg---fed-fff--ed---cd7--d---fd-fc---d--d---dcb---acdf--d---fd-fc---defd--cd--d---3---dh---g--f--gh---hfg--g---df-gf-ghg--fe--d--d7---df---dc---ddca-bcd--d---dfdcd---d--efggfed-efd--cd--d---4
285538,,A-KN,2,1---cdefg--f---f--f--f--gh--g7---f--f--fe--fgfE--ef---d--defe-fgf--ed---d---da--cd--d--d---fe--df--d---d--fe---fg--g--fe--d7---fd-fc--d--efd-cD---d--d---3---6------6---3
285561,,A-KN,2,1---da---cB--cD---d--d---d--e--f---g---hG--fg--fe--d---c7---f--fe---d--cd--d---d--cb---a---cdfE--cd--d---de--f--dc--c---c---d--f--ed7--fg--fe--d---cd--d---d--cb--a---cd--d---d---f--dc--f---eD--d--d---4---7f--f--f-cd--d---3
285581,,A-KN,2,1---a--cdf--d---f--fe-fgdf--dc7---d--f--edcd--def-gffe---dffede--fd---f--gh---h--hgge--fg---fgfede--fd---df--d---df--d---d--deffedc--d7---fe-fgf--fedf--dc---dabc-df---df--d--d--d---dc-def-gfe---efgfg-gf---f--gh---hgge--fg--fgffede--fd---d---d--d7---df--d---d--fdfe--dffede--fd---4
285582,,A-KN,2,1---cdefg--f---f--gh--g---fe--fg--ef--defe--fd---d--cd--d7---d--d--d--d---df--d---d--defedc--d---fe-fgf--fedf--dc---4
285600,,A-KN,2,1---d--c--a---b--cd--d---c--d--f--c--a---b--cd--d---dh--h--gfe--d---cdf7--c---a--bcd---dC--a9--bcd--d---cd-efd--cd--d--d---4---7f--f--f--f--cd---3
285604,,A-KN,2,1---dC--db-cad7---dc---dfeda--cb--cd--d---dh--hge-fd---fgh--h--gh--h---hhgf-efd--cd---addcba---bcd--cd--d---3---d7--g--hggd-fed--cd---dC--a)---bcd--cd--d---dhg--hkg-hh--gefd---dcdca9---bcd--efd--cd--d---4
285629,,A-KN,2,1---d---cB--cd--d---efd--cd--d---dh--hgf-efd---f--d--efd--d---ad--cbd7--d---d---dC--bcd---fgh--fe--d---fD--cd---d---hG--fgh---hkjk--h--gfh--h---h--gF--fe--d7---ad-dcba-bcd--cd--d---4
285676,,A-KN,2,1---eede-ffed-fgeD---de-fe-dfca--fdf-fede---efd-fde-fgfef--d-ffe---fdcd--acbcd--defd-fcd---df-gefed-fD--d-ffe--dc---d-fff--ed---3---eg-efed---c7--df---edffe---fdcf--ed---d--d--efgfef--df---d--dc--dfec---dffed-eg-ffed-fhge-ghe-fgdfecd-addcb-cd-dfedcb7-cdC--dfecd---4
285677,,A-KN,2,1---cdefgF--f---gh--g---fe--fg--ef---d--dfe---fd---da---cd--d--dc---dfd-cd-fgd-fc-dfed7-fhgd-feca-cdC--dfecd---3
285678,,A-KN,2,1---cdefg--f--f---gh--g---fefg---ef--dfe--fd---da---cd--dc--dgd--cd---fgd-fc-dfed-fhgd-feca-cdC--dfecd---3---6------67---3
285760,,A-KN,2,1---cd--fD---fd--cd--d---de---f--dc--c---c---d--f--g--g---d--f--d---f--d77---f--f---g--h---gh--fd---c--d--ff--gh--fe---d--d---4---6------6---3
285765,,A-KN,2,1---cd--f--ed---d--fe--fg---gf--edc---dff--ed---d---e--fg--gf-hg---fe--dc---dff--ed7---cd--d---df--cdefede--fd---defg--fedf---cefd--d---dg--gh---hk--h---ged--fgf--f---cdf-hg---edf--cefd--d77---3---dcb---a--cdf--d---cd--fg---g--fgh--h---hghfd-cd-ff-fh--h---hgff--ced-efd--d---4
285766,,A-KN,2,1---d---cdeffG--f---f--f--f7---fg--ef---d--defe--fd---d---d--dfedc--d---fe-fgf--fedf--dc---3---dcb---a--cdf--d---3
285783,,A-KN,2,1---e---c--eg--ghk--h---hge--fg--ed-fff--ed--d---d--dh7--hkgh--h---hkhg-ede---ced-ff--d---hh-hge-fec--ffe---d--d---3---dg-hkh-hhge-fec--ed-efggF--d---dh--hkj-kh---gh--jkl--jh---hL--l---l7--kl--g---h---egh-kkhj--kh---h--kj--kl--lmh-gh-kk-lk-mmlK--h---hge--fE--cd---dfef--ed---4
285784,,A-KN,2,1---d---d--d--c--cdefgF--f7---f--f--f--fe--f---ef---defe--fd---d--cd--d--d--d---df--d---d---d--deffedc---d--fe-fgf7---fedf--dc---3---dg--hkh--hhge-fec---3
285815,,A-KN,2,1---a--cdf--d---d---d7--f---fef--df--dc---d--f---edc-df--d--def-gffe---d--dffede--fd---f---fe--fg--fg--ffede---fd---df--d7---fE--fhf---fedf--dc---d---f--f--fe---d---f--d---f--fgf---ffedf--dc---3---a---cdf--defe-fddc7---d--e--f---edcd--def-gffe---d--dffede--fd---4
285816,,A-KN,2,1---d--c--cdeffG--f---gH--gF---fg--f--f---f7---f--fE--fg--ef--defe--fd---d--cD--d---d--defedc--d--fe-fgf---fedf--dc---3---6------6---3
285826,,A-KN,2,1---dcdf-efdd-ffghgF7--f--fe--d---dede---f--gf---ed-efd--d---dhk---hk---h---hgf--gh--hghfg---gh--hfghhg---fe--fgfgfe---defef--ed77---d---dC--defe---cd--d---3---ddc-fgfecd-dhhf-hged-fged-fec-cff--ed---dfd--cd--d---df--d--d---fd-fd---cD---d7--dfe-fged-ffe---dc--fgff-ed---dca-abcdf---df--d---dfdcd-def-ggfed-dfdcd-defggfed-efd-fd--cdd--efd--d---4
285830,,A-KN,2,1---f--f7---f--fe--c---d--fe---d---fh--gh---fg--gh--fe---d---f--f---f--f--f--ef--g--fe---d---4---7f--f--f--f--cd--d---3
285833,,A-KN,2,1---cdf--d---dC--df---fe-fgdf--dc---d--f--fe--d---df--dc--df---ef---gfgfe-fd--cdfef--ed---d--gF7---fg--ffed--dC---fgh--hgfe-efgfg--gf---h-ghgf-dfdc-cdefg--gF---fgh--hghfgfe---fd--dfef--ed---4
285834,,A-KN,2,1---e---e--e--d7--defg--f---gh--g---fe---fg--ef---dfe--fd---d--cd---df--d--d---d---defedc---d--fe-fgf---fd--ed7---3
285864,,A-KN,2,1---f--g---h---h--g--f---hG--g--fe---d---g---fe7--d---f--f--f---ef--g--fe---d--d---4
285891,,A-KN,2,1---d--g--f---f--c--cd--d---g--d---d---f--f--c7--c--c---fc--d--fe---d--d---4---7f--f--f--f--cd--d---3
285900,,A-KN,2,1---d--c--d---f--fed--def---d---c--d---f--fed--def7---fD---f--g--h---g---f--g--f---fgF--f---f--g---fe--dc---d7--fe--d---4---7f--f--f--f--cd---3
285914,,A-KN,2,1---d--dcA--c--df---d--dfd---c--df--f---g--f--fe---d--d---d--c---d7---f--f---c---d--f--f---c--ff--d---4---7f--f--f--cd--d---3
285992,,A-KN,2,1---cD--d---defd--dC---d--fe--fgfe---cd--defd--dc---d--fe--fgfe--e---g--gh---hkgh--g---e7---fg--fed--defd-fddc---fE--dggf--eD---efdC--cd--d---4
286045,,A-KN,2,1---e--e--egeed---ed--f--ghg---hgf-fghg-hj7--h---fhg--ghfe-fed-fd---d---ef--gh--gfghg-hk--h---hG--ghkg-hG---f--fe--fgfe-fedc-dc---f--gf--f7---ghfgfeeD--defef--ed---df---gf---hijH--g--ffe---g--gh--hghgfg--gf---fd---f--g--j---j--j--h77---g--h--g---fe--dggfedc-cdef-feD--fd---3---deffed---c--d---f--fe--def-gffed---c--d--f--fe---dC---cdfE--fg7--gf---j7---ijjhgfe--ghgfe---ghG--fe---cD---d--efggfedc-cdeffed--fd---4
286050,,A-KN,2,1---df---e--f--d---f--d---c--df---f--dfdc--c---d--c--f--eD---d--cd--d---dC--f---g7--h--g---h--g--f---f--fE--g---fE--dfd--cd--d---ef--dfd---d--d--c---d--fe7--c---c--d---f--d--d---dC--f--f---fh--h---g--fe--dC---d---fe--d--d7---4---7f--f--f--cd--d---3
286051,,A-KN,2,1---c--cd--df--d---d--efg---gffe--de---c--d--dffe--ed---efd--cd--d---dh---hg--hkg-hhgfed-fefgD7--fe---fg--gffe---dC--dfdc--c---c--cd--dfefg--gffedc---efd--cd--d---3
286058,,A-KN,2,1---cdf--d--d---c---d--ff7---g--f--ed---edfgdf--dc---dfec---f--ef-gfgfe--fd--defef--ed---fgF---f--fg--fe---fg--fgffede--fd---df--d7---deffedc--d---fe-fgf---6------6---dc---3---dc--d---fe--fgF--dcf-gfe-fgfd-cf-gfe-fgffe---dffede--fd7---4
286059,,A-KN,2,1---cdefg--f--f---f---f---6------6---g---f--fg--f---f--fg--f---fe--fg---ef---d--defe--fd---d7--cd--d---df--d---d--defedc--d---fe-fgf--fedf--ddc7---3---6------6---4
286069,,A-KN,2,1---a--cdf--d7---f--fef--df--dc---d---f--efdc-df--d---def-gffe--dffede--fd---fg---f---fe--fg---fg--ffede--fd7---d---df--d---d---d--d--defedc--d---fe-fgf--fedf--dc---3---fe-fgF--fedc--df---dc-dc--bcdcb-cba-ca---a7--a---cd--defd-fddc---dfec--ef---gffe--dffede--fd---4
286070,,A-KN,2,1---cdfg--f---gh--g---f--f--f--fe--fg7---ef---defe--fd---d--cd---df--d--d---d--d--d--defedc---d---fe-fgf--fedf--dc---3---6------67---3
286086,,A-KN,2,1---dffe---f--e---f--d---fD--cd--d---f--fgh---g--h--g--f---f--fE--gh---fe--cd7--d--d---dgfg---d--f--ef---d--c---f--f---h--g---h---g--fe--g---ghG7--f--f---ed---f--dC---c---efgh--ed---fE--d--d---4---7f--f--f--f--cd---3
286103,,A-KN,2,1---c--c--d---fE--dfd7---c--d---fE--dfd---c--d--c---c--d--f--f---c--cf--d--d---4---7f--f--f--f--cd---3
286143,,A-KN,2,1---f--fe--dc---df--d---ef--g--fE---f--f---g--f7---gh--g---fe--dfd---d---c--d---f--f---ef--g--fe---d--cd--d---4---6------6---3---7f--f--f--f--cd--d---3
286194,,A-KN,2,1---df---d---f--d---fd--cd--d---d7--d--dF--d---d--df--d---d--d--ef---df--d--c---d--cd--d---f--d--d---f--d---ef--ghg-hkh---h--g7--fe---def--fe--c---f--f--f---f--f---d--fd--cd---d---c--d--fe---c--c--cfC--d7---4---7f--f--f--cd--d---3
286205,,A-KN,2,1---a--a---cfd--d---c--df--fedf-cd-fgeffd--d7---c---d--f--f--f--fgffe---dffede--fd---f--gh--h---g--fE---fg---6------6---fd77---dfe--f---hijhF--f---defedcd--dc---3---d--d--aa)---cD--d---dC--dcbc---b--cd---dC--dcbc7---cf-gfef--dfd--d---4
286206,,A-KN,2,1---cdefG--f---f--gh--g--f---f--f--f---fg--f---f---f--fe--fg7--ef--defe--fd---d--cd---d---d--d--d---d--d--df--d---d--dF--d--d---defedc---d7--fe-fgf--fedf--dc---3---6------6---3
286229,,A-KN,2,1---f--fe--c---df--d---f--h--g---f---gh--h---fg---h--gf---g--fe--d7---g--gh--g---f--fe--c---d---c--f--e---d--cd--d---4---7f--f--f--f--cd--d---3
286234,,A-KN,2,1---dfC--d--fgeffd---cd--d---d--dc7---d--fe---g--fe--d--dc---cf--f---f--fg---g---ghG--gf--f---gh--gf---efgffeD--fd---dc---d--fe7---df--dc---e--g--ghhg---edf---d---d--de--fD---c---d--de--e---f--fge--ed--fe---d--cd--d---ce7---ghkH--h---hg--hk--g---gf--df--ed---c---dfdf--dc---cf--f--ed---cD---d--d---4---7h--hg--gf--gh--g---3
286258,,A-KN,2,1---d---f--f---fg--g---f--d--f---f--f---g--d--d---f---f---f7--f---f--f---fg--g---df--e---g--d--d---4---6------6---3---7f--f--f--f--cd---3
286285,,A-KN,2,1---a--cfd7--h---hg--h---kj--k--hg---kH--hklkjk---h--hkh--h---h---jk---lK--kjhj--kh---hkh---hG7---e--fe--fdefedcd--dc---3---f--fe--dC---dfdef--c--abcba-ba9-b9---9a--cd--dfddc---d---fe--f--d---dcf--efgfef---d--dfd7---d---4
286286,,A-KN,2,1---d--c--cdefg--f---gH--g--f---fg--f---f--f---fg--fe---fg---ef--d--defe--fd7---d--cd--d---d--d--dF--d---d---d--defedc--d--fe-fgf---fedf--dc---3---6------6---3
286295,,A-KN,2,1---dB---cd--df--d--d---d--d---ff--dc7---def---fe--de--e---f--g--g---g--h--g--fed--d---f--f--fe---dc--d--fe--d--d---d--f--f---fe--dC7---e--c---d---c--d---f--ef---gh---fe--d--cd--d---4
286367,,A-KN,2,1---dC--cf--ef7---df--d---d---c--d---efG--gfe-ffC--fc---f---fdc--d--fe--fhg--ed---fe--d--d---f--gh--hhg--ef7---gh--fe--df--dc---c---d--f--ef---gh---f--fE--dc---d--fe--d--d---4
286391,,A-KN,2,1---fe--d---f--e---d--c--d--f---f--ed---c--d--f--d---f--d---c--cd--d7---4---6------6---3---7f--f--f--f--cd---3
286392,,A-KN,2,1---d---d--g--f--f---cd--d---f--d--d---f---f--c--c---fe--dc--d--fe---d--d---4---6------6---3---7f--f--f--f--cd--d---3
286404,,A-KN,2,1---def--e--e---f--fe-fgdf--dc---dfec--ef--gffe---dffede--fd---f---fgh--hgge-fgF--fg--ffede---fd---df--d--defeddC7--d---fe-fgf--fedf--dc---3---c---c--d--fE--fg---fgffC--dc-dccb---d---dC--ccdccb---cb--cd--df-fede--fd---4
286405,,A-KN,2,1---cdefg--f--f77---gh--g--f---f--fG--f---f---f--f--fe---fg--ef--d--defe---fd---d--cd--d--d---defeddC7--d---fe-fgf---fedf--dc---3---6------6---3
286430,,A-KN,2,1---c--cd--d--d---ef--defec---f--g---ijh--g--hG--h---h---g--e--f--gh--gfg---fe7--cD---d--dC---f--ff---d--d---4---7f--f--f--f--cd--d---3
286448,,A-KN,2,1---a--cfd--d---d--f---fef--df--ddc---d---f--edcd--def-gffe---dffede--fd---f--f---fg-hg7--gffede--fd---deffeddC--d--fe-fgf---fedf--dc---3---d---fe---f--d---f--f--efd-fd--cdefd-ffe---c--df--f--ef-gfgfe---defef--ed---4
286449,,A-KN,2,1---cdefgF--f--f---gh--gF7---fg--f--f---f--fe--fg---ef--defe--fd---d---defeddC--d--fe-fgf---fedf--ddc---3---6------6---3
286509,,A-KN,2,1---f--d---cd--f--ffec---cdefed--d---cd---ef-ghg--g---cd-fghg---g7---fhfg--gf-gF---fdf-efddcd--dc---3---efg--ghg---fghffe--cd--d--dc-defeD---d---ffff--d--dfca-cf-cfeD---dfd--d7---4
286510,,A-KN,2,1---cdefg--f--f---gh--g---3---6------6---3
286537,,A-KN,2,1---d---ca---cD--d---fE--fg---fed7--d---d---g---gF--g---gh---fe--d--d---d--cd---f--ef---g--fe--d--d---d---ca--cd--dc7---d--ffe--d--d---4---7f--f--f--f--cd--d---3
286548,,A-KN,2,1---a--cd---dfd--d---fd--cd--d--d---d---ef--g--gf---gh--fe---d7--d---d--cA---cD--d---d--c--df--f---e--f---g--fe---d--fd--cd--d---4---7f--f--f--f--cd--d---3
