col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
636561,Gaude mater luminis quam divini numinis,Gaude mater luminis quam divini numinis,244v,158,124080,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124080,76,Clm 27020,76,Bayerische Staatsbibliothek,D-Mbs,München,,,,,,,,,,
631818,Gaude mater luminis,Gaude mater luminis,214v,158,124000,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124000,77,MS 2° 156,77,Universitätsbibliothek,D-Mu,München,,,,,,,,,,
636601,Gaude mater luminis quam divini numinis,Gaude mater luminis quam divini numinis,13r,158,124082,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124082,81,F.K. mus. 42/II,81,Fürst Thurn und Taxis Hofbibliothek,D-Rtt,Regensburg,,,,,,,,,,
636643,Gaude mater luminis,Gaude mater luminis,33v,158,124083,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124083,81,F.K. mus. 7/11,81,Fürst Thurn und Taxis Hofbibliothek,D-Rtt,Regensburg,,,,,,,,,,
637395,Gaude mater luminis,Gaude mater luminis,493r,158,124093,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124093,81,F.K. mus. 1/II,81,Fürst Thurn und Taxis Hofbibliothek,D-Rtt,Regensburg,,,,,,,,,,
625744,Gaude mater luminis,Gaude mater luminis,74v,158,123912,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,123912,82,"cod. bibl., 2o 20",82,Württembergische Landesbibliothek,D-Sl,Stuttgart,,,,,,,,,,
626212,Gaude mater luminis quam divini numinis,Gaude mater luminis quam divini numinis,63r,158,123865,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,123865,129,add. 24680,129,British Library,GB-Lbl,London,,,,,,,,,,
626658,Gaude mater luminis,Gaude mater luminis,58v,158,123907,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,123907,131,MS. Canon. Liturg. 341,131,Bodleian Library,GB-Ob,Oxford,,,,,,,,,,
628432,Gaude mater luminis,Gaude mater luminis,151v,158,123944,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,123944,131,MS. Canon. Liturg. 340,131,Bodleian Library,GB-Ob,Oxford,,,,,,,,,,
630679,Gaude mater luminis,Gaude mater luminis,128v,158,123901,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,123901,131,MS. Canon. Liturg. 354,131,Bodleian Library,GB-Ob,Oxford,,,,,,,,,,
632953,Gaude mater luminis quam divini numinis,Gaude mater luminis quam divini numinis,331r,158,123987,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,123987,147,LVI,147,Archivio Capitolare,I-CF,Cividale del Friuli,,,,,,,,,,
630300,Gaude mater luminis quam divini numinis,Gaude mater luminis quam divini numinis,23r,158,123964,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,123964,191,417 (5. C. 19),191,Universiteitsbibliotheek,NL-Uu,Utrecht,,,,,,,,,,
634235,Gaude mater luminis,Gaude mater luminis,388r,158,124050,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124050,202,IV.Q.81,202,Biblioteka Uniwersytecka,PL-WRu,Wroclaw,,,,,,,,,,
631443,Gaude mater luminis,Gaude mater luminis,349v,158,124103,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124103,207,EC.Lad.3,207,State Archive Bratislava,SK-BRa,Bratislava,,,,,,,,,,
636865,Gaude mater luminis quam divini numinis,Gaude mater luminis quam divini numinis,280v,158,124081,ah54225,,,,,,,,,,158,2023-06-07 20:15:20.413038+00,2023-06-07 20:15:20.413042+00,,,Sq,Sequence,Mass,124081,1,D-P/imp1511,1,Print (Multiple Copies),XX-NN,,,,,,,,,,,
