col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
328615,,Gloria patri et filio et,210r,161,123736,909000,,4153,02,4474,3S,,,,"'1':11A 'biblioteka':7A 'dominici':13B 'et':3A,5A 'filio':4A 'gloria':1A 'kapitułi':8A 'katedralnej':9A 'kielc':6A 'm':14B 'ms':10A 'patri':2A 'v':12B",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,123736,200,Ms. 1,200,Biblioteka Kapituły Katedralnej,PL-KIk,Kielce,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,4474,Dominici,"Dominic, founder of the Order of Friars Preachers"
328626,,Gloria patri et filio et,210v,161,123736,909000,,4153,02,4474,6T,,,,"'1':11A 'biblioteka':7A 'dominici':13B 'et':3A,5A 'filio':4A 'gloria':1A 'kapitułi':8A 'katedralnej':9A 'kielc':6A 'm':14B 'ms':10A 'patri':2A 'v':12B",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,123736,200,Ms. 1,200,Biblioteka Kapituły Katedralnej,PL-KIk,Kielce,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,4474,Dominici,"Dominic, founder of the Order of Friars Preachers"
328635,,Gloria patri et filio et,211r,161,123736,909000,,4153,02,4474,8S,,,,"'1':11A 'biblioteka':7A 'dominici':13B 'et':3A,5A 'filio':4A 'gloria':1A 'kapitułi':8A 'katedralnej':9A 'kielc':6A 'm':14B 'ms':10A 'patri':2A 'v':12B",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,123736,200,Ms. 1,200,Biblioteka Kapituły Katedralnej,PL-KIk,Kielce,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,4474,Dominici,"Dominic, founder of the Order of Friars Preachers"
328638,,Gloria patri et filio et,211r,161,123736,909000,,4153,02,4474,1S,,,,"'1':11A 'biblioteka':7A 'dominici':13B 'et':3A,5A 'filio':4A 'gloria':1A 'kapitułi':8A 'katedralnej':9A 'kielc':6A 'm':14B 'ms':10A 'patri':2A 'v':12B",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,123736,200,Ms. 1,200,Biblioteka Kapituły Katedralnej,PL-KIk,Kielce,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,4474,Dominici,"Dominic, founder of the Order of Friars Preachers"
357941,,Gloria patri et filio et,125r,161,123659,909000,,4153,02,4474,3S,,,,"'18':13A '19':11A 'archiepiscop':9A 'archiv':10A 'arhiv':8A 'dominici':15B 'et':3A,5A 'filio':4A 'gloria':1A 'ljubljana':6A 'm':16B 'nadškofijski':7A 'olim':12A 'patri':2A 'v':14B",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,123659,206,19 (olim 18),206,Nadškofijski arhiv (Archiepiscopal Archives),SI-Lna,Ljubljana,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,4474,Dominici,"Dominic, founder of the Order of Friars Preachers"
357951,,Gloria patri et filio et,126r,161,123659,909000,,4153,02,4474,6T,,,,"'18':13A '19':11A 'archiepiscop':9A 'archiv':10A 'arhiv':8A 'dominici':15B 'et':3A,5A 'filio':4A 'gloria':1A 'ljubljana':6A 'm':16B 'nadškofijski':7A 'olim':12A 'patri':2A 'v':14B",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,123659,206,19 (olim 18),206,Nadškofijski arhiv (Archiepiscopal Archives),SI-Lna,Ljubljana,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,4474,Dominici,"Dominic, founder of the Order of Friars Preachers"
357961,,Gloria patri et filio et,126v,161,123659,909000,,4153,02,4474,1S,,,,"'18':13A '19':11A 'archiepiscop':9A 'archiv':10A 'arhiv':8A 'dominici':15B 'et':3A,5A 'filio':4A 'gloria':1A 'ljubljana':6A 'm':16B 'nadškofijski':7A 'olim':12A 'patri':2A 'v':14B",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,123659,206,19 (olim 18),206,Nadškofijski arhiv (Archiepiscopal Archives),SI-Lna,Ljubljana,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,4474,Dominici,"Dominic, founder of the Order of Friars Preachers"
675576,,Gloria patri et filio et,125v,161,669030,909000,,4153,02,2099,3,Gloria patri et filio et spiritui sancto,Gloria patri et filio et spiritui sancto | Quam,1---k--jlk-kj--hg---hg--h---k7---k--jlkk--kj---jk-lml---kj--hj--h--hg---hj--j---3---kkjh7---3,"'1911.142':31A 'art':22A 'b':32A 'chicago':21A,25A 'collect':30A 'dominici':35B 'e':28A 'et':3A,5A,8A,10A,16A,18A 'filio':4A,9A,17A 'gloria':1A,6A,14A 'institut':23A 'kelley':29A 'm':36B 'mrs':26A 'patri':2A,7A,15A 'quam':13A 'sancto':12A,20A 'spiritui':11A,19A 'transl':34B 'v':33B 'william':27A",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,669030,225,1911.142b,225,Art Institute of Chicago - Mrs. William E. Kelley Collection,US-Cai,Chicago,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,2099,Transl. Dominici,Moving of Dominic's relics
675577,,Gloria patri et filio et,126r,161,669030,909000,,4153,02,2099,6T,Gloria patri et filio et spiritui sancto,Gloria patri et filio et spiritui sancto | Fragrat,1---kl-mn--m--nmlm77---nmlk-lmll--k---l---k--l--m---on---opon--m--ml--m7---kl-mnmlk-lmllK--k---3---k--o---3,"'1911.142':31A 'art':22A 'b':32A 'chicago':21A,25A 'collect':30A 'dominici':35B 'e':28A 'et':3A,5A,8A,10A,16A,18A 'filio':4A,9A,17A 'fragrat':13A 'gloria':1A,6A,14A 'institut':23A 'kelley':29A 'm':36B 'mrs':26A 'patri':2A,7A,15A 'sancto':12A,20A 'spiritui':11A,19A 'transl':34B 'v':33B 'william':27A",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,669030,225,1911.142b,225,Art Institute of Chicago - Mrs. William E. Kelley Collection,US-Cai,Chicago,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,2099,Transl. Dominici,Moving of Dominic's relics
675578,,Gloria patri et filio et ,127r,161,669030,909000,,4153,02,2099,1,Gloria patri et filio et spiritui sancto,Gloria patri et filio et spiritui sancto | Alleluya | Sana,1---h--ghgfe--gh---jhh--g---hijk---jh--gh7--h---dcf---gh--g--fe--d---dc-defE--ed---3---hG--klh7---3---dhk--jhgh7---3,"'1911.142':32A 'alleluya':13A 'art':23A 'b':33A 'chicago':22A,26A 'collect':31A 'dominici':36B 'e':29A 'et':3A,5A,8A,10A,17A,19A 'filio':4A,9A,18A 'gloria':1A,6A,15A 'institut':24A 'kelley':30A 'm':37B 'mrs':27A 'patri':2A,7A,16A 'sana':14A 'sancto':12A,21A 'spiritui':11A,20A 'transl':35B 'v':34B 'william':28A",161,2023-06-07 20:15:20.417915+00,2023-06-07 20:15:20.417919+00,,,V,Responsory verse,Office,669030,225,1911.142b,225,Art Institute of Chicago - Mrs. William E. Kelley Collection,US-Cai,Chicago,4153,2020-06-18 19:20:24.024+00,2020-06-18 19:20:24.026+00,,,M,Matins,2099,Transl. Dominici,Moving of Dominic's relics
