col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
240392,,Alleluia vi (Pater sancte),137r,122,123608,001331,,4154,,1490,4,,,,'560':13A '8':17B 'alleluia':1A 'ascensio':15B 'biblioteca':7A 'conv':11A 'domini':16B 'firenz':5A 'florenc':6A 'l':18B 'laurenziana':10A 'medicea':9A 'medicea-laurenziana':8A 'pater':3A 'sanct':4A 'sopp':12A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123608,151,Conv. sopp. 560,151,Biblioteca Medicea-Laurenziana,I-Fl,Firenze (Florence),4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1490,"Ascensio Domini,8",In week after Ascension
370067,,Alleluia vi (Pater sancte),252,122,123680,001331,,4154,,1842,4,,,,"'6':15B '601':12A 'alleluia':1A 'arcivescovil':11A 'ascensio':17B 'biblioteca':6A,10A 'capitolar':7A 'e':9A 'feliniana':8A 'fer':14B 'l':18B 'lucca':5A 'p':16B 'pater':3A 'sanct':4A 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123680,154,601,154,Biblioteca Capitolare Feliniana e Biblioteca Arcivescovile,I-Lc,Lucca,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1842,Fer. 6 p. Ascensio.,Friday after Ascension
156675,,Alleluia vi (Nonne sic),169r,122,123593,001331,https://bvmm.irht.cnrs.fr/iiif/24878/canvas/canvas-2563125/view,4154,1,1761,8,,,,"'3':18B '465':13A '893':15A 'abbay':9A 'alleluia':1A 'arra':5A 'cgm':14A 'de':7A 'fer':17B 'l':8A,21B 'mediathèqu':6A 'nonn':3A 'oct.pasch':20B 'p':19B 'saint':11A 'saint-vaast':10A 'sic':4A 'vaast':12A 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123593,97,465 (CGM 893),97,Bibliothèque municipale,F-AS,Arras,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1761,Fer. 3 p. Oct.Pasch.,"Tuesday, 2nd week after Easter"
500270,,Alleluia vi (Nonne sic),068v,122,123642,001331,,4154,,1864,8,,,,'114':8A '3':11B 'alleluia':1A 'bibliothèqu':6A 'feria':10B 'l':13B 'municipal':7A 'nonn':3A 'sic':4A 'tp':12B 'valencienn':5A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123642,118,114,118,Bibliothèque municipale,F-VAL,Valenciennes,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1864,Feria 3 TP,"Tuesdays, Eastertide"
235906,,Alleluia vi (Mittens haec),135r,122,123607,001331,,4154,,1734,*,,,,'2':12B 'alleluia':1A 'arcivescovado':7A 'biblioteca':8A 'fer':11B 'firenz':5A 'florenc':6A 'haec':4A 'l':14B 'mitten':3A 'pent':13B 's.c':9A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123607,150,s.c.,150,Arcivescovado - Biblioteca,I-Far,Firenze (Florence),4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1734,Fer. 2 Pent.,Pentecost Monday
428248,,Alleluia vi (Lux perpetua),168v,122,123635,001331,,4154,2B,1514,4,,,,'alleluia':1A 'biblioteca':6A 'c.5':8A 'comm':10B 'l':14B 'lux':3A 'martyrum':12B 'perpetua':4A 'plurimorum':11B 'roma':5A 'tp':13B 'vallicelliana':7A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123635,168,C.5,168,Biblioteca Vallicelliana,I-Rv,Roma,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1514,Comm. plurimorum Martyrum TP,"Common of several Martyrs, Eastertide"
428237,,Alleluia vi (Justum deduxit),168r,122,123635,001331,,4154,B,1527,1,,,,'alleluia':1A 'biblioteca':6A 'c.5':8A 'comm':10B 'deduxit':4A 'justum':3A 'l':14B 'martyri':12B 'roma':5A 'tp':13B 'unius':11B 'vallicelliana':7A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123635,168,C.5,168,Biblioteca Vallicelliana,I-Rv,Roma,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1527,Comm. unius Martyris TP,"Common of one Martyr, Eastertide"
525385,,Alleluia vi (Juste et pie)*,083v,122,123647,001331,,4154,,1572,*,,,,'1247':12A 'alleluia':1A 'cathedr':7A 'de':16B 'et':4A 'f.160':10A 'hymnal':14A 'just':3A 'l':18B 'librari':9A 'music':8A 'olim':11A 'pie':5A 'regum':17B 'vi':2A 'worcest':6A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123647,134,F.160 (olim 1247) (with hymnal),134,Cathedral - Music Library,GB-WO,Worcester,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1572,De Regum,"Summer Histories, from Kings"
523477,,Alleluia vi (Juste et pie),031r,122,123647,001331,,4154,1,1684,2,,,,'1247':12A 'alleluia':1A 'annum':18B 'cathedr':7A 'dom':16B 'et':4A 'f.160':10A 'hymnal':14A 'just':3A 'l':19B 'librari':9A 'music':8A 'olim':11A 'per':17B 'pie':5A 'vi':2A 'worcest':6A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123647,134,F.160 (olim 1247) (with hymnal),134,Cathedral - Music Library,GB-WO,Worcester,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1684,Dom. per annum,"Sundays, Ferial Office"
500976,,Alleluia vi (In domino)*,086v,122,123642,001331,,4154,5,1700,1,,,,'114':8A 'alleluia':1A 'bibliothèqu':6A 'dominica':10B 'domino':4A 'estat':12B 'l':13B 'municipal':7A 'valencienn':5A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123642,118,114,118,Bibliothèque municipale,F-VAL,Valenciennes,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1700,Dominica in estate,Sundays in summer
155435,,Alleluia vi (In domino),088r,122,123593,001331,https://bvmm.irht.cnrs.fr/iiif/24878/canvas/canvas-2562961/view,4154,5,1684,1,,,,"'465':13A '893':15A 'abbay':9A 'alleluia':1A 'annum':19B 'arra':5A 'cgm':14A 'de':7A 'dom':17B 'domino':4A 'l':8A,20B 'mediathèqu':6A 'per':18B 'saint':11A 'saint-vaast':10A 'vaast':12A 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123593,97,465 (CGM 893),97,Bibliothèque municipale,F-AS,Arras,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1684,Dom. per annum,"Sundays, Ferial Office"
238851,,Alleluia vi (In domino),046v,122,123608,001331,,4154,5,1684,1,,,,'560':13A 'alleluia':1A 'annum':17B 'biblioteca':7A 'conv':11A 'dom':15B 'domino':4A 'firenz':5A 'florenc':6A 'l':18B 'laurenziana':10A 'medicea':9A 'medicea-laurenziana':8A 'per':16B 'sopp':12A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123608,151,Conv. sopp. 560,151,Biblioteca Medicea-Laurenziana,I-Fl,Firenze (Florence),4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1684,Dom. per annum,"Sundays, Ferial Office"
336602,,Alleluia vi (In domino),158r,122,123617,001331,https://digi.landesbibliothek.at/viewer/image/290/317/,4154,5,1684,*,,,,'183':10A '290':8A 'alleluia':1A 'annum':16B 'dom':14B 'domino':4A 'gamma':11A 'l':17B 'landesbibliothek':7A 'linz':5A 'oberösterreichisch':6A 'olim':9A 'p.19':12A 'per':15B 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123617,5,290 (olim 183; olim Gamma p 19),5,Oberösterreichische Landesbibliothek,A-LIb,Linz,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1684,Dom. per annum,"Sundays, Ferial Office"
368846,,Alleluia vi (In domino),085,122,123680,001331,,4154,3,1607,1,,,,"'2':15B '601':12A 'alleluia':1A 'arcivescovil':11A 'biblioteca':6A,10A 'capitolar':7A 'dom':14B 'domino':4A 'e':9A 'epiph':17B 'feliniana':8A 'l':18B 'lucca':5A 'p':16B 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123680,154,601,154,Biblioteca Capitolare Feliniana e Biblioteca Arcivescovile,I-Lc,Lucca,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1607,Dom. 2 p. Epiph.,2nd Sunday after Epiphany
407765,,Alleluia vi (In domino),210v,122,123630,001331,https://gallica.bnf.fr/ark:/12148/btv1b84229789/f432.image,4154,5,1572,?,,,,"'12601':14A 'alleluia':1A 'bibliothèqu':6A 'de':8A,16B 'des':11A 'domino':4A 'département':10A 'franc':9A 'l':18B 'latin':13A 'manuscrit':12A 'national':7A 'pari':5A 'regum':17B 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123630,112,Latin 12601,112,Bibliothèque nationale,F-Pn,Paris,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1572,De Regum,"Summer Histories, from Kings"
420184,,Alleluia vi (In domino),295v,122,123634,001331,,4154,5,1642,1,,,,'5':16B '65':13A 'alleluia':1A 'archivio':6A 'biblioteca':8A 'capitolar':9A 'cattedral':11A 'cod':12A 'della':10A 'dom':15B 'domino':4A 'e':7A 'epiph':18B 'l':19B 'p':17B 'piacenza':5A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123634,161,cod. 65,161,Archivio e Biblioteca Capitolare della Cattedrale,I-PCd,Piacenza,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1642,Dom. 5 p. Epiph.,5th Sunday after Epiphany
425967,,Alleluia vi (In domino),060v,122,123635,001331,,4154,5,1684,?,,,,'alleluia':1A 'annum':12B 'biblioteca':6A 'c.5':8A 'dom':10B 'domino':4A 'l':13B 'per':11B 'roma':5A 'vallicelliana':7A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123635,168,C.5,168,Biblioteca Vallicelliana,I-Rv,Roma,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1684,Dom. per annum,"Sundays, Ferial Office"
499065,,Alleluia vi (In domino),031v,122,123642,001331,,4154,5,1684,1,,,,'114':8A 'alleluia':1A 'annum':12B 'bibliothèqu':6A 'dom':10B 'domino':4A 'l':13B 'municipal':7A 'per':11B 'valencienn':5A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123642,118,114,118,Bibliothèque municipale,F-VAL,Valenciennes,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1684,Dom. per annum,"Sundays, Ferial Office"
156684,,Alleluia vi (Et ingressus),169r,122,123593,001331,https://bvmm.irht.cnrs.fr/iiif/24878/canvas/canvas-2563125/view,4154,1,1792,7,,,,"'4':18B '465':13A '893':15A 'abbay':9A 'alleluia':1A 'arra':5A 'cgm':14A 'de':7A 'et':3A 'fer':17B 'ingressus':4A 'l':8A,21B 'mediathèqu':6A 'oct.pasch':20B 'p':19B 'saint':11A 'saint-vaast':10A 'vaast':12A 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123593,97,465 (CGM 893),97,Bibliothèque municipale,F-AS,Arras,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1792,Fer. 4 p. Oct.Pasch.,"Wednesday, 2nd week after Easter"
156668,,Alleluia vi (Et ecce Jesus)*,169r,122,123593,001331,https://bvmm.irht.cnrs.fr/iiif/24878/canvas/canvas-2563125/view,4154,1,1732,4T,,,,'2':14B '465':11A '893':9A 'alleluia':1A 'arra':6A 'bibliothèqu':7A 'ecc':4A 'et':3A 'fer':13B 'jesus':5A 'l':17B 'municipal':8A 'oct.pasch':16B 'olim':10A 'p':15B 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123593,97,465 (CGM 893),97,Bibliothèque municipale,F-AS,Arras,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1732,Fer. 2 p. Oct.Pasch.,"Monday, 2nd week after Easter"
354767,,Alleluia vi (Ego sum),117r,122,123626,001331,,4154,,1930,3,,,,'15/79':15A 'alleluia':1A 'basilica':6A 'battista':10A 'biblioteca':11A 'capitolar':12A 'di':7A 'e':13A 'ego':3A 'giovanni':9A 'l':20B 'monza':5A 'pascha':19B 'sum':4A 'tempor':18B 'tesoro':14A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123626,158,15/79,158,Biblioteca capitolare,I-MZ,Monza,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1930,In tempore Paschae,"General, Eastertide"
428141,,Alleluia vi (Ego sum pastor),163v,122,123635,001331,,4154,3,1609,8,,,,'2':12B 'alleluia':1A 'biblioteca':7A 'c.5':9A 'dom':11B 'ego':3A 'l':15B 'p':13B 'pascha':14B 'pastor':5A 'roma':6A 'sum':4A 'vallicelliana':8A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123635,168,C.5,168,Biblioteca Vallicelliana,I-Rv,Roma,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1609,Dom. 2 p. Pascha,2nd Sunday after Easter
433918,,Alleluia vi (Dum comple-),102v,122,123637,001331,,4154,,1734,3,,,,'2':11B 'alleluia':1A 'compl':4A 'dum':3A 'fer':10B 'hb.i.55':8A 'l':13B 'landesbibliothek':7A 'pent':12B 'stuttgart':5A 'vi':2A 'württembergisch':6A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123637,82,HB.I.55,82,Württembergische Landesbibliothek,D-Sl,Stuttgart,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1734,Fer. 2 Pent.,Pentecost Monday
479203,,Alleluia vi (Diviserunt sibi),078r,122,123638,001331,,4154,2,1688,?,,,,'44.1':11A 'alleluia':1A 'archivo':7A 'biblioteca':9A 'capítular':10A 'catedr':6A 'diviserunt':3A 'dom':13B 'l':15B 'resurrectioni':14B 'sibi':4A 'toledo':5A 'vi':2A 'y':8A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123638,92,44.1,92,Catedral - Archivo y Biblioteca Capitulares,E-Tc,Toledo,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1688,Dom. Resurrectionis,Easter Sunday
421735,,Alleluia vi (Cujus),347r,122,123634,001331,,4154,5,1678,2,,,,'65':12A 'alleluia':1A 'archivio':5A 'biblioteca':7A 'capitolar':8A 'cattedral':10A 'cod':11A 'cujus':3A 'della':9A 'dom':14B 'e':6A 'l':17B 'p':15B 'pent':16B 'piacenza':4A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123634,161,cod. 65,161,Archivio e Biblioteca Capitolare della Cattedrale,I-PCd,Piacenza,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1678,Dom. p. Pent.,Sundays after Pentecost
235623,,Alleluia vi (Crucifixus),118r,122,123607,001331,,4154,,1963,8,,,,'alleluia':1A 'arcivescovado':6A 'biblioteca':7A 'crucifixus':3A 'firenz':4A 'florenc':5A 'l':12B 'octava':10B 'pascha':11B 's.c':8A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123607,150,s.c.,150,Arcivescovado - Biblioteca,I-Far,Firenze (Florence),4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1963,Octava Paschae,"Octave of Easter (also ""Dominica in Albis"")"
420172,,Alleluia vi (Apertis),295v,122,123634,001331,,4154,5,1636,1,,,,'4':15B '65':12A 'alleluia':1A 'aperti':3A 'archivio':5A 'biblioteca':7A 'capitolar':8A 'cattedral':10A 'cod':11A 'della':9A 'dom':14B 'e':6A 'epiph':17B 'l':18B 'p':16B 'piacenza':4A 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123634,161,cod. 65,161,Archivio e Biblioteca Capitolare della Cattedrale,I-PCd,Piacenza,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1636,Dom. 4 p. Epiph.,4th Sunday after Epiphany
417678,,Alleluia vi,037r,122,123633,001331,https://gallica.bnf.fr/ark:/12148/btv1b84262784/f77.image,4154,3,1689,7,,,,'1535':12A 'alleluia':1A 'bibliothèqu':4A 'de':6A 'des':9A 'dom':14B 'département':8A 'franc':7A 'l':16B 'manuscrit':10A 'nal':11A 'national':5A 'pari':3A 'septuagesima':15B 'vi':2A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123633,112,NAL 1535,112,Bibliothèque nationale,F-Pn,Paris,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1689,Dom. Septuagesimae,Septuagesima Sunday
582985,,Alleluia vi,099r,122,123765,001331,,4154,p,1820,8,Alleluia alleluia alleluia alleluia alleluia alleluia,,,"'5':15B 'alleluia':1A,3A,4A,5A,6A,7A,8A 'biblioteca':10A 'capitolar':11A 'fer':14B 'l':18B 'lxxix':12A 'p':16B 'pascha':17B 'vercelli':9A 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123765,172,LXXIX,172,Biblioteca Capitolare,I-VCd,Vercelli,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1820,Fer. 5 p. Pascha,Easter Thursday
582997,,Alleluia vi,099r,122,123765,001331,,4154,p,1847,8T?,Alleluia alleluia alleluia alleluia alleluia alleluia,,,"'6':15B 'alleluia':1A,3A,4A,5A,6A,7A,8A 'biblioteca':10A 'capitolar':11A 'fer':14B 'l':18B 'lxxix':12A 'p':16B 'pascha':17B 'vercelli':9A 'vi':2A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123765,172,LXXIX,172,Biblioteca Capitolare,I-VCd,Vercelli,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1847,Fer. 6 p. Pascha,Easter Friday
244114,,Alleluia alleluia alleluia alleluia alleluia ,069v,122,123610,001331,https://unipub.uni-graz.at/obvugrscript/content/pageview/6705147,4154,5,1684,6,Alleluia alleluia alleluia alleluia alleluia alleluia,Alleluia alleluia alleluia alleluia alleluia alleluia,,"'29':20A '38/8':22A 'alleluia':1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A 'annum':27B 'dom':25B 'f':23A 'graz':18A 'l':28B 'olim':21A 'per':26B 'universitätsbibliothek':19A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123610,2,29 (olim 38/8 f.),2,Universitätsbibliothek,A-Gu,Graz,4154,2020-06-18 19:20:24.018+00,2020-06-18 19:20:24.02+00,,,L,Lauds,1684,Dom. per annum,"Sundays, Ferial Office"
