col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
211343,,Beata nobis gaudia*,281,139,123603,008273,,4159,,1682,*,,,,'9':8A 'beata':1A 'cambridg':4A 'dom':10B 'gaudia':3A 'h':9B 'librari':6A 'mm.ii':7A 'nobi':2A 'pentecost':11B 'univers':5A 'v2':12B,139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123603,126,Mm.ii.9,126,University Library,GB-Cu,Cambridge,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1682,Dom. Pentecostes,"Pentecost Sunday (also ""Whitsunday"")"
213418,,Beata progenies*,530,122,123603,001572,,4159,M,1955,*,,,,'8':11B '9':7A 'beata':1A 'cambridg':3A 'librari':5A 'maria':10B 'mm.ii':6A 'nativita':9B 'progeni':2A 'univers':4A 'v2':12B,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123603,126,Mm.ii.9,126,University Library,GB-Cu,Cambridge,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1955,"Nativitas Mariae,8",In week after Birthday of Mary
223761,,Beatam me dicent omnes,219v,122,123671,001574,,4159,M,2483,*,,,,'24':8A 'ad':11B 'beatam':1A 'chicago':5A 'dicent':3A 'librari':7A 'maria':10B 'newberri':6A 'nive':12B 'omn':4A 'v2':13B,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123671,227,24,227,The Newberry Library,US-Cn,Chicago,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2483,Mariae ad Nives,Mary of the Snows
224382,,Beata mater et inducta virgo*,249v,122,123671,001570,,4159,M,1556,*,,,,'24':9A 'beata':1A 'bmv':12B 'chicago':6A 'de':11B 'et':3A 'inducta':4A 'librari':8A 'mater':2A 'newberri':7A 'v2':13B 'virgo':5A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123671,227,24,227,The Newberry Library,US-Cn,Chicago,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1556,De BMV,Votive Office for Mary
228203,,Beata mater et innupta virgo,294v,122,123676,001570,"https://digi.vatlib.it/pub/digit/MSS_Vat.lat.8737/iiif/Vat.lat.8737_0643_fa_0294v.jp2/full/740,/0/native.jpg",4159,M,1556,*,,,,'8737':14A 'apostolica':11A 'beata':1A 'biblioteca':10A 'bmv':17B 'città':6A 'de':16B 'del':7A 'et':3A 'innupta':4A 'lat':13A 'mater':2A 'roma':9A 'v2':18B 'vaticana':12A 'vaticano':8A 'virgo':5A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123676,258,lat. 8737,258,Biblioteca Apostolica Vaticana,V-CVbav,Città del Vaticano,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1556,De BMV,Votive Office for Mary
232322,,Beata es virgo*,216r,156,123606,006165,http://www.e-codices.unifr.ch/en/sbe/0611/216r/small,4159,,2439,*,Beata es virgo*,Beata es virgo,,"'611':14A 'assumptio':16B 'beata':1A,4A,7A 'einsiedeln':10A,12A 'es':2A,5A,8A 'kloster':11A 'maria':17B 'musikbibliothek':13A 'r':15B 'v2':18B 'virgo':3A,6A,9A",156,2023-06-07 20:15:20.410148+00,2023-06-07 20:15:20.410152+00,,,R,Responsory,Office,123606,43,611,43,Stiftsbibliothek,CH-E,Einsiedeln,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2439,Assumptio Mariae,Assumption of Mary
232883,,Beata Caecilia*,245x,156,123606,006161,http://www.e-codices.unifr.ch/en/sbe/0611/245av/small,4159,,2665,*,Beata Caecilia*,Beata cecilia,,"'611':11A 'beata':1A,3A,5A 'caecilia':2A,6A,13B 'cecilia':4A 'einsiedeln':7A,9A 'kloster':8A 'musikbibliothek':10A 'r':12B 'v2':14B",156,2023-06-07 20:15:20.410148+00,2023-06-07 20:15:20.410152+00,,,R,Responsory,Office,123606,43,611,43,Stiftsbibliothek,CH-E,Einsiedeln,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2665,Caeciliae,"Cecilia (Cecily), Virgin Martyr"
243395,,Beatam me*,019v,122,123610,001574,https://unipub.uni-graz.at/obvugrscript/content/pageview/6705047,4159,R,1717,*,Beatam me*,Beatam me,,"'2':15B '29':9A '3':17B '38/8':11A 'adv':18B 'beatam':1A,3A,5A 'f':12A 'fer':14B 'graz':7A 'hebd':16B 'olim':10A 'universitätsbibliothek':8A 'v2':19B",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123610,2,29 (olim 38/8 f.),2,Universitätsbibliothek,A-Gu,Graz,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1717,Fer. 2 Hebd. 3 Adv.,"Monday, 3rd week, Advent"
246180,,Beata Agnes*,261v,122,123610,001559,http://www.literature.at/viewer.alo?objid=1138&viewmode=fullscreen&scale=2&rotate=&page=523,4159,M,2157,*,,,,'29':5A '38/8':7A 'agn':2A 'agneti':11B 'beata':1A 'f':8A 'graz':3A 'octava':10B 'olim':6A 'universitätsbibliothek':4A 'v2':12B,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123610,2,29 (olim 38/8 f.),2,Universitätsbibliothek,A-Gu,Graz,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2157,Octava Agnetis,Octave of Agnes
347727,,Beata nobis gaudia*,073r,139,123622,008273,,4159,,1682,*,,,,"'beata':1A 'bischöflich':5A 'c':9A 'diözesanmuseum':8A 'dom':6A,11B 'gaudia':3A 'h':10B 'mainz':4A 'nobi':2A 'pentecost':12B 'und':7A 'v2':13B",139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123622,74,C,74,Bischöfliches Dom- und Diözesanmuseum,D-MZb,Mainz,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1682,Dom. Pentecostes,"Pentecost Sunday (also ""Whitsunday"")"
363281,,Beata mater et innupta virgo,228r,122,123673,001570,,4159,M,1556,*,,,,'1':13A '12o':11A 'anna':9A 'beata':1A 'bibliothek':10A 'bmv':16B 'cmm':12A 'de':15B 'et':3A 'franziskanerklost':7A 'innupta':4A 'mater':2A 'münchen':6A 'st':8A 'v2':17B 'virgo':5A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123673,75,12o Cmm 1,75,Franziskanerkloster St. Anna - Bibliothek,D-Ma,München,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1556,De BMV,Votive Office for Mary
367722,,Beata mater et innupta virgo,389v,122,123674,001570,,4159,M,1556,*,,,,'20':14A 'beata':1A 'biblioteca':7A 'bmv':17B 'de':16B 'e':13A 'emanuel':10A 'et':3A 'iii':11A 'innupta':4A 'mater':2A 'napoli':6A 'nazional':8A 'v2':18B 'vi':12A 'virgo':5A 'vittorio':9A,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123674,160,vi. E. 20,160,Biblioteca Nazionale Vittorio Emanuele III,I-Nn,Naples,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1556,De BMV,Votive Office for Mary
411069,,Beata nobis gaudia*,347r,139,123631,008273,http://gallica.bnf.fr/ark:/12148/btv1b8447768b/f701.item,4159,,1682,*,Beata nobis gaudia*,Beata nobis gaudia,,"'15181':19A 'beata':1A,4A,7A 'bibliothèqu':11A 'de':13A 'des':16A 'dom':21B 'département':15A 'franc':14A 'gaudia':3A,6A,9A 'h':20B 'latin':18A 'manuscrit':17A 'national':12A 'nobi':2A,5A,8A 'pari':10A 'pentecost':22B 'v2':23B",139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123631,112,Latin 15181,112,Bibliothèque nationale,F-Pn,Paris,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1682,Dom. Pentecostes,"Pentecost Sunday (also ""Whitsunday"")"
411091,,Beata nobis*,349v,139,123631,008273,http://gallica.bnf.fr/ark:/12148/btv1b8447768b/f706.item,4159,,1734,*,Beata nobis*,Beata nobis,,"'15181':16A '2':19B 'beata':1A,3A,5A 'bibliothèqu':8A 'de':10A 'des':13A 'département':12A 'fer':18B 'franc':11A 'h':17B 'latin':15A 'manuscrit':14A 'national':9A 'nobi':2A,4A,6A 'pari':7A 'pent':20B 'v2':21B",139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123631,112,Latin 15181,112,Bibliothèque nationale,F-Pn,Paris,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1734,Fer. 2 Pent.,Pentecost Monday
413465,,Beata nobis gaudia*,096r,139,123632,008273,http://gallica.bnf.fr/ark:/12148/btv1b8447769r/f213.image,4159,,1578,*,,,,"'15182':13A 'beata':1A 'bibliothèqu':5A 'de':7A,15B 'des':10A 'département':9A 'franc':8A 'gaudia':3A 'h':14B 'latin':12A 'manuscrit':11A 'national':6A 'nobi':2A 'pari':4A 'trinit':16B 'v2':17B",139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123632,112,Latin 15182,112,Bibliothèque nationale,F-Pn,Paris,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1578,De Trinitate,Trinity Sunday
415267,,Beata progenies*,351v,122,123632,001572,http://gallica.bnf.fr/ark:/12148/btv1b8447769r/f704.image,4159,M,1955,*,,,,'15182':12A '8':16B 'beata':1A 'bibliothèqu':4A 'de':6A 'des':9A 'département':8A 'franc':7A 'latin':11A 'manuscrit':10A 'maria':15B 'national':5A 'nativita':14B 'pari':3A 'progeni':2A 'v2':17B,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123632,112,Latin 15182,112,Bibliothèque nationale,F-Pn,Paris,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1955,"Nativitas Mariae,8",In week after Birthday of Mary
415269,,Beata progenies*,351v,122,123632,001572,http://gallica.bnf.fr/ark:/12148/btv1b8447769r/f704.image,4159,M,1955,*,,,,'15182':12A '8':16B 'beata':1A 'bibliothèqu':4A 'de':6A 'des':9A 'département':8A 'franc':7A 'latin':11A 'manuscrit':10A 'maria':15B 'national':5A 'nativita':14B 'pari':3A 'progeni':2A 'v2':17B,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123632,112,Latin 15182,112,Bibliothèque nationale,F-Pn,Paris,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1955,"Nativitas Mariae,8",In week after Birthday of Mary
415275,,Beata genetrix*,351v,122,123632,001563,http://gallica.bnf.fr/ark:/12148/btv1b8447769r/f704.image,4159,M,1955,*,,,,'15182':12A '8':16B 'beata':1A 'bibliothèqu':4A 'de':6A 'des':9A 'département':8A 'franc':7A 'genetrix':2A 'latin':11A 'manuscrit':10A 'maria':15B 'national':5A 'nativita':14B 'pari':3A 'v2':17B,122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123632,112,Latin 15182,112,Bibliothèque nationale,F-Pn,Paris,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1955,"Nativitas Mariae,8",In week after Birthday of Mary
457378,,Beata es Maria*,134,122,123717,001565,http://www.e-codices.unifr.ch/en/csg/0390/134,4159,3,2211,*,Beata es Maria*,Beata es maria. Beatus vir,,"'390':15A 'annuntiatio':17B 'beata':1A,4A,9A 'beatus':7A 'es':2A,5A,10A 'gallen':13A 'maria':3A,6A,11A,18B 'sankt':12A 'stiftsbibliothek':14A 'v2':19B 'vir':8A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123717,49,390,49,Stiftsbibliothek,CH-SGs,Sankt-Gallen,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2211,Annuntiatio Mariae,Annunciation of Mary (Lady Day)
457379,,Beatam me dicent*,134,122,123717,001574,http://www.e-codices.unifr.ch/en/csg/0390/134,4159,4,2211,*,Beatam me dicent*,Beatam me dicent. Laudate pueri,,"'390':15A 'annuntiatio':17B 'beatam':1A,4A,9A 'dicent':3A,6A,11A 'gallen':13A 'laudat':7A 'maria':18B 'pueri':8A 'sankt':12A 'stiftsbibliothek':14A 'v2':19B",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123717,49,390,49,Stiftsbibliothek,CH-SGs,Sankt-Gallen,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2211,Annuntiatio Mariae,Annunciation of Mary (Lady Day)
459288,,Beata es virgo Maria*,105,156,123718,006165,http://www.e-codices.unifr.ch/en/csg/0391/105,4159,,2439,*,Beata es virgo Maria*,Beata es virgo maria,,"'391':16A 'assumptio':18B 'beata':1A,5A,9A 'es':2A,6A,10A 'gallen':14A 'maria':4A,8A,12A,19B 'r':17B 'sankt':13A 'stiftsbibliothek':15A 'v2':20B 'virgo':3A,7A,11A",156,2023-06-07 20:15:20.410148+00,2023-06-07 20:15:20.410152+00,,,R,Responsory,Office,123718,49,391,49,Stiftsbibliothek,CH-SGs,Sankt-Gallen,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2439,Assumptio Mariae,Assumption of Mary
472338,,Beata es Maria*,141,122,123750,001565,http://www.e-codices.unifr.ch/en/csg/0388/141/medium,4159,3,2211,*,Beata es Maria*,Beata es maria,,"'388':13A 'annuntiatio':15B 'beata':1A,4A,7A 'es':2A,5A,8A 'gallen':11A 'maria':3A,6A,9A,16B 'sankt':10A 'stiftsbibliothek':12A 'v2':17B",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123750,49,388,49,Stiftsbibliothek,CH-SGs,Sankt-Gallen,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2211,Annuntiatio Mariae,Annunciation of Mary (Lady Day)
472339,,Beatam me dicent*,141,122,123750,001574,http://www.e-codices.unifr.ch/en/csg/0388/141/medium,4159,4,2211,*,Beatam me dicent*,Beatam me dicent,,"'388':13A 'annuntiatio':15B 'beatam':1A,4A,7A 'dicent':3A,6A,9A 'gallen':11A 'maria':16B 'sankt':10A 'stiftsbibliothek':12A 'v2':17B",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123750,49,388,49,Stiftsbibliothek,CH-SGs,Sankt-Gallen,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2211,Annuntiatio Mariae,Annunciation of Mary (Lady Day)
474180,,Beata es virgo Maria*,296,156,123750,006165,http://www.e-codices.unifr.ch/en/csg/0388/296/medium,4159,,2439,*,Beata es virgo Maria*,Beata es virgo maria,,"'388':16A 'assumptio':18B 'beata':1A,5A,9A 'es':2A,6A,10A 'gallen':14A 'maria':4A,8A,12A,19B 'r':17B 'sankt':13A 'stiftsbibliothek':15A 'v2':20B 'virgo':3A,7A,11A",156,2023-06-07 20:15:20.410148+00,2023-06-07 20:15:20.410152+00,,,R,Responsory,Office,123750,49,388,49,Stiftsbibliothek,CH-SGs,Sankt-Gallen,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,2439,Assumptio Mariae,Assumption of Mary
490378,,Beata nobis*,369v,139,123640,008273,,4159,,1682,*,,,,'149':6A 'beata':1A 'bibliothèqu':4A 'dom':8B 'h':7B 'municipal':5A 'nobi':2A 'pentecost':9B 'tour':3A 'v2':10B,139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123640,117,149,117,Bibliothèque municipale,F-TOm,Tours,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1682,Dom. Pentecostes,"Pentecost Sunday (also ""Whitsunday"")"
514762,,Beatam*,020,122,123646,001574,,4159,M,1721,*,Beatam*,Beatam,,"'1247':10A '2':14B '4':16B 'adv':17B 'beatam':1A,2A,3A 'cathedr':5A 'f.160':8A 'facsimil':11A 'fer':13B 'hebd':15B 'librari':7A 'music':6A 'olim':9A 'v2':18B 'worcest':4A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123646,134,F.160 (olim 1247) (facsimile),134,Cathedral - Music Library,GB-WO,Worcester,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1721,Fer. 2 Hebd. 4 Adv.,"Monday, 4th week, Advent"
514803,,Beatam*,020,122,123646,001574,,4159,M,1721,*,Beatam*,Beatam,,"'1247':10A '2':14B '4':16B 'adv':17B 'beatam':1A,2A,3A 'cathedr':5A 'f.160':8A 'facsimil':11A 'fer':13B 'hebd':15B 'librari':7A 'music':6A 'olim':9A 'v2':18B 'worcest':4A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123646,134,F.160 (olim 1247) (facsimile),134,Cathedral - Music Library,GB-WO,Worcester,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1721,Fer. 2 Hebd. 4 Adv.,"Monday, 4th week, Advent"
514856,,Beatam me dicent*,021,122,123646,001574,,4159,M,1721,*,Beatam me dicent*,Beatam me dicent,,"'1247':16A '2':20B '4':22B 'adv':23B 'beatam':1A,4A,7A 'cathedr':11A 'dicent':3A,6A,9A 'f.160':14A 'facsimil':17A 'fer':19B 'hebd':21B 'librari':13A 'music':12A 'olim':15A 'v2':24B 'worcest':10A",122,2023-06-07 20:15:20.358231+00,2023-06-07 20:15:20.358245+00,,,A,Antiphon,Office,123646,134,F.160 (olim 1247) (facsimile),134,Cathedral - Music Library,GB-WO,Worcester,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1721,Fer. 2 Hebd. 4 Adv.,"Monday, 4th week, Advent"
517443,,Beata nobis*,154,139,123646,008273,,4159,,1682,*,Beata nobis*,Beata nobis,,"'1247':13A 'beata':1A,3A,5A 'cathedr':8A 'dom':16B 'f.160':11A 'facsimil':14A 'h':15B 'librari':10A 'music':9A 'nobi':2A,4A,6A 'olim':12A 'pentecost':17B 'v2':18B 'worcest':7A",139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123646,134,F.160 (olim 1247) (facsimile),134,Cathedral - Music Library,GB-WO,Worcester,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1682,Dom. Pentecostes,"Pentecost Sunday (also ""Whitsunday"")"
517469,,Beata nobis*,155,139,123646,008273,,4159,,1734,*,Beata nobis*,Beata nobis,,"'1247':13A '2':17B 'beata':1A,3A,5A 'cathedr':8A 'f.160':11A 'facsimil':14A 'fer':16B 'h':15B 'librari':10A 'music':9A 'nobi':2A,4A,6A 'olim':12A 'pent':18B 'v2':19B 'worcest':7A",139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123646,134,F.160 (olim 1247) (facsimile),134,Cathedral - Music Library,GB-WO,Worcester,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1734,Fer. 2 Pent.,Pentecost Monday
517489,,Beata nobis*,157,139,123646,008273,,4159,,1794,*,Beata nobis*,Beata nobis,,"'1247':13A '4':17B 'beata':1A,3A,5A 'cathedr':8A 'f.160':11A 'facsimil':14A 'fer':16B 'h':15B 'librari':10A 'music':9A 'nobi':2A,4A,6A 'olim':12A 'pent':18B 'v2':19B 'worcest':7A",139,2023-06-07 20:15:20.386855+00,2023-06-07 20:15:20.386859+00,,,H,Hymn,Office,123646,134,F.160 (olim 1247) (facsimile),134,Cathedral - Music Library,GB-WO,Worcester,4159,2020-06-18 19:20:24.084+00,2020-06-18 19:20:24.085+00,,,V2,Second Vespers,1794,Fer. 4 Pent.,Pentecost Wednesday
