id,title,shelfmark,siglum
706711,"Averbode, Norbertijnenabdij, IV.413",IV.413,B-AVna
588309,"Dendermonde, Sint-Pieters-en Paulusabdij, ms. 9",ms. 9,B-DEa
702611,"Gent, Universiteitsbibliotheek, Hs BKT.006 (""Tsgrooten Antiphoner"")","Hs BKT.006 (""Tsgrooten Antiphoner"")",B-Gu
123754,"Tongeren, Onze-Lieve-Vrouw-Kerk (Our Lady's Church), 152",152,B-TOb
123664,"Tongeren, Onze-Lieve-Vrouw-Kerk (Our Lady's Church), 63 (olim V)",63 (olim V),B-TOb
123665,"Tongeren, Onze-Lieve-Vrouw-Kerk (Our Lady's Church), 64 (olim IV)",64 (olim IV),B-TOb
123723,"Halifax (Canada), St. Mary’s University - Patrick Power Library, M2149.L4 1554",M2149.L4 1554,CDN-Hsmu
710654,"London (ON), University of Western Ontario - Archives and Research Collections Centre (ARCC), no shelf-mark yet",no shelf-mark yet,CDN-Lu
693577,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0093",MS Medieval 0093,CDN-Mlr
676545,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0111",MS Medieval 0111,CDN-Mlr
678936,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0234",MS Medieval 0234,CDN-Mlr
666846,"Ottawa, Carleton University - MacOdrum Library - Archives and Research Collection, ms. 1",ms. 1,CDN-Oc
666847,"Ottawa, Carleton University - MacOdrum Library - Archives and Research Collection, ms. 2",ms. 2,CDN-Oc
687359,"Quebec, Séminaire de Québec, Le Paroissien Noté",Le Paroissien Noté,CDN-Qsl
694888,"Toronto, University of Toronto - Thomas Fisher Rare Book Library, MSS 09700",MSS 09700,CDN-Ttfl
706646,"Toronto, Faculty of Music Library, musi MSS 0019",musi MSS 0019,CDN-Tu
700992,"Winnipeg (Manitoba), University of Manitoba Libraries - The Dysart Memorial Collection, MS 1",MS 1,CDN-W
589057,"Waterloo, Wilfrid Laurier University Library, M2142.L2 N6 RB88",M2142.L2 N6 RB88,CDN-WAwlul
710973,"Bourg-Saint-Pierre, Hospice du Grand-Saint-Bernard - Bibliothèque, MS 7",MS 7,CH-BSPh
710710,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 74",Cod. Bodmer 74,CH-CObodmer
123606,"Einsiedeln, Stiftsbibliothek, 611",611,CH-E
666647,"Einsiedeln, Stiftsbibliothek, Codex 121",Codex 121,CH-E
1000101,"Engelberg, Stiftsbibliothek, 1003",1003,CH-EN
1000091,"Engelberg, Stiftsbibliothek, 102",102,CH-EN
1000080,"Engelberg, Stiftsbibliothek, 314",314,CH-EN
123725,"Engelberg, Benediktinerkloster - Stiftsbibliothek, Cod. 103",Cod. 103,CH-ENstb
123672,"Fribourg, Bibliothèque des Cordeliers, Ms. 2",Ms. 2,CH-Fco
675783,"Fribourg, Bibliothèque des Cordeliers, Ms. 9",Ms. 9,CH-Fco
638308,"Porrentruy, Bibliothèque cantonale jurassienne, 18",18,CH-P
123750,"Sankt-Gallen, Stiftsbibliothek, 388",388,CH-SGs
123717,"Sankt-Gallen, Stiftsbibliothek, 390",390,CH-SGs
123718,"Sankt-Gallen, Stiftsbibliothek, 391",391,CH-SGs
672485,"Sankt-Gallen, Stiftsbibliothek, Cod. Sang. 359",Cod. Sang. 359,CH-SGs
123731,"Zürich, Zentralbibliothek, Rh. 80",Rh. 80,CH-Zz
123760,"Brno, Moravská zemská knihovna v Brně, Rajhrad 387",Rajhrad 387,CZ-Bu
123746,"Hradec Králové, Muzeum Východních Čech v Hradci Králové, Antiphonary II A 1",Antiphonary II A 1,CZ-HKm
649450,"Prague, Strahovská knihovna (Library of the Royal Canonry of Premonstratensians at Strahov), DE I 7",DE I 7,CZ-Pst
706031,"Prague, Národní knihovna České republiky (National Library), I G 17",I G 17,CZ-Pu
1000107,,VI G 10a,CZ-Pu
123727,"Prague, Národní knihovna České republiky (National Library), VI.E.4c",VI.E.4c,CZ-Pu
1000126,,VII G 16,CZ-Pu
1000005,"Prague, University Library, XI C 3",XI C 3,CZ-Pu
588729,"Prague, University Library, XI C 3",XI C 3,CZ-Pu
123735,"Prague, Národní knihovna České republiky (National Library), XIII.C.4",XIII.C.4,CZ-Pu
123730,"Prague, Národní knihovna České republiky (National Library), XIV.B.13",XIV.B.13,CZ-Pu
123714,"Aachen (Aix-la-Chapelle), Domarchiv, G 20",G 20,D-AAm
123688,"Berlin, Staatsbibliothek Preussischer Kulturbesitz, Mus. 40047",Mus. 40047,D-B
713701,"Berlin, Staatsbibliothek Preussischer Kulturbesitz, Mus. ms. 40 222",Mus. ms. 40 222,D-B
123594,"Bamberg, Staatsbibliothek, Msc.Lit.25 (olim Ed.IV.11)",Msc.Lit.25 (olim Ed.IV.11),D-BAs
588716,"Bamberg, Staatsbibliothek, Msc.Lit.27",Msc.Lit.27,D-BAs
123685,"Fulda, Hessische Landesbibliothek, Aa 55",Aa 55,D-FUl
682632,"Göttingen, Stadtarchiv, AB III 9",AB III 9,D-Gsta
123612,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, Aug. LX",Aug. LX,D-KA
601861,"Köln, Erzbischöfliche Diözesan- und Dombibliothek, 1161",1161,D-KNd
123741,"Köln, Erzbischöfliche Diözesan- und Dombibliothek, 215",215,D-KNd
641834,"Leipzig, Universitätsbibliothek, Rep. I 93",Rep. I 93,D-LEu
123620,"Mainz, Bischöfliches Dom- und Diözesanmuseum, A",A,D-MZb
123621,"Mainz, Bischöfliches Dom- und Diözesanmuseum, B",B,D-MZb
123622,"Mainz, Bischöfliches Dom- und Diözesanmuseum, C",C,D-MZb
123623,"Mainz, Bischöfliches Dom- und Diözesanmuseum, D",D,D-MZb
123624,"Mainz, Bischöfliches Dom- und Diözesanmuseum, E",E,D-MZb
123673,"München, Franziskanerkloster St. Anna - Bibliothek, 12o Cmm 1",12o Cmm 1,D-Ma
123770,"München, Bayerische Staatsbibliothek, Clm 19162",Clm 19162,D-Mbs
123681,"München, Bayerische Staatsbibliothek, Clm 4303",Clm 4303,D-Mbs
123682,"München, Bayerische Staatsbibliothek, Clm 4304",Clm 4304,D-Mbs
123683,"München, Bayerische Staatsbibliothek, Clm 4305",Clm 4305,D-Mbs
123684,"München, Bayerische Staatsbibliothek, Clm 4306",Clm 4306,D-Mbs
1000094,"Munich, Bayerische Staatsbibliothek, Clm. 5539",Clm. 5539,D-Mbs
1000082,"Stuttgart, Württembergische Landesbibliothek, HB I, Asc. 95","HB I, Asc. 95",D-Sl
123637,"Stuttgart, Württembergische Landesbibliothek, HB.I.55",HB.I.55,D-Sl
123757,"Trier, Bistumsarchiv, Abt. 95, Nr. 5","Abt. 95, Nr. 5",D-TRb
651162,"Trier, Stadtbibliothek Weberbach, 1245 / 597 (original)",1245 / 597 (original),D-TRs
662398,"Trier, Stadtbibliothek Weberbach, 1245 / 597 (revised)",1245 / 597 (revised),D-TRs
123716,"Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 28 Helmst. (Heinemann-Nr. 31)",Cod. Guelf. 28 Helmst. (Heinemann-Nr. 31),D-W
123715,"Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 29 Helmst. (Heinemann-Nr. 32)",Cod. Guelf. 29 Helmst. (Heinemann-Nr. 32),D-W
588308,"Wiesbaden, Hochschul- und Landesbibliothek RheinMain, 2 (Riesencodex)",2 (Riesencodex),D-WIl
123690,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [02] II",Gl. Kgl. S. 3449 8o [02] II,DK-Kk
123691,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [03] III",Gl. Kgl. S. 3449 8o [03] III,DK-Kk
123692,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [04] IV",Gl. Kgl. S. 3449 8o [04] IV,DK-Kk
123693,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [05] V",Gl. Kgl. S. 3449 8o [05] V,DK-Kk
123694,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [06] VI",Gl. Kgl. S. 3449 8o [06] VI,DK-Kk
123695,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [07] VII",Gl. Kgl. S. 3449 8o [07] VII,DK-Kk
123696,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [08] VIII",Gl. Kgl. S. 3449 8o [08] VIII,DK-Kk
123697,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [09] IX",Gl. Kgl. S. 3449 8o [09] IX,DK-Kk
123698,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [10] X",Gl. Kgl. S. 3449 8o [10] X,DK-Kk
123699,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [11] XI",Gl. Kgl. S. 3449 8o [11] XI,DK-Kk
123700,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [12] XII",Gl. Kgl. S. 3449 8o [12] XII,DK-Kk
123701,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [13] XIII",Gl. Kgl. S. 3449 8o [13] XIII,DK-Kk
123702,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [14] XIV",Gl. Kgl. S. 3449 8o [14] XIV,DK-Kk
123703,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [15] XV",Gl. Kgl. S. 3449 8o [15] XV,DK-Kk
123704,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [16] XVI",Gl. Kgl. S. 3449 8o [16] XVI,DK-Kk
123705,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [17] XVII",Gl. Kgl. S. 3449 8o [17] XVII,DK-Kk
123689,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [01] I","Gl. Kgl. S. 3449, 8o [01] I",DK-Kk
123650,"Salamanca, Catedral - Archivo Musical, 6",6,E-SA
123651,"Salamanca, Catedral - Archivo Musical, 7",7,E-SA
123652,"Salamanca, Catedral - Archivo Musical, 8",8,E-SA
123638,"Toledo, Catedral - Archivo y Biblioteca Capitulares, 44.1",44.1,E-Tc
123639,"Toledo, Catedral - Archivo y Biblioteca Capitulares, 44.2",44.2,E-Tc
1000014,"Zamora, Archivo Histórico Provincial de Zamora, AHP 'Book 1'",AHP 'Book 1',E-ZAahp
123679,"Albi, Bibliothèque municipale Rochegude, 44",44,F-AI
123593,"Arras, Mediathèque de l'Abbaye Saint-Vaast, 465 (CGM 893)",465 (CGM 893),F-AS
123601,"Cambrai, Bibliothèque municipale, 38 (olim 40)",38 (olim 40),F-CA
123602,"Cambrai, Bibliothèque municipale, Impr. XVI C 4",Impr. XVI C 4,F-CA
672072,"Grenoble, Bibliothèque Municipale, ms. 867 (91)",ms. 867 (91),F-G
1000011,"Orléans, Bibliothèque municipale, Ms. 64 (61)",Ms. 64 (61),F-O
675815,"Paris, Bibliothèque Nationale de France, 12054",12054,F-Pn
123663,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1085",Latin 1085,F-Pn
123627,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1090",Latin 1090,F-Pn
676377,"Paris, Bibliothèque nationale de France - Département des manuscrits, Latin 1112",Latin 1112,F-Pn
123628,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 12044",Latin 12044,F-Pn
123629,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1240",Latin 1240,F-Pn
123630,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 12601",Latin 12601,F-Pn
123631,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 15181",Latin 15181,F-Pn
123632,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 15182",Latin 15182,F-Pn
664930,"Paris, Bibliothèque Nationale de France, Latin 776",Latin 776,F-Pn
666639,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 776",Latin 776,F-Pn
674721,"Paris, Bibliothèque Nationale de France, Latin 8884",Latin 8884,F-Pn
672486,"Paris, Bibliothèque nationale de France - Département des manuscrits, Latin 943",Latin 943,F-Pn
666487,"Paris, Bibliothèque nationale de France, Ms. lat. 776  (olim Colbert 873 ; Regius 3661)",Ms. lat. 776  (olim Colbert 873 ; Regius 3661),F-Pn
123677,"Paris, Bibliothèque nationale de France - Département des manuscrits, NAL 1411",NAL 1411,F-Pn
123678,"Paris, Bibliothèque nationale de France - Département des Manuscrits, NAL 1412",NAL 1412,F-Pn
123633,"Paris, Bibliothèque nationale de France - Département des Manuscrits, NAL 1535",NAL 1535,F-Pn
698765,"Paris, Bibliothèque nationale de France, NAL 2318, ff. 79-80","NAL 2318, ff. 79-80",F-Pn
123662,"Rouen, Bibliothèque municipale, 248 (olim  A. 339)",248 (olim  A. 339),F-R
620437,"Solesmes, Abbaye de Saint-Pierre, 596 (The Wilton Processional)",596 (The Wilton Processional),F-SO
123747,"Troyes, Bibliothèque municipale, 571",571,F-T
123640,"Tours, Bibliothèque municipale, 149",149,F-TOm
123642,"Valenciennes, Bibliothèque municipale, 114",114,F-VAL
714807,"Helsinki, National Library, F.m.I.17",F.m.I.17,FIN-Hy
1000012,"Helsinki, National Library, F.m.I.86",F.m.I.86,FIN-Hy
714693,"Helsinki, National Library, F.m.IV.132",F.m.IV.132,FIN-Hy
711223,"Helsinki, National Library, MS A.ö.II.41",MS A.ö.II.41,FIN-Hy
123592,"Aberystwyth, Llyfrgell Genedlaethol Cymru (National Library of Wales), 20541 E",20541 E,GB-AB
674988,"Cambridge, Corpus Christi College, MS. 146",MS. 146,GB-Ccc
1000017,"Cambridge, Fitzwilliam Museum, MS 369",MS 369,GB-Cfm
123603,"Cambridge, University Library, Mm.ii.9",Mm.ii.9,GB-Cu
637892,"London, British Library, Additional 23935",Additional 23935,GB-Lbl
673643,"London, British Library, Additional Collection, MS. 57337","Additional Collection, MS. 57337",GB-Lbl
1000015,"London, British Library, Additional MSS 43405 and 43406",Additional MSS 43405 and 43406,GB-Lbl
123668,"London, British Library, printed book IB.6753 (Augsburg Antiphoner 1495, olim AA Impr. 1495)","printed book IB.6753 (Augsburg Antiphoner 1495, olim AA Impr. 1495)",GB-Lbl
712829,"Newcastle upon Tyne, Philip Robinson Library, ROB405",ROB405,GB-NTu
123687,"Oxford, Bodleian Library, MS. Canon. Liturg. 202",MS. Canon. Liturg. 202,GB-Ob
680956,"Oxford, Bodleian Library, MS. Lat. liturg. b. 14",MS. Lat. liturg. b. 14,GB-Ob
709880,"Oxford, Bodleian Library, MS. Lat. liturg. e. 13",MS. Lat. liturg. e. 13,GB-Ob
123707,"Oxford, Bodleian Library, MS. Laud Misc. 284",MS. Laud Misc. 284,GB-Ob
123646,"Worcester, Cathedral - Music Library, F.160 (olim 1247) (facsimile)",F.160 (olim 1247) (facsimile),GB-WO
123647,"Worcester, Cathedral - Music Library, F.160 (olim 1247) (with hymnal)",F.160 (olim 1247) (with hymnal),GB-WO
123597,"Budapest, Egyetemi Könyvtár (University Library), lat. 118",lat. 118,H-Bu
123598,"Budapest, Egyetemi Könyvtár (University Library), lat. 119",lat. 119,H-Bu
123599,"Budapest, Egyetemi Könyvtár (University Library), lat. 121",lat. 121,H-Bu
123600,"Budapest, Egyetemi Könyvtár (University Library), lat. 122",lat. 122,H-Bu
123737,"Dubrovnik, Franjevacki samostan, Codex Badija III",Codex Badija III,HR-Dsmbb
123738,"Dubrovnik, Franjevacki samostan, Codex Badija V",Codex Badija V,HR-Dsmbb
123739,"Dubrovnik, Franjevacki samostan, Codex Badija X",Codex Badija X,HR-Dsmbb
123740,"Dubrovnik, Franjevacki samostan, Codex Badija XI",Codex Badija XI,HR-Dsmbb
123719,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. C Nr. 4",Cod. C Nr. 4,HR-Hf
123720,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. D Nr. 5",Cod. D Nr. 5,HR-Hf
123721,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. E Nr. 3",Cod. E Nr. 3,HR-Hf
123722,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. F Nr. 6",Cod. F Nr. 6,HR-Hf
691025,"Zagreb, Metropolitanska Knjižnica, MR 72",MR 72,HR-Zmk
123666,"Aosta, Seminario Maggiore - Biblioteca, 6",6,I-AO
1000078,"Aosta, Biblioteca del Seminario Maggiore, Cod. 11",Cod. 11,I-AO
1000079,"Aosta, Biblioteca del Seminario Maggiore, Cod. 13",Cod. 13,I-AO
123670,"Assisi, Biblioteca Comunale, 693",693,I-Ac
123669,"Assisi, Biblioteca Comunale, 694",694,I-Ac
123675,"Assisi, Cattedrale San Rufino - Archivio e Biblioteca, 5",5,I-Ad
123595,"Benevento, Biblioteca capitolare, V 19",V 19,I-BV
123596,"Benevento, Biblioteca capitolare, V 20",V 20,I-BV
1000077,"Cividale, Museo Archeologico Nazionale, LVI",LVI,I-CFm
123604,"Chiavenna, Tesoro della Collegiata di S. Lorenzo - Museo Capitolare, s.c.",s.c.,I-CHV
123607,"Firenze (Florence), Arcivescovado - Biblioteca, s.c.",s.c.,I-Far
123608,"Firenze (Florence), Biblioteca Medicea-Laurenziana, Conv. sopp. 560",Conv. sopp. 560,I-Fl
123680,"Lucca, Biblioteca Capitolare Feliniana e Biblioteca Arcivescovile, 601",601,I-Lc
671867,"Lucca, Biblioteca Arcivescovile, MS 5",MS 5,I-Lcr
123625,"Montecassino, Monumento Nazionale di Montecassino - Biblioteca, 542",542,I-MC
123626,"Monza, Biblioteca capitolare, 15/79",15/79,I-MZ
712326,"Naples, Biblioteca Nazionale Vittorio Emanuele III, VI.g.38",VI.g.38,I-Nn
712790,"Naples, Biblioteca Nazionale Vittorio Emanuele III, XVI AA 39",XVI AA 39,I-Nn
123674,"Naples, Biblioteca Nazionale Vittorio Emanuele III, vi. E. 20",vi. E. 20,I-Nn
123634,"Piacenza, Archivio e Biblioteca Capitolare della Cattedrale, cod. 65",cod. 65,I-PCd
690764,"Padova, Biblioteca Capitolare, B16*",B16*,I-Pc
672573,"Padova, Biblioteca Capitolare, MS C.55",MS C.55,I-Pc
674599,"Rome, Santa Sabina - Archivum Generale Ordinis Praedicatorum, XIV L1",XIV L1,I-Rss
123755,"Rome, Santa Sabina - Archivum Generale Ordinis Praedicatorum, XIV L1 (""Humbert"" codex)","XIV L1 (""Humbert"" codex)",I-Rss
123635,"Roma, Biblioteca Vallicelliana, C.5",C.5,I-Rv
701804,"Schio, Biblioteca Civica, cod. 10 (E)",cod. 10 (E),I-SCHc
674494,"Udine, Biblioteca del Seminario Arcivescovile, Codice 7",Codice 7,I-UDs
123766,"Vercelli, Biblioteca Capitolare, CLXX",CLXX,I-VCd
123758,"Vercelli, Biblioteca Capitolare, LXII",LXII,I-VCd
123763,"Vercelli, Biblioteca Capitolare, LXIV",LXIV,I-VCd
123762,"Vercelli, Biblioteca Capitolare, LXX",LXX,I-VCd
123765,"Vercelli, Biblioteca Capitolare, LXXIX",LXXIX,I-VCd
123764,"Vercelli, Biblioteca Capitolare, XXXVII",XXXVII,I-VCd
689850,"Venezia, Biblioteca della Fondazione Ugo e Olga Levi “Gianni Milner”, CF D 21",CF D 21,I-Vlevi
1000035,"Venezia, Biblioteca Nazionale Marciana, RARI VEN. 709",RARI VEN. 709,I-Vnm
1000037,"Venezia, Biblioteca Nazionale Marciana, Rari Ven. 710-713",Rari Ven. 710-713,I-Vnm
1000036,"Venezia, Biblioteca Nazionale Marciana, Rari Ven. 711",Rari Ven. 711,I-Vnm
1000104,Trinity College Dublin,78,IRL-Dtc
123657,"Den Haag, Koninklije Bibliotheek, 70 E 4",70 E 4,NL-DHk
666893,"Den Haag, Koninklije Bibliotheek, 76 E 18",76 E 18,NL-DHk
123641,"Utrecht, Universiteitsbibliotheek, Ms. 406 (shelfmark 3 J 7)",Ms. 406 (shelfmark 3 J 7),NL-Uu
123648,"Zutphen, Stadsarchief en Stedelijke Bibliotheek, 6",6,NL-ZUa
599679,"Wellington (New Zealand), The Alexander Turnbull Library - Rare Books, MSR-03",MSR-03,NZ-Wt
123726,"Braga, Biblioteca Pública, 1",1,P-BRp
123734,"Braga, Biblioteca Pública, ADB 949 (Braga Codex)",ADB 949 (Braga Codex),P-BRp
123732,"Braga, Arquivo da Sé, 18",18,P-BRs
123728,"Braga, Arquivo da Sé, 23",23,P-BRs
123752,"Braga, Arquivo da Sé, Antiphoner from the Cathedral of Braga, nº32","Antiphoner from the Cathedral of Braga, nº32",P-BRs
123749,"Coimbra, Biblioteca Geral da Universidade, MM45",MM45,P-Cug
123729,"Lamego, Arquivo da Sé, 1084 4-b",1084 4-b,P-LA
123591,"Porto, Biblioteca Municipal, 1151",1151,P-Pm
123736,"Kielce, Biblioteka Kapituły Katedralnej, Ms. 1",Ms. 1,PL-KIk
123686,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.1 (rkp. Perg. 12)",Ms.1 (rkp. Perg. 12),PL-Kkar
123708,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.2 (rkp. Perg. 14)",Ms.2 (rkp. Perg. 14),PL-Kkar
123709,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.3 (rkp. Perg. 15)",Ms.3 (rkp. Perg. 15),PL-Kkar
123710,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)",Ms.4 (rkp. Perg. 20),PL-Kkar
123711,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.5 (rkp. Perg. 13)",Ms.5 (rkp. Perg. 13),PL-Kkar
589069,"Wroclaw, Biblioteka Uniwersytecka, I F 401",I F 401,PL-WRu
123756,"Wroclaw, Biblioteka Uniwersytecka, Ms. R 503",Ms. R 503,PL-WRu
123712,"Wrocław, Zakład Narodowy im. Ossolińskich - Biblioteka, Rkp. 12025/IV",Rkp. 12025/IV,PL-WRzno
1000069,"Umeå, University Library, Ink. 4",Ink. 4,S-UMsdl
123618,"Ljubljana, Nadškofijski arhiv (Archiepiscopal Archives), 18 (olim 17)",18 (olim 17),SI-Lna
123659,"Ljubljana, Nadškofijski arhiv (Archiepiscopal Archives), 19 (olim 18)",19 (olim 18),SI-Lna
123742,"Bratislava, Archív hlavného mesta SR Bratislavy, EC Lad. 4, ba (Bratislava Antiphonary IIb)","EC Lad. 4, ba (Bratislava Antiphonary IIb)",SK-BRm
1000040,"New Taipei City, Fu Jen University, Book 1, Test - Chinese Catholic Plainchant","Book 1, Test - Chinese Catholic Plainchant",T-NTCfj
123706,"Istanbul, Topkapı Sarayı Müzesi, Deissmann 42",Deissmann 42,TR-Itks
709973,"Austin, Harry Ransom Center, 21",21,US-AUS
673035,"Austin, Harry Ransom Center, HRC 13",HRC 13,US-AUS
710075,"Austin, Harry Ransom Center, HRC 145",HRC 145,US-AUS
702358,"Baltimore, Walters Art Museum, W 759",W 759,US-BAw
702359,"Baltimore, Walters Art Museum, W 760",W 760,US-BAw
588733,"Bryn Mawr, Bryn Mawr College Special Collection, 50",50,US-BM
656252,"Chestnut Hill (MA), Boston College University Libraries - John J. Burns Library, MS.1996.097",MS.1996.097,US-CHNbcbl
669030,"Chicago, Art Institute of Chicago - Mrs. William E. Kelley Collection, 1911.142b",1911.142b,US-Cai
123671,"Chicago, The Newberry Library, 24",24,US-Cn
711199,"Iowa City, University of Iowa Rita Benton Music Library Rare Book Room, M2149.6 1475",M2149.6 1475,US-IO
712836,"Iowa City, University of Iowa Libraries Special Collections and Archives, MSC0542, xMMS.Po1","MSC0542, xMMS.Po1",US-IOspca
699262,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, M2147.C53 1500z",M2147.C53 1500z,US-KClbsc
710152,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, M2149.2 .V4 1629",M2149.2 .V4 1629,US-KClbsc
