id,date_created,date_updated,name,description,feast_code,notes,month,day,prefix,created_by_id,last_updated_by_id
1643,2023-06-07 20:17:22.87996+00,2023-07-17 18:39:40.986836+00,Dom. 5 p. Pascha,5th Sunday after Easter,08061000,,,,08,,
1644,2023-06-07 20:17:23.03147+00,2023-07-17 18:39:40.988047+00,"Dom. 5 p. Pascha,8",In 6th week after Easter,08061008,,,,08,,
1687,2023-06-07 20:17:33.574415+00,2023-07-17 18:39:41.039264+00,"Dom. Resurrect.,8",In week after Easter Sunday,08011008,,,,08,,
1688,2023-06-07 20:17:34.356579+00,2023-07-17 18:39:41.040512+00,Dom. Resurrectionis,Easter Sunday,08011000,,,,08,,
1701,2023-06-07 20:17:37.347003+00,2023-07-17 18:39:41.056678+00,Dominica TP,"Sundays, Eastertide",08001000,,,,08,,
1719,2023-06-07 20:17:56.850886+00,2023-07-17 18:39:41.14779+00,Fer. 2 Hebd. 3 Pasc.,"Monday, 3rd week after Easter",08032000,,,,08,,
1723,2023-06-07 20:17:57.863735+00,2023-07-17 18:39:41.151534+00,Fer. 2 Hebd. 4 Pasc.,"Monday, 4th week after Easter",08042000,,,,08,,
1726,2023-06-07 20:17:58.503141+00,2023-07-17 18:39:41.155113+00,Fer. 2 Hebd. 5 Pasc.,"Monday, 5th week after Easter",08052000,,,,08,,
1732,2023-06-07 20:18:00.094642+00,2023-07-17 18:39:41.163557+00,Fer. 2 p. Oct.Pasch.,"Monday, 2nd week after Easter",08022000,,,,08,,
1733,2023-06-07 20:18:00.447023+00,2023-07-17 18:39:41.164761+00,Fer. 2 p. Pascha,Easter Monday,08012000,,,,08,,
1750,2023-06-07 20:18:04.666561+00,2023-07-17 18:39:41.186374+00,Fer. 3 Hebd. 3 Pasc.,"Tuesday, 3rd week after Easter",08033000,,,,08,,
1753,2023-06-07 20:18:05.548974+00,2023-07-17 18:39:41.190012+00,Fer. 3 Hebd. 4 Pasc.,"Tuesday, 4th week after Easter",08043000,,,,08,,
1755,2023-06-07 20:18:06.174175+00,2023-07-17 18:39:41.193579+00,Fer. 3 Hebd. 5 Pasc.,"Tuesday, 5th week after Easter",08053000,,,,08,,
1761,2023-06-07 20:18:07.754296+00,2023-07-17 18:39:41.202056+00,Fer. 3 p. Oct.Pasch.,"Tuesday, 2nd week after Easter",08023000,,,,08,,
1762,2023-06-07 20:18:08.090749+00,2023-07-17 18:39:41.203251+00,Fer. 3 p. Pascha,Easter Tuesday,08013000,,,,08,,
1780,2023-06-07 20:18:12.467846+00,2023-07-17 18:39:41.223868+00,Fer. 4 Hebd. 3 Pasc.,"Wednesday, 3rd week after Easter",08034000,,,,08,,
1783,2023-06-07 20:18:13.486498+00,2023-07-17 18:39:41.228646+00,Fer. 4 Hebd. 4 Pasc.,"Wednesday, 4th week after Easter",08044000,,,,08,,
1792,2023-06-07 20:18:16.135421+00,2023-07-17 18:39:41.241835+00,Fer. 4 p. Oct.Pasch.,"Wednesday, 2nd week after Easter",08024000,,,,08,,
1793,2023-06-07 20:18:16.492755+00,2023-07-17 18:39:41.243084+00,Fer. 4 p. Pascha,Easter Wednesday,08014000,,,,08,,
1809,2023-06-07 20:23:01.096103+00,2023-07-17 18:39:41.265995+00,Fer. 5 Hebd. 3 Pasc.,"Thursday, 3rd week after Easter",08035000,,,,08,,
1813,2023-06-07 20:23:02.153363+00,2023-07-17 18:39:41.270857+00,Fer. 5 Hebd. 4 Pasc.,"Thursday, 4th week after Easter",08045000,,,,08,,
1815,2023-06-07 20:23:02.748253+00,2023-07-17 18:39:41.274477+00,Fer. 5 Hebd. 5 Pasc.,"Thursday, 5th week after Easter",08055000,,,,08,,
1819,2023-06-07 20:23:04.154218+00,2023-07-17 18:39:41.280519+00,Fer. 5 p. Oct.Pasch.,"Thursday, 2nd week after Easter",08025000,,,,08,,
1820,2023-06-07 20:23:04.507745+00,2023-07-17 18:39:41.281737+00,Fer. 5 p. Pascha,Easter Thursday,08015000,,,,08,,
1835,2023-06-07 20:23:08.663451+00,2023-07-17 18:39:41.299596+00,Fer. 6 Hebd. 3 Pasc.,"Friday, 3rd week after Easter",08036000,,,,08,,
1838,2023-06-07 20:23:09.558644+00,2023-07-17 18:39:41.304351+00,Fer. 6 Hebd. 4 Pasc.,"Friday, 4th week after Easter",08046000,,,,08,,
1840,2023-06-07 20:23:10.151955+00,2023-07-17 18:39:41.307916+00,Fer. 6 Hebd. 5 Pasc.,"Friday, 5th week after Easter",08056000,,,,08,,
1846,2023-06-07 20:23:12.136127+00,2023-07-17 18:39:41.316411+00,Fer. 6 p. Oct.Pasch.,"Friday, 2nd week after Easter",08026000,,,,08,,
1847,2023-06-07 20:23:12.474799+00,2023-07-17 18:39:41.317619+00,Fer. 6 p. Pascha,Easter Friday,08016000,,,,08,,
1860,2023-06-07 20:23:15.090332+00,2023-07-17 18:39:41.333174+00,Feria 2 TP,"Mondays, Eastertide",08002000,,,,08,,
1864,2023-06-07 20:23:15.445088+00,2023-07-17 18:39:41.335561+00,Feria 3 TP,"Tuesdays, Eastertide",08003000,,,,08,,
1867,2023-06-07 20:23:15.658043+00,2023-07-17 18:39:41.336753+00,Feria 4 TP,"Wednesdays, Eastertide",08004000,,,,08,,
1870,2023-06-07 20:23:15.862813+00,2023-07-17 18:39:41.337963+00,Feria 5 TP,"Thursdays, Eastertide",08005000,,,,08,,
1873,2023-06-07 20:23:16.114798+00,2023-07-17 18:39:41.339138+00,Feria 6 TP,"Fridays, Eastertide",08006000,,,,08,,
1877,2023-06-07 20:23:16.803942+00,2023-07-17 18:39:41.342688+00,Festi 9 lectionum TP,Feasts of nine lessons in Eastertide,16014080,,,,16,,
1896,2023-06-07 20:23:29.856643+00,2023-07-17 18:39:41.423002+00,Hebd. 3 p. Pascha,3rd week after Easter,08038000,,,,08,,
1899,2023-06-07 20:23:30.532984+00,2023-07-17 18:39:41.426403+00,Hebd. 4 p. Pascha,4th week after Easter,08048000,,,,08,,
1901,2023-06-07 20:23:30.992204+00,2023-07-17 18:39:41.428627+00,Hebd. 5 p. Pascha,5th week after Easter,08058000,,,,08,,
1902,2023-06-07 20:23:31.147889+00,2023-07-17 18:39:41.429738+00,Hebd. 6 p. Pascha,6th week after Easter,08068000,,,,08,,
1918,2023-06-07 20:23:34.693916+00,2023-07-17 18:39:41.449198+00,Hebd. TP,"Weekdays, Eastertide",08008000,,,,08,,
2237,2023-06-07 20:23:38.971479+00,2023-07-17 18:39:41.475115+00,Hugonis TP,"Hugo, Eastertide",14040980,,4,9,14,,
1893,2023-06-07 20:23:29.24223+00,2023-07-17 18:39:41.485883+00,Hebd. 2 p. Pascha,2nd week after Easter,08028000,,,,08,,
1930,2023-06-07 20:23:43.973633+00,2023-07-17 18:39:41.500242+00,In tempore Paschae,"General, Eastertide",08000000,,,,08,,
1949,2023-06-07 20:24:11.606366+00,2023-07-17 18:39:41.659423+00,Mart. sive Conf. TP,"Common of Martyrs or Confessors, Eastertide",12802300,,,,12,,
1963,2023-06-07 20:24:36.701538+00,2023-07-17 18:39:41.790694+00,Octava Paschae,"Octave of Easter (also ""Dominica in Albis"")",08021000,,,,08,,
1964,2023-06-07 20:24:36.948103+00,2023-07-17 18:39:41.791887+00,"Octava Paschae,8",In 2nd week after Easter,08021008,,,,08,,
1969,2023-06-07 20:24:45.152975+00,2023-07-17 18:39:41.838787+00,Pascha Annotinum,Memorial of past year's Easter,08020100,,,,08,,
1995,2023-06-07 20:25:13.555542+00,2023-07-17 18:39:42.004311+00,Sabb. p. Oct. Pasch.,"Saturday, 2nd week after Easter",08027000,,,,08,,
2096,2023-06-07 20:25:02.953694+00,2023-07-17 18:39:42.007919+00,Purificatio Mariae TP,"Purification of Mary, Eastertide",14020280,,,,14,,
2001,2023-06-07 20:25:14.637546+00,2023-07-17 18:39:42.00912+00,Sabbato 3 p. Pascha,"Saturday, 3rd week after Easter",08037000,,,,08,,
2002,2023-06-07 20:25:14.815805+00,2023-07-17 18:39:42.010319+00,Sabbato 4 p. Pascha,"Saturday, 4th week after Easter",08047000,,,,08,,
2003,2023-06-07 20:25:14.997792+00,2023-07-17 18:39:42.011481+00,Sabbato 5 p. Pascha,"Saturday, 6th week after Easter",08057000,,,,08,,
2008,2023-06-07 20:25:16.604262+00,2023-07-17 18:39:42.018514+00,Sabbato in Albis,Easter Saturday,08017000,,,,08,,
2015,2023-06-07 20:25:19.039138+00,2023-07-17 18:39:42.02807+00,Sabbato TP,"Saturdays, Eastertide",08007000,,,,08,,
2027,2023-06-07 20:25:28.792083+00,2023-07-17 18:39:42.090066+00,Suff. Crucis TP,"Memorial chants for the Holy Cross, Eastertide",15050380,,,,15,,
2035,2023-06-07 20:25:30.231921+00,2023-07-17 18:39:42.099843+00,Suff. Jo. Bapt. TP,"Memorial chants for John the Baptist, Eastertide",15062480,,,,15,,
2046,2023-06-07 20:25:32.90901+00,2023-07-17 18:39:42.104685+00,Suff. Mariae TP,"Memorial chants for Mary, Eastertide",15081580,,,,15,,
2054,2023-06-07 20:25:34.378003+00,2023-07-17 18:39:42.114287+00,Suff. Om. Sanct. TP,"Memorial chants for All Saints, Eastertide",15110180,,,,15,,
2058,2023-06-07 20:25:35.077354+00,2023-07-17 18:39:42.117857+00,Suff. Paschae,Memorial chants for Easter,15811000,,,,15,,
2063,2023-06-07 20:25:36.126964+00,2023-07-17 18:39:42.125009+00,Suff. pro Pace TP,"Memorial chants for peace, Eastertide",15001080,,,,15,,
2068,2023-06-07 20:25:37.130162+00,2023-07-17 18:39:42.132105+00,Suff. un. Mart. TP,"Memorial chants for one Martyr, Eastertide",15006080,,,,15,,
1648,2023-06-07 20:17:23.793768+00,2023-07-17 18:39:42.356775+00,Dom. 6 p. Pascha,6th Sunday after Easter,08071010,,,,08,,
1785,2023-06-07 20:18:14.269109+00,2023-07-17 18:39:42.399606+00,Fer. 4 Hebd. 5 Pasc.,"Wednesday, 5th week after Easter",08054000,,,,08,,
2091,2023-06-07 20:23:40.492906+00,2023-07-17 18:39:42.427245+00,In Dedicat. Eccl. TP,"Dedication of a Church, in Eastertide",12008080,,,,12,,
2021,2023-06-07 20:25:27.527423+00,2023-07-17 18:39:42.477196+00,Suff. Annae TP,"Memorial chants for Anne, Eastertide",15072680,,,,15,,
