id,name,month,day,feast_code,description
4267,BMV ab Exilio,,,15031050,Our Lady of Exile (on the third Sunday after Epiphany)
4180,BMV de Bono Consilio,4,26,14042600,Our Lady of Good Counsel
4181,BMV de Guadalupe,12,12,14121210,Our Lady of Guadalupe
4268,BMV de Monte Carmelo,,,14071610,Our Lady of Mount Carmel
4182,BMV de Perpetuo Succursu,6,27,14062730,Our Lady of Perpetual Help
2314,Baboleni,6,26,14062610,"Babolenus, Abbot"
4601,Babylae,1,24,14012420,"Babylas, Martyr, 12th Bishop of Antioch"
4602,Babylae Pampilonensis,10,30,14103020,"Babylas, Bishop of Pamplona"
2442,Balbinae,8,28,14082850,"Balbina, Virgin Martyr"
2121,Balthildis,1,30,14013010,"Balthildis (Bathildis), Queen"
2315,Barnabae,6,11,14061100,"Barnabas, Apostle"
2443,Bartholomaei,8,24,14082400,"Bartholomew, Apostle"
4566,"Basilicae BMV de Martyribus Ulyssipponensis, in dedicatione",5,13,14051320,"Dedication of the Basilica of Our Lady of the Martyrs, Lisbon"
2316,Basilidis et Soc.,6,12,14061200,"Basilides and Companions, Martyrs"
2122,Basilii,1,2,14010200,"Basil of Ancyra, Martyr"
2317,"Basilii, Doct.",6,14,14061400,"Basil the Great, Doctor"
4608,Bavonis,10,1,14100140,"Bavo (Aldowin, Allowin) of Ghent"
2262,Bedae,5,26,14052600,"The Venerable Bede, Doctor"
4445,Benedictio crucis,,,16048000,Chants for the blessing of the cross
4266,Bernardini Senensis,,,14052010,"Bernardinus degl' Albizzeschi of Siena, Confessor"
4534,"Bernardini Senensis, transl.",5,17,14051710,Moving of relics of Bernardinus degl' Albizzeschi of Siena
4555,Bernwardi Episcopi Hildesheimensis,11,20,14112020,"Bernward, Bishop of Hildesheim"
2188,Blasii,2,3,14020300,"Blaise, Bishop of Sebastea, Martyr"
1496,"Blasii,8",,,14020308,In week after Blaise
4269,Bononii,,,14083010,"Bononius, Abbot, Disciple of Romuald"
4270,Botulphi,,,14061710,"Botulph, Abbot, founder of Ikanhoe monastery"
2665,Caeciliae,11,22,14112200,"Cecilia (Cecily), Virgin Martyr"
1497,"Caeciliae,8",,,14112208,In week after Cecilia
4537,Caesarii Arelatensis,8,27,14082700,"Caesarius, Archbishop of Arles"
2666,"Caesarii, Juliani",11,1,14110130,"Caesarius and Julian, Martyrs"
2588,Callisti,10,14,14101400,"Callistus (Calixtus) I, Pope"
4551,Camilli de Lellis,7,18,14071820,"Camillus de Lellis, Confessor, Founder of the Canons Regular of a Good Death (Infirmis Ministrantium)"
4272,Candidi,,,14120110,"Candidus, Martyr, at Innichen, diocese of Brixen, Tyrol"
2263,Cantiorum,5,31,14053100,"Cantius, Cantianus and Cantianilla, Martyrs"
4273,"Caprasii, Abb.",,,14060110,"Caprasius, Abbot of Lerins"
4275,Castuli,,,14032610,"Castulus, Martyr"
2667,Catharinae,11,25,14112500,"Catherine of Alexandria, Martyr"
4276,Catharinae Bononiensis,,,14030920,"Catharine of Bologna, Poor Clare and mystical writer (canonized 1712)"
4588,Celsi Treverensis,1,4,14010400,"Celsus, Confessor, reputed 5th Bishop of Trier (Treves)"
4589,"Celsi Treverensis, invent.",2,23,14022320,Finding of Celsus of Trier's relics (in 980)
2123,"Celsi, Juliani",1,9,14010900,"Celsus and Julian, Martyrs"
2521,Chlodoaldi,9,7,14090720,"Chlodoaldus (Cloud), Frankish prince"
4526,Chlotildis Regina,6,3,14060310,"Chlothildis (Clotilda, Clotilde), Queen of France"
2445,Clarae,8,12,14081200,"Clare of Assisi, Foundress"
4322,"Clarae, inventio",9,23,14092310,The finding of Clare's relics
4490,"Claudii commentariensis, Symphoriani, Nicostrati et sociorum",7,7,14070740,"Claudius, his sons Felicissimus and Symphorianus, his brother Victorinus, and Castor the brother of the jailer Nicostratus, Roman Martyrs"
2670,Clementis,11,23,14112300,"Clement I, Pope and Martyr"
4463,Clementis Metensis,11,23,14112340,"Clement, first Bishop of Metz"
1498,"Clementis,8",,,14112308,In week after Clement
2522,Cleophae,9,25,14092510,"Cleophas, father of James the Less"
2589,Colomanni,10,13,14101320,"Coloman, Martyr"
2725,Columbae,12,31,14123110,"Columba of Sens, Virgin Martyr"
2671,Columbani,11,23,14112330,"Columbanus (Columban), Abbot"
1500,Comm. Apostolorum,,,12001000,Common of Apostles
1501,Comm. Apostolorum TP,,,12801000,"Common of Apostles, Eastertide"
1502,Comm. Apostolorum TQ,,,12701000,"Common of Apostles, Lent"
2109,Comm. Apostolorum et Evangelistarum,,,12019000,Common of Apostles and Evangelists
1499,Comm. Apostolorum post Septuagesima,,,12601000,"Common of Apostles, after Septuagesima"
1488,Comm. Apostolorum sive Martyrum TP,,,12801100,"Common of Apostles or Martyrs, Eastertide"
1503,"Comm. Apostolorum,8",,,12001008,"Common of Apostles, in week of"
1506,Comm. Conjungium,,,12012000,Common of Holy Matrons
1505,Comm. Conjungium Martyrum,,,12012200,Common of Holy Matron Martyrs
1504,Comm. Conjungium non Martyrum,,,12012100,Common of Holy Matrons (not Martyrs)
1508,Comm. Evangelistarum,,,12011000,Common of Evangelists
2093,Comm. Evangelistarum TP,,,12811000,"Common of Evangelists, Eastertide"
1507,Comm. duorum Apostolorum,,,12001200,Common of two Apostles
4278,Comm. plurimorum Apostolorum in vigilia,,,12001010,Eve of Apostles
1512,Comm. plurimorum Confessorum,,,12005000,Common of several Confessors
1511,Comm. plurimorum Confessorum Pontificum,,,12005100,Common of several Confessors (Popes)
1509,Comm. plurimorum Confessorum TP,,,12805000,"Common of several Confessors, Eastertide"
1510,Comm. plurimorum Confessorum et Doctorum,,,12005300,Common of several Confessors (Doctors)
1535,Comm. plurimorum Confessorum non Pontificum,,,12005200,Common of several Confessors (not Popes)
1534,Comm. plurimorum Confessorum non Pontificum TP,,,12805200,"Common of several Confessors (not Popes), Eastertide"
1513,Comm. plurimorum Martyrum,,,12003000,Common of several Martyrs
1514,Comm. plurimorum Martyrum TP,,,12803000,"Common of several Martyrs, Eastertide"
4467,Comm. plurimorum Martyrum in vigilia,,,12003010,Eve of several Martyrs
4466,Comm. plurimorum Martyrum in vigilia,,,12003010,Eve of several Martyrs
4465,Comm. plurimorum Martyrum in vigilia,,,12003010,Eve of several Martyrs
4279,Comm. plurimorum Martyrum non Virginum,,,12003100,Common of several Martyrs (not Virgins)
1515,"Comm. plurimorum Martyrum,8",,,12003008,"Common of several Martyrs, in week of"
1531,Comm. plurimorum Virginum,,,12006000,Common of several Virgins
1530,Comm. plurimorum Virginum Martyrum,,,12006100,Common of several Virgin Martyrs
1532,Comm. plurimorum Virginum TP,,,12806000,"Common of several Virgins, Eastertide"
4280,Comm. plurimorum Virginum in vigilia,,,12006010,Eve of several Virgins
4472,Comm. plurimorum Virginum non Martyrum,,,12006200,Common of several Virgins (not Martyrs)
1523,Comm. unius Apostoli,,,12001100,Common of one Apostle
4281,Comm. unius Apostoli in vigilia,,,12001110,Eve of one Apostle
4283,Comm. unius Martyris in vigilia,,,12002010,Eve of one Martyr
4282,Comm. unius electae,,,12022000,"Common of those chosen (not Virgins, not Martyrs)"
1544,Commem. Dom. Res.,,,09991000,Commemoration of Easter (last Sunday before Advent)
4285,Commem. Francisci,,,14041600,The commemoration of Francis of Assisi; anniversary of religious profession;&nbsp; anniversary of Papal approval for the first Franciscan Rule
1545,Commendat. Animae,,,13002000,Chants for the commendation of souls
1549,Compassio Mariae TP,,,08046010,"The Sorrows of Mary, celebrated Friday after third Sun. after Easter"
2726,Conceptio Mariae,12,8,14120800,Immaculate Conception of Mary
2124,Conversio Pauli,1,25,14012500,Conversion of Paul
2525,"Cornelii, Cypriani",9,16,14091600,"Cornelius and Cyprian, Martyrs"
1551,Corporis Christi,,,09015000,"Corpus Christi (also ""Blessed Sacrament"")"
2673,Cuniberti,11,12,14111210,"Cunibertus (Quinibert), Bishop of Cologne"
2215,Cuthberti,3,20,14032000,"Cuthbert, Bishop of Lindisfarne"
2320,Cyrici,6,16,14061600,"Cyricus and Julitta, Martyrs"
4185,Cyrilli Alexandrini,1,28,14012820,"Cyril (Cyrillus), Confessor, Patriarch of Alexandria and Doctor of the Church"
2216,David,3,1,14030110,"David of Wales, Monk and Bishop"
1554,De Angelis,,,12013000,"Memorial chants for Angels, including e.g. Missa Votiva de Angelis. Feria III."
1555,De Angelis TP,,,12813000,"Memorial chants for Angels, Eastertide"
2674,De Imagine Domini,11,9,14110900,The Icon of our Lord Saviour
4186,De Patriarchis,,,12020000,"Memorial chants for Patriarchs (Abraham, Isaac, Jacob)"
1569,De Patronis,,,12014000,Memorial chants for Patrons
1570,De Plur. Sanctis TP,,,12815100,"Common of several Saints, Eastertide"
4287,De Sancta Cruce,,,15011000,"Votive Mass/Office for the Holy Cross, including e.g. Missa Votiva de Sancta Cruce. Fer. VI."
1573,De Sancta Lancea,,,08026010,The Holy Lance; on the Friday after the Octave of Easter
1574,De Sanctis,,,12015000,Memorial chants for Saints
4288,De Spiritu Sancto,,,15002000,"Votive Mass/Office for the Holy Spirit, including, e.g. Missa Votiva de Spiritu Sancto. Feria V."
4187,De Viduarum,,,12021000,Memorial chants for widows
4506,De allatione reliquiarum in ecclesia Pragensis,1,2,14010210,"Showing of relics in St Vitus's Cathedral, Prague"
4616,De corona domini,5,4,14050430,Crown of the Lord
1881,De festis duplicibus,,,16016000,Chants for feasts of duplex rank
1882,De festis duplicibus majoribus,,,16016002,Chants for feasts of duplex major rank
1879,De festis duplicibus majoribus TP,,,16016082,Chants for feasts of duplex major rank in Eastertide
1883,De festis duplicibus minoribus,,,16016001,Chants for feasts of duplex minor rank
1880,De festis duplicibus minoribus TP,,,16016081,Chants for feasts of duplex minor rank in Eastertide
1885,De festis semiduplicibus,,,16015000,Chants for feasts of semiduplex rank
1884,De festis semiduplicibus TP,,,16015080,Chants for feasts of semiduplex rank in Eastertide
2863,De festis simplicibus,,,16039000,Chants for feasts of simple rank
4550,De festis sollemnibus,,,16051000,Chants for solemn feasts
4442,De quinque vulneribus Christi,,,09026000,The Five Wounds of Christ (celebrated on the Friday after the octave of Corpus Christi in Mainz and on a variety of other days in different locations)
4508,De secunda allatione reliquiarum in ecclesia Pragensis,1,8,14010820,"A second showing of relics in St Vitus's Cathedral, Prague"
4586,De victoriae christianorum apud Salado,10,30,14103010,"Commemoration of the victory of the Christians at the Battle of Rio Salado (also known as the Battle of Tarifa), 30 October 1340"
4290,Decem Millium Martyrum,,,14062240,Ten Thousand Martyrs (crucified on Mount Ararat)
2369,Decoll. Antonini,7,4,14070410,Beheading of Antoninus
2449,Decoll. Jo. Bapt.,8,29,14082900,Beheading of John the Baptist
2592,Ded.Mont.S.Michaelis,10,16,14101630,Dedication of Mont-Saint-Michel
2676,Dedic. S. Salvatoris,11,9,14110940,Dedication of Saint Saviour's
2593,"Dedic. S.Salv., Mar.",10,13,14101340,"Dedication of the Church of the Holy Saviour, St. Martial (Limoges)"
2527,Depositio Emerici,9,2,14090210,"Commemoration of the Burial of Emeric, Confessor, Son of King Stephen of Hungary"
2231,Depositio Ludgeri,4,24,14042420,Commemoration of the Burial of Ludger
4497,Desiderii Lingon,5,23,14052300,"Desiderius (Didier), Martyr, Bishop of Langres"
2370,Divisio Apostolorum,7,15,14071510,Sending forth of the Apostles
1585,Dom. 1 Quadragesimae,,,07011000,1st Sunday of Lent
1583,"Dom. 1 p. Epiph.,8",,,05011018,In the week following the 1st Sunday after Epiphany
1613,Dom. 2 Quadragesimae,,,07021000,2nd Sunday of Lent
1608,"Dom. 2 p. Epiph.,8",,,05021008,In the week following the 2nd Sunday after Epiphany
1611,Dom. 2 p. Pent.,,,09021000,"2nd Sunday after Pentecost (also ""Dom. 1 p. Oct. Pent."")"
1634,Dom. 3 Quadragesimae,,,07031000,3rd Sunday of Lent
1641,Dom. 4 Quadragesimae,,,07041000,4th Sunday of Lent
1682,Dom. Pentecostes,,,08081000,"Pentecost Sunday (also ""Whitsunday"")"
1685,Dom. Quadragesimae,,,07001000,Sundays in Lent
1658,Dom. de Passione,,,07051000,5th Sunday of Lent (Passion Sunday)
1659,Dom. in Palmis,,,07061000,Palm Sunday
1660,Dom. inf. Oct.Apost.,,,14062901,Sunday after Peter and Paul
1668,Dom. p. Ded. Eccl.,,,12008001,Sunday after Dedication of a Church
1673,Dom. p. Mariae Mag.,,,14072201,Sunday after Mary Magdalene
1679,Dom. p. Rel. Ved.,,,14071501,Sunday after Return of Vaast's relics
1680,Dom. p. Tr. Vedasti,,,14100501,Sunday after Vaast's Translation
1684,Dom. per annum,,,04001000,"Sundays, Ferial Office"
2090,Dom. ult. ante Adv.,,,09991010,The last Sunday before Advent
1699,Dom.p.Om.Sanctorum,,,14110101,Sunday after All Saints' Day
4618,Dominici Silensis,12,20,14122010,"Dominic of Silos, Abbot"
2528,Duodecim Fratrum,9,1,14090140,"Twelve Brothers, Martyrs"
4293,Edithae,,,14091640,"Edith (Eadgith) of Wilton, Virgin, Daughter of King Edgar"
2648,"Edwardi, Conf.",10,13,14101330,"Edward III, Confessor, King of England (son of Ethelred the Unready)"
2132,"Edwardi, Conf., de morte",1,5,14010520,"Death of Edward III, Confessor, King of England (son of Ethelred the Unready)"
4295,"Edwardi, Mart.",3,18,14031810,"Edward ""the Martyr"" (son of King Edgar the Peaceful)"
2348,"Edwardi, Mart., transl.",6,20,14062010,Moving of Edward the Martyr's relics (son of King Edgar the Peaceful)
2267,Elev. Elis. Hung.,5,2,14050210,Elevation of Elizabeth's relics
1703,"Elev. Elis. Hung.,8",,,14050218,In week after Elizabeth's Elevation
2133,Elevat. Auberti,1,24,14012410,Elevation of Aubertus's relics
2529,Elevat. Gaugerici,9,24,14092400,Elevation of Gaugericus's relics
2530,Elevatio Amandi,9,20,14092000,Elevation of Amand's relics
2371,Eliae,7,20,14072020,"Elijah, Prophet"
1704,"Eliae,8",,,14072028,In week after Elijah
2734,Eligii,12,1,14120100,"Eligius (Eloi), Bishop of Noyon"
4595,Elisabeth Hung.,11,19,14111900,"Elizabeth of Hungary, and of Thuringia, Widow"
1705,"Elisabeth Hung.,8",,,14111908,In week after Elizabeth of Hungary
2854,Elisabeth Reginae Portugalliae,7,8,14070830,"Elisabeth (Isabel), Widow, Queen of Portugal"
2322,Elisei,6,14,14061410,"Elisha, Prophet"
1706,"Elisei,8",,,14061418,In week after Elisha
2324,Eskilli,6,12,14061220,"Eskill, Bishop of Northanscog and Martyr"
2458,Ethelwoldi,8,1,14080130,"Ethelwold, Bishop of Wincester"
2679,Eugenii,11,15,14111500,"Eugene, Martyr, Disciple of Denis"
4557,Eulaliae Emeritensis,12,10,14121010,"Eulalia of Mérida, Virgin Martyr"
2459,"Eupli, Leucii",8,12,14081210,"Euplus, Deacon Martyr; and Leucius, Bishop Confessor"
4297,Eusebii Episcopi,,,14121610,"Eusebius, Bishop of Vercelli"
2735,Eustratii et Soc.,12,13,14121350,"Eustratius et al, Martyrs"
1708,"Exalt. Crucis,8",,,14091408,In week after Holy Cross Day
2534,Exaltatio Crucis,9,14,14091400,Holy Cross Day (Exaltation of the Cross)
2136,Exceptio Marcelli,1,5,14010540,Reception of the Relics of Pope Marcellus I at Cluny
2372,Felicis,7,29,14072900,"Felix, Bishop and Martyr (falsely called Pope Felix II)"
2138,Felicis Nolani,1,14,14011410,"Felix of Nola, Confessor"
4190,Felicis Valesius,11,20,14112010,"Felix of Valois, Confessor, Founder of the Trinitarians"
2461,"Felicis, Adaucti",8,30,14083000,"Felix and Adauctus, Martyrs"
4191,"Felicis, Pont.",5,30,14053000,"Felix I, Martyr and Pope"
2535,"Felicis, Regulae",9,11,14091110,"Felix and Regula, Martyrs"
2462,"Felicissimi, Agapiti",8,6,14080620,"Felicissimus and Agapetus, Marytrs"
2681,Felicitatis,11,23,14112310,"Felicitatis, Matron and Martyr"
1713,Fer. 2 Hebd. 1 Quad.,,,07012000,"Monday, 1st week, Lent"
1716,Fer. 2 Hebd. 2 Quad.,,,07022000,"Monday, 2nd week, Lent"
1720,Fer. 2 Hebd. 3 Quad.,,,07032000,"Monday, 3rd week, Lent"
1724,Fer. 2 Hebd. 4 Quad.,,,07042000,"Monday, 4th week, Lent"
1728,Fer. 2 Maj. Hebd.,,,07062000,"Monday, Holy Week"
1735,Fer. 2 Quadragesimae,,,07002000,Mondays in Lent
1711,Fer. 2 de Passione,,,07052000,"Monday, 5th week, Lent"
1727,Fer. 2 in Letaniis,,,08062000,Rogation Monday
1859,Fer. 2 per annum,,,04002000,"Mondays, Ferial Office"
1744,Fer. 3 Hebd. 1 Quad.,,,07013000,"Tuesday, 1st week, Lent"
1747,Fer. 3 Hebd. 2 Quad.,,,07023000,"Tuesday, 2nd week, Lent"
1751,Fer. 3 Hebd. 3 Quad.,,,07033000,"Tuesday, 3rd week, Lent"
1754,Fer. 3 Hebd. 4 Quad.,,,07043000,"Tuesday, 4th week, Lent"
1757,Fer. 3 Maj. Hebd.,,,07063000,"Tuesday, Holy Week"
1764,Fer. 3 Quadragesimae,,,07003000,Tuesdays in Lent
1742,Fer. 3 de Passione,,,07053000,"Tuesday, 5th week, Lent"
1756,Fer. 3 in Letaniis,,,08063000,Rogation Tuesday
1863,Fer. 3 per annum,,,04003000,"Tuesdays, Ferial Office"
1774,Fer. 4 Hebd. 1 Quad.,,,07014000,"Wednesday, 1st week, Lent"
1777,Fer. 4 Hebd. 2 Quad.,,,07024000,"Wednesday, 2nd week, Lent"
1781,Fer. 4 Hebd. 3 Quad.,,,07034000,"Wednesday, 3rd week, Lent"
1784,Fer. 4 Hebd. 4 Quad.,,,07044000,"Wednesday, 4th week, Lent"
1788,Fer. 4 Maj. Hebd.,,,07064000,"Wednesday, Holy Week"
1796,Fer. 4 Q.T. Quad.,,,07014009,"Ember Day, Lent (Wednesday)"
1798,Fer. 4 Quadragesimae,,,07004000,Wednesdays in Lent
1772,Fer. 4 de Passione,,,07054000,"Wednesday, 5th week, Lent"
1786,Fer. 4 in Letaniis,,,08064000,Rogation Wednesday
1866,Fer. 4 per annum,,,04004000,"Wednesdays, Ferial Office"
1804,Fer. 5 Hebd. 1 Quad.,,,07015000,"Thursday, 1st week, Lent"
1807,Fer. 5 Hebd. 2 Quad.,,,07025000,"Thursday, 2nd week, Lent"
1811,Fer. 5 Hebd. 3 Quad.,,,07035000,"Thursday, 3rd week, Lent"
1814,Fer. 5 Hebd. 4 Quad.,,,07045000,"Thursday, 4th week, Lent"
1824,Fer. 5 Quadragesimae,,,07005000,Thursdays in Lent
1802,Fer. 5 de Passione,,,07055000,"Thursday, 5th week, Lent"
1816,Fer. 5 in Cena Dom.,,,07065000,Holy Thursday (Maundy Thursday)
1869,Fer. 5 per annum,,,04005000,"Thursdays, Ferial Office"
1830,Fer. 6 Hebd. 1 Quad.,,,07016000,"Friday, 1st week, Lent"
1833,Fer. 6 Hebd. 2 Quad.,,,07026000,"Friday, 2nd week, Lent"
1836,Fer. 6 Hebd. 3 Quad.,,,07036000,"Friday, 3rd week, Lent"
1839,Fer. 6 Hebd. 4 Quad.,,,07046000,"Friday, 4th week, Lent"
1851,Fer. 6 Q.T. Quad.,,,07016009,"Ember Day, Lent (Friday)"
1853,Fer. 6 Quadragesimae,,,07006000,Fridays in Lent
1828,Fer. 6 de Passione,,,07056000,"Friday, 5th week, Lent"
1872,Fer. 6 per annum,,,04006000,"Fridays, Ferial Office"
1874,Fest. per annum,,,04000000,For unspecified or miscellaneous ferial days throughout the year
1875,Festi 3 lectionum,,,16017000,Feasts of three lessons
1876,Festi 9 lectionum,,,16014000,Feasts of nine lessons
1877,Festi 9 lectionum TP,,,16014080,Feasts of nine lessons in Eastertide
1878,"Festi 9 lectionum,8",,,16014008,In week after feasts of nine lessons
1886,Festum Sanguinis,,,17007000,The Revelation of the Blood of Christ
4615,"Florentii, Episc.",11,7,14110710,"Florentius, Bishop of Strasbourg"
4561,Flori,11,4,14110400,"Florus, Bishop of Lodève"
2270,Floriani,5,4,14050400,"Florian, Martyr"
2683,Florini,11,17,14111720,"Florinus, Confessor and Priest"
2598,Foliani,10,31,14103110,"Foillan (Folianus), Abbot"
4562,Franchae,4,27,14042700,"Franca Visalta, Virgin and Abbess, at Piacenza"
4192,Franciscae Romanae,3,9,14030910,"Frances of Rome, Widow, Matron and Foundress of the Oblates of Tor de' Specchi in Rome;"
4193,Francisci Borgiae,10,10,14101030,"Francis Borgia (Borja),  Confessor, Third General of the Society of Jesus"
4313,Francisci Carracciolo,6,4,14060400,"Francis (Ascanio) Carracciolo, confessor (canonized in 1807)"
4315,Francisci Salesii,1,29,14012930,"Francis de Sales, Confessor, Bishop of Geneva and Doctor of the Church (canonized 1665)"
4316,Francisci Xaverii,12,3,14120300,"Francis Xavier, Confessor, Apostle of India and Japan (canonized in 1622)"
4314,Francisci de Paola,4,2,14040220,"Francis de Paola (also ""de Paula"") Confessor, founder of the Order of the Minims"
2737,Gabrielis,12,10,14121000,Gabriel
2217,"Gabrielis, Archang.",3,18,14031800,Gabriel the Archangel
2600,Galli,10,16,14101600,"Gall, Hermit"
4194,"Galli,8",,,14101608,In week after Gall
2271,Gangulfi,5,11,14051110,"Gangulfus (Gengoul, Gangulf, Gengulf, Gangulphus, Gangolfus, Gengulfus), Martyred Knight"
2684,Genulfi,11,13,14111330,"Genulf (Gendulf, Genou), ""Bishop"""
2325,"Georgii, Adalberti",6,20,14062000,"George and Adalbert, Martyrs"
2601,Geraldi,10,13,14101300,Gerald of Aurillac
4559,Geraldi Archiepiscopi Bracharensis,12,5,14120510,"Gerald (Girald), Archbishop of Braga"
4195,Gertrudis Nivellensis,3,17,14031700,"Gertrude of Nivelles, Virgin"
4511,"Geruntii Italicensis, Epi.",8,25,14082540,"Geruntius, Bishop of Italica (Talco), near Seville"
2604,Gisleni,10,9,14100910,"Gislenus (Ghislain), Abbot"
2273,Godehardi,5,4,14050410,"Godehard (Gothard), Bishop of Hildesheim"
2739,"Gregorii, Mart.",12,24,14122400,"Gregory of Spoleto, Martyr"
2141,Gudulae,1,8,14010810,"Gudula, Virgin"
2235,Guthlaci,4,11,14041100,"Guthlac, Hermit of Croyland"
2275,Hadulfi,5,19,14051900,"Hadulf, Abbot and Bishop of Arras"
1891,Hebd. 1 Quad.,,,07018000,1st week of Lent
1894,Hebd. 2 Quad.,,,07028000,2nd week of Lent
1897,Hebd. 3 Quad.,,,07038000,3rd week of Lent
1900,Hebd. 4 Quad.,,,07048000,4th week of Lent
1913,Hebd. Quadragesimae,,,07008000,Weekdays in Lent
1915,Hebd. Sancta,,,07068000,Holy Week
1907,Hebd. de Passione,,,07058000,5th week of Lent
1912,Hebd. per annum,,,04008000,"Weekdays, Ferial Office"
2606,Hedwigis,10,16,14101640,"Hedwig, Matron and Duchess of Silesia"
2220,"Helari, Tatiani",3,16,14031600,"Hilary (Bishop of Aquileia) and Tatianus, Martyrs"
