type,siglum,id,incipit
chant,A-KN,287796,Domine audivi auditum tuum et 
chant,A-KN,287839,Domine virtus et laetitia rectorum 
chant,A-KN,288030,Domine si tu vis potes
chant,A-KN,288031,Domine puer meus jacet paralyticus
chant,A-KN,288032,Domine non sum dignus ut
chant,A-KN,288037,Domine salva nos perimus impera
chant,A-KN,288040,Domine salva nos perimus impera
chant,A-KN,288047,Domine deus meus in te
chant,A-KN,288050,Domine ne in ira tua 
chant,A-KN,288068,Domine in virtute tua laetabitur
chant,A-KN,288075,Domine dilexi decorem domus tuae
chant,A-KN,288077,Domine deus Israel exaudi preces
chant,A-KN,288147,Domine ne in ira tua arguas
chant,A-KN,288195,Domine deus in adjutorium meum 
chant,A-KN,288209,Domine refugium factus es nobis
chant,A-KN,288241,Domine audivi auditum tuum et 
chant,A-KN,288247,Domine probasti me et cognovisti
chant,A-KN,288249,Domine clamavi ad te exaudi
chant,A-KN,288261,Domine exaudi*
chant,A-KN,288264,Domine exaudi orationem meam et
chant,A-KN,288314,Domine in caelo*
chant,A-KN,288734,Domine ne in ira*
chant,A-KN,288748,Domine audivi auditum tuum et
chant,A-KN,288895,Domine refugium tu factus*
chant,A-KN,288938,Domine non habeo hominem ut
chant,A-KN,288943,Domine bonum est nos hic
chant,A-KN,288973,Domine labia mea aperies et
chant,A-KN,288979,Domine refugium*
chant,A-KN,289073,Domine ut video propheta es
chant,A-KN,289118,Domine refugium*
chant,A-KN,289143,Domine si hic fuisses Lazarus
chant,A-KN,289185,Domine labia mea aperies et
chant,A-KN,289315,Domine vim patior responde
chant,A-KN,289382,Domine miserere nobis Christe
chant,A-KN,289385,Domine miserere*
chant,A-KN,289444,Domine abstraxisti ab inferis animam
chant,A-KN,289532,Domine apud te est fons vitae
chant,A-KN,289828,Domine si in tempore hoc
chant,A-KN,290079,Domine deus virtutum converte
chant,A-KN,290234,Domine audivi auditum tuum et
chant,A-KN,290329,Domine libera animam meam a
chant,A-KN,290388,Domine suscipe me ut cum
chant,A-KN,290473,Domine audivi auditum tuum et
chant,A-KN,290524,Domine audivi auditum tuum et
chant,A-KN,290558,Domine virtus et laetitia
chant,A-KN,290733,Domine si tu vis potes 
chant,A-KN,290734,Domine puer meus jacet
chant,A-KN,290735,Domine non sum dignus ut
chant,A-KN,290740,Domine salva nos perimus
chant,A-KN,290743,Domine salva nos perimus
chant,A-KN,290750,Domine deus meus in te
chant,A-KN,290753,Domine ne in ira tua arguas
chant,A-KN,290771,Domine in virtute tua
chant,A-KN,290778,Domine dilexi decorem domus
chant,A-KN,290808,Domine in caelo*
chant,A-KN,290854,Domine ne in ira tua arguas
chant,A-KN,290893,Domine deus in adjutorium
chant,A-KN,290907,Domine refugium tu factus es
chant,A-KN,290936,Domine audivi auditum tuum et
chant,A-KN,290940,Domine probasti me et
chant,A-KN,290942,Domine clamavi ad te exaudi
chant,A-KN,290951,Domine exaudi*
chant,A-KN,290954,Domine exaudi orationem meam
chant,A-KN,291387,Domine audivi auditum tuum et
chant,A-KN,291577,Domine non habeo hominem ut
chant,A-KN,291607,Domine labia mea aperies et
chant,A-KN,291613,Domine refugium*
chant,A-KN,291678,Domine refugium*
chant,A-KN,291707,Domine ut video propheta es
chant,A-KN,291752,Domine refugium*
chant,A-KN,291774,Domine si hic fuisses Lazarus
chant,A-KN,291816,Domine labia mea aperies et
chant,A-KN,291940,Domine vim patior responde
chant,A-KN,292000,Domine miserere
chant,A-KN,292062,Domine abstraxisti ab inferis
chant,A-KN,292536,Domine ostende nobis patrem et
chant,A-KN,292539,Domine ostende nobis patrem et
chant,A-KN,292546,Domine ostende nobis*
chant,A-KN,292689,Domine si in tempore hoc
chant,A-KN,292719,Domine si in tempore*
chant,A-KN,292736,Domine si in tempore*
chant,A-KN,293028,Domine si tu es jube
chant,A-KN,293532,Domine mi rex da mihi
chant,A-KN,293814,Domine dilexi decorem domus tuae
chant,A-KN,293961,Domine qui operati sunt justitiam
chant,A-KN,293969,Domine spes sanctorum et turris
chant,A-KN,294000,Domine deus noster cujus gratia
chant,A-KN,294013,Domine si adhuc populo tuo
chant,A-KN,294014,Domine si adhuc in eodem
chant,A-KN,294036,Domine si adhuc populo tuo
chant,A-KN,294066,Domine si adhuc*
chant,A-KN,294084,Domine Jesu Christe seminator casti
chant,A-KN,294091,Domine Jesu Christe pastor bone
chant,A-KN,294344,Domine quinque talenta tradidisti mihi
chant,A-KN,294351,Domine dominus noster quam admirabile
chant,A-KN,294358,Domine iste sanctus habitabit in 
chant,A-KN,294445,Domine qui custodis pactum et
chant,A-KN,294446,Domine si conversus fuerit populus
chant,A-KN,294486,Domine pater et deus vitae
chant,A-KN,294487,Domine pater et deus vitae
chant,A-KN,294583,Domine deus qui conteris bella 
chant,A-KN,294589,Domine rex omnipotens in ditione
chant,A-KN,294590,Domine rex omnipotens in ditione 
chant,A-KN,294680,Domine factum est ut imperasti
chant,A-KN,294750,Domine descende ut sanes filium
chant,A-KN,294756,Domine filia mea modo defuncta
chant,A-KN,295048,Domine deus virtutum converte nos
chant,A-KN,295287,Domine audivi auditum tuum et
chant,A-KN,295392,Domine libera animam meam a
chant,A-KN,295459,Domine suscipe me ut cum
chant,A-KN,295556,Domine audivi auditum tuum et
chant,A-KN,295597,Domine audivi*
chant,A-KN,295609,Domine audivi*
chant,A-KN,295634,Domine audivi
chant,A-KN,295679,Domine virtus et laetitia
chant,A-KN,295881,Domine si tu vis potes 
chant,A-KN,295882,Domine puer meus jacet
chant,A-KN,295883,Domine non sum dignus ut
chant,A-KN,295888,Domine salva nos perimus
chant,A-KN,295891,Domine salva nos perimus
chant,A-KN,295898,Domine deus meus in te
chant,A-KN,295901,Domine ne in ira tua 
chant,A-KN,295919,Domine in virtute tua
chant,A-KN,295926,Domine dilexi decorem domus tuae
chant,A-KN,295928,Domine deus Israhel exaudi preces
chant,A-KN,295958,Domine in caelo*
chant,A-KN,296007,Domine ne in ira tua
chant,A-KN,296055,Domine deus in adjutorium
chant,A-KN,296069,Domine refugium tu factus es
chant,A-KN,296100,Domine audivi auditum tuum et
chant,A-KN,296106,Domine probasti me et
chant,A-KN,296108,Domine clamavi ad te exaudi
chant,A-KN,296120,Domine exaudi*
chant,A-KN,296123,Domine exaudi orationem meam
chant,A-KN,296557,Domine audivi auditum tuum et 
chant,A-KN,296737,Domine non habeo hominem ut
chant,A-KN,296742,Domine bonum est nos hic 
chant,A-KN,296771,Domine labia mea aperies et
chant,A-KN,296839,Domine refugium*
chant,A-KN,296868,Domine ut video propheta es
chant,A-KN,296913,Domine refugium*
chant,A-KN,296938,Domine si hic fuisses Lazarus
chant,A-KN,296978,Domine labia mea aperies et
chant,A-KN,297108,Domine vim patior responde
chant,A-KN,297168,Domine miserere nobis Christe dominus
chant,A-KN,297236,Domine abstraxisti ab inferis
chant,A-KN,297275,Domine quando veneris
chant,A-KN,297290,Domine secundum actum meum
chant,A-KN,297353,Domine deus virtutum*
chant,A-KN,297611,Domine deus virtutum converte
chant,A-KN,297779,Domine audivi auditum tuum et
chant,A-KN,297888,Domine libera animam meam a
chant,A-KN,297960,Domine suscipe me ut cum
chant,A-KN,298059,Domine audivi auditum tuum et
chant,A-KN,298097,Domine audivi*
chant,A-KN,298109,Domine audivi*
chant,A-KN,298134,Domine audivi auditum*
chant,A-KN,298188,Domine virtus et laetitia
chant,A-KN,298397,Domine puer meus jacet
chant,A-KN,298398,Domine non sum dignus ut
chant,A-KN,298403,Domine salva nos perimus
chant,A-KN,298406,Domine salva nos perimus
chant,A-KN,298414,Domine deus meus in te
chant,A-KN,298417,Domine ne in ira tua arguas
chant,A-KN,298435,Domine in virtute tua
chant,A-KN,298442,Domine dilexi decorem domus
chant,A-KN,298480,Domine in caelo*
chant,A-KN,298529,Domine ne in ira tua arguas
chant,A-KN,298579,Domine deus in adjutorium
chant,A-KN,298593,Domine refugium tu factus es
chant,A-KN,298626,Domine audivi auditum tuum et
chant,A-KN,298632,Domine probasti me et
chant,A-KN,298634,Domine clamavi ad te exaudi
chant,A-KN,298647,Domine exaudi*
chant,A-KN,298650,Domine exaudi orationem meam
chant,A-KN,299161,Domine audivi auditum tuum et
chant,A-KN,299313,Domine refugium*
chant,A-KN,299356,Domine non habeo hominem ut
chant,A-KN,299361,Domine bonum est nos hic 
chant,A-KN,299394,Domine labia mea aperies et
chant,A-KN,299400,Domine refugium*
chant,A-KN,299467,Domine refugium*
chant,A-KN,299497,Domine ut video propheta es
chant,A-KN,299542,Domine refugium*
chant,A-KN,299569,Domine si hic fuisses Lazarus
chant,A-KN,299610,Domine labia mea aperies et
chant,A-KN,299733,Domine vim patior responde
chant,A-KN,299798,Domine miserere nobis Christe dominus
chant,A-KN,299801,Domine miserere*
chant,A-KN,299804,Domine miserere*
chant,A-KN,299863,Domine abstraxisti ab inferis
chant,A-KN,299993,Domine quando veneris
chant,A-KN,300001,Domine secundum actum meum noli
chant,A-KN,300102,Domine deus virtutum converte
chant,A-KN,300404,Domine deus virtutum converte
chant,A-KN,300559,Domine audivi auditum tuum et
chant,A-KN,300665,Domine libera animam meam a
chant,A-KN,300732,Domine suscipe me ut cum
chant,A-KN,300832,Domine audivi auditum tuum et
chant,A-KN,300868,Domine audivi*
chant,A-KN,300880,Domine audivi*
chant,A-KN,300904,Domine audivi*
chant,A-KN,300949,Domine virtus et laetitia
chant,A-KN,301156,Domine si tu vis potes 
chant,A-KN,301157,Domine puer meus jacet
chant,A-KN,301158,Domine non sum dignus ut
chant,A-KN,301163,Domine salva nos perimus
chant,A-KN,301166,Domine salva nos perimus
chant,A-KN,301173,Domine deus meus in te
chant,A-KN,301176,Domine ne in ira tua 
chant,A-KN,301194,Domine in virtute tua
chant,A-KN,301201,Domine dilexi decorem domus
chant,A-KN,301203,Domine deus Israel exaudi
chant,A-KN,301235,Domine in caelo*
chant,A-KN,301283,Domine ne in ira tua 
chant,A-KN,301327,Domine deus in adjutorium
chant,A-KN,301341,Domine refugium tu factus es
chant,A-KN,301370,Domine audivi auditum tuum et
chant,A-KN,301375,Domine probasti me et
chant,A-KN,301377,Domine clamavi ad te exaudi
chant,A-KN,301388,Domine exaudi*
chant,A-KN,301391,Domine exaudi orationem meam
chant,A-KN,301823,Domine audivi auditum tuum et
chant,A-KN,301975,Domine refugium*
chant,A-KN,302018,Domine non habeo hominem ut
chant,A-KN,302023,Domine bonum est nos hic 
chant,A-KN,302056,Domine labia mea aperies et
chant,A-KN,302062,Domine refugium*
chant,A-KN,302128,Domine refugium*
chant,A-KN,302158,Domine ut video propheta es
chant,A-KN,302203,Domine refugium*
chant,A-KN,302230,Domine si hic fuisses Lazarus
chant,A-KN,302271,Domine labia mea aperies et
chant,A-KN,302395,Domine vim patior responde
chant,A-KN,302460,Domine miserere nobis Christe dominus
chant,A-KN,302463,Domine miserere
chant,A-KN,302466,Domine miserere
chant,A-KN,302525,Domine abstraxisti ab inferis
chant,A-KN,302661,Domine quando veneris
chant,A-KN,302669,Domine secundum actum meum
chant,A-KN,303175,Domine ostende nobis patrem
chant,A-KN,303178,Domine ostende nobis patrem
chant,A-KN,303185,Domine ostende nobis*
chant,A-KN,303333,Domine si in tempore hoc
chant,A-KN,303379,Domine si in tempore*
chant,A-KN,303672,Domine si tu es jube me
chant,A-KN,304263,Domine mi rex da mihi 
chant,A-KN,304544,Domine dilexi decorem domus
chant,A-KN,304707,Domine qui operati sunt
chant,A-KN,304715,Domine spes sanctorum et
chant,A-KN,304746,Domine deus noster cujus
chant,A-KN,304759,Domine si adhuc populo tuo
chant,A-KN,304760,Domine si adhuc in eodem
chant,A-KN,304782,Domine si adhuc populo tuo
chant,A-KN,304812,Domine si adhuc*
chant,A-KN,304830,Domine Jesu Christe seminator
chant,A-KN,304837,Domine Jesu Christe pastor
chant,A-KN,305139,Domine quinque talenta
chant,A-KN,305146,Domine dominus noster quam
chant,A-KN,305153,Domine iste sanctus habitabit
chant,A-KN,305239,Domine qui custodis pactum et
chant,A-KN,305240,Domine si conversus fuerit
chant,A-KN,305280,Domine pater et deus vitae
chant,A-KN,305281,Domine pater et deus vitae
chant,A-KN,305377,Domine deus qui conteris
chant,A-KN,305383,Domine rex omnipotens in
chant,A-KN,305384,Domine rex omnipotens in
chant,A-KN,305474,Domine factum est ut
chant,A-KN,305544,Domine descende ut sanes
chant,A-KN,305551,Domine filia mea modo
chant,A-KR,305839,Domine deus virtutum converte
chant,A-KR,305927,Domine audivi auditum tuum et
chant,A-KR,306057,Domine dilexi decorem domus
chant,A-KR,306061,Domine deus Israel exaudi
chant,A-KR,306083,Domine exaudi orationem meam
chant,A-KR,306094,Domine salva nos perimus
chant,A-KR,306271,Domine n- --
chant,A-KR,306280,Domine labia mea aperies et
chant,A-KR,306342,Domine miserere*
chant,A-KR,306346,Domine miserere*
chant,A-KR,306409,Domine abstraxisti ab inferis
chant,A-KR,306478,Domine apud te est fons vitae
chant,A-KR,306764,Domine ostende nobis patrem
chant,A-KR,306880,Domine si in tempore hoc
chant,A-KR,307318,Domine quinque talenta
chant,A-KR,307325,Domine dominus noster quam
chant,A-KR,307332,Domine iste sanctus habitabit
chant,A-KR,307367,Domine qui custodis pactum et
chant,A-KR,307368,Domine si conversus fuerit
chant,A-LIb,335390,Domine qui plasmasti me
chant,A-LIb,335391,Domine quidquid vitiorum
chant,A-LIb,335475,Domine deus virtutum*
chant,A-LIb,335489,Domine deus virtutum*
chant,A-LIb,335654,Domine deus virtutum converte
chant,A-LIb,335801,Domine audivi auditum tuum et
chant,A-LIb,335811,Domine audivi auditum tuum*
chant,A-LIb,335925,Domine libera animam meam a
chant,A-LIb,335931,Domine vultus tui domine
chant,A-LIb,335936,Domine virtus et laetitia
chant,A-LIb,336013,Domine suscipe me ut cum
chant,A-LIb,336118,Domine audivi auditum tuum et
chant,A-LIb,336135,Domine audivi*
chant,A-LIb,336146,Domine audivi*
chant,A-LIb,336188,Domine audivi*
chant,A-LIb,336312,Domine audivi*
chant,A-LIb,336314,Domine audivi*
chant,A-LIb,336326,Domine audivi*
chant,A-LIb,336556,Domine in virtute tua
chant,A-LIb,336560,Domine ne in ira tua 
chant,A-LIb,336583,Domine dilexi decorem domus
chant,A-LIb,336591,Domine deus Israel exaudi
chant,A-LIb,336643,Domine ne in ira tua 
chant,A-LIb,336652,Domine in caelo misericordia
chant,A-LIb,336655,Domine in caelo misericordia
chant,A-LIb,336756,Domine deus propitius esto
chant,A-LIb,336759,Domine deus virtutum
chant,A-LIb,336766,Domine refugium tu factus es
chant,A-LIb,336769,Domine refugium tu factus es
chant,A-LIb,336775,Domine probasti me et
chant,A-LIb,336777,Domine clamavi ad te et
chant,A-LIb,336818,Domine exaudi*
chant,A-LIb,336819,Domine exaudi orationem meam
chant,A-LIb,336846,Domine ne in ira*
chant,A-LIb,336863,Domine dilexi*
chant,A-LIb,336869,Domine deus*
chant,A-LIb,336876,Domine ne in ira tua*
chant,A-LIb,336887,Domine ne in ira*
chant,A-LIb,336889,Domine si tu vis potes 
chant,A-LIb,336890,Domine puer meus jacet
chant,A-LIb,336891,Domine non sum dignus ut
chant,A-LIb,336895,Domine ne in ira*
chant,A-LIb,336897,Domine salva nos perimus
chant,A-LIb,336898,Domine salva nos perimus
chant,A-LIb,337093,Domine refugium*
chant,A-LIb,337110,Domine non habeo hominem ut
chant,A-LIb,337114,Domine bonum est nos hic 
chant,A-LIb,337149,Domine labia mea aperies et
chant,A-LIb,337158,Domine dimitte eam quia
chant,A-LIb,337239,Domine ut video propheta es
chant,A-LIb,337284,Domine refugium*
chant,A-LIb,337312,Domine si hic fuisses Lazarus
chant,A-LIb,337322,Domine deus meus in te
chant,A-LIb,337344,Domine labia mea aperies et
chant,A-LIb,337463,Domine vim patior responde
chant,A-LIb,337600,Domine abstraxisti ab inferis
chant,A-LIb,338034,Domine si in tempore hoc
chant,A-LIb,338228,Domine exaudi orationem meam
chant,A-LIb,338242,Domine qui custodis pactum et
chant,A-LIb,338243,Domine si conversus fuerit
chant,A-LIb,338277,Domine pater et deus vitae
