type,siglum,id,incipit
chant,A-Gu,247525,Alleluia quem quaeris mulier alleluia 
chant,A-Gu,247526,Alleluia noli flere Maria alleluia
chant,A-Gu,247554,Alleluia Crucifixus*
chant,A-Gu,247556,Alleluia alleluia alleluia alleluia alleluia 
chant,A-Gu,247571,Pax vobis ego sum alleluia
chant,A-Gu,247578,Alleluia alleluia*
chant,A-Gu,247606,Ego sum pastor bonus alleluia
chant,A-Gu,247618,Tristitia vestra alleluia vertetur in
chant,A-Gu,247621,Iterum autem videbo vos alleluia 
chant,A-Gu,247623,Alleluia Postulavi*
chant,A-Gu,247667,Alleluia Cito euntes*
chant,A-Gu,247672,Alleluia* (Oportebat)
chant,A-Gu,247674,Alleluia Et respicientes*
chant,A-Gu,247677,Alleluia Mane nobiscum*
chant,A-Gu,247679,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,247700,Exaltare super caelos deus alleluia
chant,A-Gu,247702,Non turbetur cor vestrum alleluia
chant,A-Gu,247703,Nimis exaltatus es alleluia super
chant,A-Gu,247704,Dominus in Sion alleluia magnus
chant,A-Gu,247705,Dominus in caelo alleluia paravit
chant,A-Gu,247741,Alleluia*
chant,A-Gu,247754,Alleluia Cito euntes*
chant,A-Gu,247757,Alleluia Data est*
chant,A-Gu,247759,Alleluia Sic veniet*
chant,A-Gu,247763,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,247764,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,247765,Alleluia Nonne cor
chant,A-Gu,247766,Alleluia Mane nobiscum*
chant,A-Gu,247767,Alleluia Sic veniet*
chant,A-Gu,247771,Alleluia*
chant,A-Gu,247776,Alleluia Postulavi*
chant,A-Gu,247782,Alleluia Ego dormivi*
chant,A-Gu,247788,Alleluia Usque modo*
chant,A-Gu,247795,Alleluia Sic veniet*
chant,A-Gu,247800,Alleluia Pater juste*
chant,A-Gu,247801,Alleluia Vado parare*
chant,A-Gu,247803,Alleluia Nonne cor*
chant,A-Gu,247805,Alleluia Mane nobiscum*
chant,A-Gu,247807,Alleluia Sic veniet*
chant,A-Gu,247812,Alleluia Sic veniet*
chant,A-Gu,247817,Alleluia Pater juste*
chant,A-Gu,247823,Alleluia Vado parare*
chant,A-Gu,247829,Alleluia Usque modo*
chant,A-Gu,247835,Alleluia Sic veniet*
chant,A-Gu,247839,Alleluia Pater juste*
chant,A-Gu,247840,Alleluia Vado parare*
chant,A-Gu,247842,Alleluia Nonne cor*
chant,A-Gu,247844,Alleluia Mane nobiscum*
chant,A-Gu,247846,Alleluia Sic veniet*
chant,A-Gu,247851,Alleluia Cito euntes*
chant,A-Gu,247856,Alleluia Data est mihi*
chant,A-Gu,247858,Alleluia Sic veniet*
chant,A-Gu,247862,Alleluia Pater juste*
chant,A-Gu,247863,Alleluia Vado parare*
chant,A-Gu,247865,Alleluia Nonne cor*
chant,A-Gu,247867,Alleluia Mane nobiscum*
chant,A-Gu,247872,Non vos relinquam orphanos alleluia
chant,A-Gu,247916,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,247920,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,247923,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,247924,Alleluia Nonne cor*
chant,A-Gu,247926,Alleluia Mane nobiscum*
chant,A-Gu,247939,Pacem meam do vobis alleluia
chant,A-Gu,247941,Alleluia alleluia alleluia alleluia alleluia 
chant,A-Gu,247955,Spiritus sanctus docebit vos alleluia
chant,A-Gu,247964,Spiritus paraclitus alleluia docebit vos
chant,A-Gu,247966,Si diligeretis me alleluia gauderetis
chant,A-Gu,247975,Dum complerentur dies pentecostes alleluia
chant,A-Gu,248062,Spiritus ubi vult spirat alleluia 
chant,A-Gu,248178,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,248179,Hymnum dicamus alleluia domino deo
chant,A-Gu,248180,Alleluia alleluia alleluia alleluia alleluia 
chant,A-Gu,248591,Alleluia*
chant,A-Gu,248592,Alleluia*
chant,A-Gu,248599,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,248603,Alleluia alleluia alleluia alleluia alleluia 
chant,A-Gu,248604,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,248605,Alleluia*
chant,A-Gu,248654,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,248671,Alleluia*
chant,A-Gu,248673,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,248678,Alleluia Lux perpetua*
chant,A-Gu,248679,Alleluia Tristitia*
chant,A-Gu,248689,Alleluia*
chant,A-Gu,248712,Alleluia ego sum vitis vera 
chant,A-Gu,248727,Alleluia Ego sum vitis*
chant,A-Gu,248733,Alleluia Lux perpetua*
chant,A-Gu,248737,Alleluia*
chant,A-Gu,248746,Alleluia*
chant,A-Gu,248748,Alleluia*
chant,A-Gu,248752,Alleluia Lux perpetua*
chant,A-Gu,248753,Alleluia Tristitia*
chant,A-Gu,248755,Alleluia*
chant,A-Gu,248763,Philippe qui videt me alleluia 
chant,A-Gu,248774,Alleluia Lux perpetua*
chant,A-Gu,248778,Alleluia alleluia alleluia alleluia alleluia
chant,A-Gu,248824,Alleluia Dulce*
chant,A-Gu,248863,Alleluia Lux perpetua*
chant,A-Gu,248887,Alleluia In velamento*
chant,A-Gu,248891,Alleluia In velamento*
chant,A-Gu,248892,Alleluia Tristitia*
chant,A-Gu,248894,Alleluia*
chant,A-Gu,248903,Alleluia In velamento*
chant,A-Gu,248907,Alleluia Lux perpetua*
chant,A-Gu,248908,Alleluia Tristitia*
chant,A-Gu,248943,Alleluia Lux perpetua*
chant,A-Gu,252273,Exaltabuntur cornua justi alleluia
chant,A-Gu,252275,Lux orta est justo alleluia
chant,A-Gu,252888,Alleluia*
chant,A-Gu,252899,Alleluia Lux perpetua*
chant,A-Gu,252912,Alleluia*
chant,A-Gu,252927,Alleluia Sancta dei*
chant,A-Gu,653980,Alleluia iii (Benedictus)
chant,A-Gu,653981,Alleluia iii (In aeternum)
chant,A-Gu,653982,Alleluia iii (Laudabo)
chant,A-Gu,653983,Alleluia iii (Deo nostro)
chant,A-Gu,653984,Alleluia iii (Benedixit)
chant,A-Gu,653988,Hymnum cantate nobis alleluia de
chant,A-Gu,658197,Alleluia alleluia alleluia
chant,A-Gu,658199,Alleluia Pascha nostrum Christus est
chant,A-Gu,658202,Postulavi patrem meum alleluia dedit
chant,A-Gu,658260,Alleluia lapis revolutus est ab
chant,A-Gu,658265,Alleluia resurrexit dominus alleluia sicut
chant,A-Gu,658267,Cognoverunt dominum alleluia in fractione
chant,A-Gu,658369,Pax vobis ego sum alleluia
chant,A-Gu,658483,Gavisi sunt discipuli alleluia viso
chant,A-Gu,658484,Euntes in mundum alleluia docete
chant,A-Gu,658515,Ego sum pastor bonus alleluia
chant,A-Gu,658550,Ipse invocabit me alleluia pater 
chant,A-Gu,658552,Notum fecit dominus alleluia salutare
chant,A-Gu,658616,Iterum autem videbo vos alleluia 
chant,A-Gu,658706,Alleluia ascendens Christus in altum 
chant,A-Gu,658760,Ascendens in altum alleluia captivam 
chant,A-Gu,658761,Nimis exaltatus es alleluia super 
chant,A-Gu,658762,Dominus in Sion alleluia magnus 
chant,A-Gu,658781,Spiritus sanctus docebit vos alleluia 
chant,A-Gu,658792,Tristitia vestra alleluia vertetur in 
chant,A-Gu,658941,Philippe qui videt me alleluia
chant,A-Gu,659009,Non vos relinquam orphanos alleluia
chant,A-Gu,659012,Alleluia spiritus paraclitus alleluia docebit
chant,A-Gu,659089,Si diligeretis me alleluia gauderetis 
chant,A-Gu,659090,Dum complerentur dies pentecostes alleluia 
chant,A-Gu,663668,Exaltabuntur cornua justi alleluia
chant,A-Gu,663669,Lux orta est justo alleluia
chant,A-Gu,664468,Fluminis impetus laetificat alleluia civitatem
chant,A-Gu,664488,Adorate dominum alleluia in aula
chant,A-Gu,664489,Adorate dominum alleluia omnes angeli
chant,A-Gu,664628,Alleluia alleluia alleluia
chant,A-Gu,664633,Alleluia alleluia alleluia
chant,A-Gu,664638,Alleluia alleluia alleluia
chant,A-KN,284810,Non vos relinquam orphanos alleluia
chant,A-KN,284812,Alleluia spiritus paraclitus alleluia docebit
chant,A-KN,284875,Dum complerentur dies pentecostes alleluia 
chant,A-KN,285902,Adorate dominum alleluia omnes angeli 
chant,A-KN,286278,Exaltabuntur cornua justi alleluia
chant,A-KN,286279,Lux orta est justis alleluia
chant,A-KN,287453,Notum fecit dominus alleluia salutare
chant,A-KN,287690,Verbum caro factum est alleluia
chant,A-KN,287904,Fluminis impetus laetificat alleluia civitatem
chant,A-KN,287905,Adorate dominum alleluia in aula 
chant,A-KN,287906,Adorate dominum alleluia omnes angeli
chant,A-KN,288085,Alleluia alleluia alleluia alleluia alleluia
chant,A-KN,288089,Alleluia alleluia alleluia alleluia alleluia
chant,A-KN,288093,Alleluia alleluia alleluia alleluia alleluia
chant,A-KN,288295,Alleluia alleluia alleluia alleluia alleluia
chant,A-KN,288799,Hymnum dicamus alleluia domino deo
chant,A-KN,289473,Alleluia alleluia alleluia alleluia
chant,A-KN,289475,Alleluia quem quaeris mulier
chant,A-KN,289478,Postulavi patrem meum alleluia dedit 
chant,A-KN,289511,Alleluia Lapis revolutus est ab
chant,A-KN,289519,Ite nuntiate fratribus meis alleluia
chant,A-KN,289520,Alleluia resurrexit dominus alleluia sicut
chant,A-KN,289521,Alleluia quem quaeris mulier
chant,A-KN,289522,Alleluia noli flere Maria alleluia
chant,A-KN,289525,Alleluia alleluia alleluia alleluia
chant,A-KN,289530,Alleluia alleluia alleluia alleluia
chant,A-KN,289534,Alleluia resurrexit dominus*
chant,A-KN,289536,Pax vobis ego sum alleluia
chant,A-KN,289557,Cognoverunt dominum alleluia in fractione
chant,A-KN,289600,Dum flerem ad monumentum alleluia
chant,A-KN,289611,Euntes in mundum alleluia docete
chant,A-KN,289612,Ecce ego vobiscum sum alleluia
chant,A-KN,289621,Alleluia alleluia alleluia
chant,A-KN,289629,Alleluia quem quaeris mulier*
chant,A-KN,289666,Alleluia alleluia alleluia alleluia alleluia
chant,A-KN,289688,Alleluia*
chant,A-KN,289697,Alleluia alleluia alleluia
chant,A-KN,289699,Alleluia alleluia alleluia alleluia
chant,A-KN,289701,Alleluia alleluia alleluia alleluia alleluia
chant,A-KN,289703,Alleluia alleluia alleluia
chant,A-KN,289705,Alleluia alleluia alleluia alleluia
chant,A-KN,289707,Alleluia
chant,A-KN,289715,Alleluia noli flere*
chant,A-KN,289718,Ego sum pastor bonus alleluia
chant,A-KN,289728,Iterum autem videbo vos alleluia
chant,A-KN,289730,Tristitia vestra alleluia vertetur in
chant,A-KN,289731,Iterum autem videbo vos alleluia
chant,A-KN,289733,Alleluia quem quaeris mulier*
chant,A-KN,289758,Alleluia ?*
chant,A-KN,289830,Alleluia*
chant,A-KN,289838,Alleluia nimis exaltatus es alleluia
chant,A-KN,289856,Si diligeretis me alleluia gauderetis 
chant,A-KN,289857,Alleluia*
chant,A-KN,289871,Alleluia*
chant,A-KN,290237,Ipse invocabit me alleluia
chant,A-KN,290239,Notum fecit dominus alleluia
chant,A-KN,290449,Verbum caro factum est alle-
chant,A-KN,290616,Adorate dominum alleluia in
chant,A-KN,290617,Adorate dominum alleluia om-
chant,A-KN,290779,Alleluia vii
chant,A-KN,290781,Alleluia vii
chant,A-KN,290785,Alleluia vi
chant,A-KN,290789,Alleluia vii
chant,A-KN,292099,Postulavi patrem meum alleluia dedit
chant,A-KN,292126,Alleluia alleluia alleluia alleluia
chant,A-KN,292129,Alleluia alleluia alleluia alleluia
chant,A-KN,292131,Alleluia resurrexit dominus alleluia sicut
chant,A-KN,292140,Alleluia lapis revolutus est ab
chant,A-KN,292147,Ite nuntiate fratribus meis alleluia
chant,A-KN,292148,Alleluia quem quaeris mulier alleluia
chant,A-KN,292149,Alleluia noli flere Maria alleluia
chant,A-KN,292151,Pax vobis ego sum alleluia
chant,A-KN,292169,Cognoverunt dominum alleluia in fractione
chant,A-KN,292212,Dum flerem ad monumentum alleluia
chant,A-KN,292221,Euntes in mundum alleluia docete
chant,A-KN,292222,Ecce ego vobiscum sum alleluia 
chant,A-KN,292230,Alleluia alleluia alleluia
chant,A-KN,292238,Alleluia quem quaeris*
chant,A-KN,292277,Alleluia alleluia alleluia alleluia alleluia 
chant,A-KN,292297,Alleluia alleluia alleluia alleluia
chant,A-KN,292309,Alleluia alleluia alleluia
chant,A-KN,292314,Alleluia alleluia alleluia alleluia
chant,A-KN,292316,Alleluia alleluia alleluia alleluia alleluia
chant,A-KN,292320,Alleluia alleluia alleluia*
chant,A-KN,292322,Alleluia alleluia alleluia alleluia
chant,A-KN,292323,Ecce ego vobiscum sum alleluia
chant,A-KN,292324,Alleluia*
chant,A-KN,292330,Ego sum pastor bonus alleluia
chant,A-KN,292339,Tristitia implevit cor vestrum alleluia 
chant,A-KN,292341,Tristitia vestra alleluia vertetur in 
chant,A-KN,292344,Alleluia quem quaeris*
chant,A-KN,292369,Alleluia*
chant,A-KN,292392,Ego sum vitis vera alleluia 
chant,A-KN,292402,Ecce ego vobiscum sum alleluia
chant,A-KN,292470,Iste cognovit justitiam alleluia et
chant,A-KN,292537,Alleluia ego sum vitis vera
chant,A-KN,292541,Philippe qui videt me alleluia 
chant,A-KN,292544,Alleluia ego sum vitis*
chant,A-KN,292548,Alleluia ego sum*
chant,A-KN,292616,Alleluia nimis exaltatus es alleluia
chant,A-KN,292639,Nimis exaltatus es alleluia super
chant,A-KN,292640,Dominus in Sion alleluia magnus
chant,A-KN,292641,Dominus in caelo alleluia paravit
chant,A-KN,292691,Alleluia*
chant,A-KN,292698,Si diligeretis me alleluia gauderetis
chant,A-KN,292699,Alleluia*
chant,A-KN,292713,Alleluia*
chant,A-KN,292718,Alleluia*
chant,A-KN,292723,Alleluia*
chant,A-KN,292728,Alleluia*
chant,A-KN,292731,Non turbetur cor vestrum alleluia
chant,A-KN,292735,Alleluia*
chant,A-KN,292740,Alleluia*
chant,A-KN,292763,Alleluia*
chant,A-KN,292773,Non vos relinquam orphanos alleluia 
chant,A-KN,292775,Alleluia spiritus paraclitus alleluia docebit
chant,A-KN,292856,Dum complerentur dies pentecostes alleluia
chant,A-KN,294213,Exaltabuntur cornua justi alleluia
chant,A-KN,294214,Lux orta est justis alleluia
chant,A-KN,295290,Ipse invocabit me alleluia
chant,A-KN,295292,Notum fecit dominus alleluia
chant,A-KN,295758,Adorate dominum alleluia in
chant,A-KN,295759,Adorate dominum alleluia om-
chant,A-KN,295929,Alleluia viii
chant,A-KN,295931,Alleluia vii
chant,A-KN,295935,Alleluia vi
chant,A-KN,295939,Alleluia vii
chant,A-KN,297782,Ipse invocabit me alleluia
chant,A-KN,297784,Notum fecit dominus alleluia
chant,A-KN,298273,Adorate dominum alleluia in
chant,A-KN,298274,Adorate deum alleluia omnes
chant,A-KN,298451,Alleluia viii
chant,A-KN,298453,Alleluia vii (Nonne cor)
chant,A-KN,298454,Alleluia v (Alma virgo)
chant,A-KN,298455,Alleluia vii (Animae)
chant,A-KN,300562,Ipse invocabit me alleluia
chant,A-KN,300564,Notum fecit dominus alleluia
chant,A-KN,301032,Adorate dominum alleluia in
chant,A-KN,301033,Adorate deum alleluia omnes
chant,A-KN,301206,Alleluia viii
chant,A-KN,301208,Alleluia vii
chant,A-KN,301212,Alleluia vi
chant,A-KN,301216,Alleluia vii
chant,A-KN,302762,Alleluia iv
chant,A-KN,302765,Alleluia iv
chant,A-KN,302767,Alleluia resurrexit dominus
chant,A-KN,302776,Alleluia lapis revolutus est
chant,A-KN,302784,Alleluia quem quaeris mulier
chant,A-KN,302785,Alleluia noli flere Maria
chant,A-KN,302787,Pax vobis ego sum alleluia
chant,A-KN,302805,Cognoverunt dominum alleluia
chant,A-KN,302857,Euntes in mundum alleluia
chant,A-KN,302866,Alleluia iii
chant,A-KN,302874,Alleluia quem quaeris*
chant,A-KN,302913,Alleluia vii (Redemptor)
chant,A-KN,302933,Alleluia iv
chant,A-KN,302945,Alleluia iii
chant,A-KN,302950,Alleluia iv
chant,A-KN,302952,Alleluia v
chant,A-KN,302956,Alleluia iii
chant,A-KN,302958,Alleluia iv
chant,A-KN,302960,Alleluia ?*
chant,A-KN,302966,Ego sum pastor bonus alleluia
chant,A-KN,302977,Tristitia vestra alleluia
chant,A-KN,302980,Alleluia quem quaeris*
chant,A-KN,303005,Alleluia ?*
chant,A-KN,303028,Ego sum vitis vera alleluia
chant,A-KN,303176,Alleluia ego sum vitis vera
chant,A-KN,303183,Alleluia ego sum vitis*
chant,A-KN,303187,Alleluia ego sum*
chant,A-KN,303260,Alleluia nimis exaltatus es
chant,A-KN,303283,Nimis exaltatus es alleluia
chant,A-KN,303284,Dominus in Sion alleluia
chant,A-KN,303285,Dominus in caelo alleluia
chant,A-KN,303335,Alleluia ?*
chant,A-KN,303342,Si diligeretis me alleluia
chant,A-KN,303343,Alleluia ?*
chant,A-KN,303357,Alleluia ?*
chant,A-KN,303362,Alleluia ?*
chant,A-KN,303366,Alleluia ?*
chant,A-KN,303371,Alleluia ?*
chant,A-KN,303378,Alleluia ?*
chant,A-KN,303383,Alleluia ?*
chant,A-KN,303406,Alleluia ?*
chant,A-KN,303418,Alleluia spiritus paraclitus
chant,A-KN,304961,Lux orta est justis alleluia
chant,A-KR,305930,Ipse invocabit me alleluia
chant,A-KR,306435,Alleluia iii
chant,A-KR,306437,Alleluia exsurge gloria mea alleluia
chant,A-KR,306471,Alleluia iii
chant,A-KR,306482,Alleluia resurrexit dominus
chant,A-KR,306484,Pax vobis ego sum alleluia
chant,A-KR,306569,Alleluia allelu- --
chant,A-KR,306577,Alleluia lapis revolutus est
chant,A-KR,306584,Alleluia quem quaeris mulier
chant,A-KR,306585,Alleluia noli flere Maria
chant,A-KR,306594,Cognoverunt dominum alleluia
chant,A-KR,306602,Euntes in mundum alleluia
chant,A-KR,306605,Pax vobis ego sum alleluia
chant,A-KR,306624,Alleluia lapis revolutus est*
chant,A-KR,306652,Ego sum pastor bonus alleluia
chant,A-KR,306670,Tristitia vestra alleluia
chant,A-KR,306688,Alleluia ego sum vitis vera
chant,A-KR,306756,Pax vobis ego sum alleluia
chant,A-KR,306761,Alleluia ego sum vitis vera
chant,A-KR,306813,Ego sum vitis via alleluia
chant,A-KR,306883,Nimis exaltatus es alleluia
chant,A-KR,306884,Dominus in Sion alleluia
chant,A-KR,306885,Dominus in caelo alleluia
chant,A-KR,306893,Si diligeretis me alleluia
chant,A-KR,306913,Alleluia spiritus paraclitus
chant,A-KR,307301,Lux orta est justis alleluia
chant,A-LIb,335797,Notum fecit dominus alleluia
chant,A-LIb,335857,Verbum caro factum est alle-
chant,A-LIb,336089,Verbum caro factum est alle-
chant,A-LIb,336195,Ipse invocabit me alleluia
chant,A-LIb,336327,Verbum caro factum est alle-
chant,A-LIb,336383,Adorate dominum alleluia om-
chant,A-LIb,336384,Adorate dominum alleluia in
chant,A-LIb,336385,Notum fecit dominus alleluia
chant,A-LIb,336387,Benedicite domino alleluia
chant,A-LIb,336580,Alleluia iv (De Sion exibit)
chant,A-LIb,336594,Alleluia v (Dico vobis)
chant,A-LIb,336599,Hymnum dicamus alleluia
chant,A-LIb,336602,Alleluia vi (In domino)
chant,A-LIb,336609,Alleluia vi (Hortus)
chant,A-LIb,336610,Alleluia v (Christi virgo)
chant,A-LIb,336612,Alleluia v (Inter natos)
chant,A-LIb,336614,Alleluia vi (Innuebant)
chant,A-LIb,336825,Alleluia ? (Confitebor)*
chant,A-LIb,336901,Alleluia audivi quasi vocem
chant,A-LIb,336905,Hymnum cantate nobis alleluia
chant,A-LIb,337629,Alleluia iii
chant,A-LIb,337655,Alleluia ix (Jesum quem)
chant,A-LIb,337661,Alleluia lapis revolutus est
chant,A-LIb,337673,Alleluia quem quaeris mulier
chant,A-LIb,337674,Alleluia noli flere Maria
chant,A-LIb,337686,Cognoverunt dominum alleluia
chant,A-LIb,337709,Pax vobis ego sum alleluia
chant,A-LIb,337733,Alleluia quem quaeris mulier*
chant,A-LIb,337748,Alleluia noli flere*
chant,A-LIb,337757,Euntes in mundum alleluia
chant,A-LIb,337761,Alleluia viii (Postulavi)
chant,A-LIb,337765,Alleluia vii (Nonne cor)
chant,A-LIb,337766,Alleluia ix (Angelus autem)
chant,A-LIb,337768,Alleluia ix (Surgens Jesus)
chant,A-LIb,337769,Alleluia vii (Surrexit)
chant,A-LIb,337770,Alleluia v (In Galilaea)
chant,A-LIb,337771,Alleluia v (Data est mihi)
chant,A-LIb,337772,Alleluia viii (Vespere autem)
chant,A-LIb,337778,Alleluia viii (Postulavi)*
chant,A-LIb,337783,Alleluia vii (Nonne cor)*
chant,A-LIb,337788,Alleluia xi (Multa quidem)
chant,A-LIb,337794,Alleluia ix (Angelus autem)*
chant,A-LIb,337796,Alleluia ix (Surgens)*
chant,A-LIb,337797,Alleluia xi (Multa quidem)*
chant,A-LIb,337798,Alleluia v (In Galilaea)*
chant,A-LIb,337799,Alleluia v (Data est mihi)*
chant,A-LIb,337800,Alleluia iii (Dixit dominus)
chant,A-LIb,337809,Alleluia vi (Et valde manet)*
chant,A-LIb,337813,Alleluia viii (Et dicebant)*
chant,A-LIb,337814,Alleluia viii (Et respici-)*
chant,A-LIb,337815,Alleluia lapis revolutus*
chant,A-LIb,337816,Alleluia vii (Surrexit)*
chant,A-LIb,337817,Alleluia xi (Et coegerent)*
chant,A-LIb,337818,Alleluia vii (Mane nobiscum)*
chant,A-LIb,337819,Alleluia viii (Facta est)*
chant,A-LIb,337821,Alleluia vii (Inclinavit)*
chant,A-LIb,337825,Alleluia ix (Dixit Jesus)*
chant,A-LIb,337826,Alleluia xi (Et recordatae)*
chant,A-LIb,337827,Alleluia iii (De profundis)*
chant,A-LIb,337828,Alleluia viii (Surrexit)
chant,A-LIb,337832,Alleluia xi (Ite nuntiate)*
chant,A-LIb,337833,Alleluia viii (Ego sum)*
chant,A-LIb,337834,Alleluia vii (Quo in)*
chant,A-LIb,337838,Alleluia iii (Domine proba-)*
chant,A-LIb,337842,Alleluia iii (Portio mea)*
chant,A-LIb,337846,Alleluia viii (Vespere)*
chant,A-LIb,337867,Alleluia ? (Ego sum pastor)
chant,A-LIb,337876,Alleluia ix (Angelus autem)*
chant,A-LIb,337881,Ego sum pastor bonus alleluia
chant,A-LIb,337899,Alleluia ? (Iterum autem)
chant,A-LIb,337905,Tristitia vestra alleluia
chant,A-LIb,337927,Alleluia ? (Cum autem)
chant,A-LIb,337956,Alleluia ? (Exivi a patre)
chant,A-LIb,337966,Alleluia iii (Quo in aeter-)
chant,A-LIb,337991,Nimis exaltatus es alleluia
chant,A-LIb,337992,Dominus in Sion alleluia
chant,A-LIb,337993,Dominus in caelo alleluia
chant,A-LIb,338037,Pacem meam do vobis alleluia
chant,A-LIb,338043,Alleluia ? (Sic veniet)*
chant,A-LIb,338044,Alleluia ? (Illi autem)*
chant,A-LIb,338066,Alleluia ? (Dixit dominus)*
chant,A-LIb,338109,Alleluia ? (Dum compleren-)*
chant,A-LIb,338111,Alleluia ? (Repleti sunt)*
chant,A-LIb,338112,Alleluia ? (Loquebantur)*
chant,A-LIb,338129,Si diligeretis me alleluia
chant,A-LIb,338477,Hymnum dicamus alleluia
chant,A-LIb,339245,Alleluia ego sum vitis vera
chant,A-LIb,339283,Alleluia ego sum vitis*
chant,A-LIb,339337,Alleluia ego sum vitis*
chant,A-LIb,339353,Alleluia ego sum vitis*
chant,A-LIb,341011,Lux orta est justis alleluia
chant,A-SF,437549,Ipse invocabit me alleluia
chant,A-SF,437551,Notum fecit dominus alleluia
chant,A-SF,437875,Adorate dominum alleluia in
chant,A-SF,437876,Adorate dominum alleluia om-
chant,A-SF,437974,Alleluia vii
chant,A-SF,437975,Alleluia vii
chant,A-SF,437981,Alleluia vi
chant,A-SF,437992,Alleluia iii
chant,A-SF,437996,Alleluia ii
chant,A-SF,438184,Hymnum cantate nobis alleluia
chant,A-SF,438187,Alleluia nunc dimittis domine
chant,A-SF,438828,Alleluia iii
chant,A-SF,439337,Alleluia resurrexit dominus
chant,A-SF,439339,Alleluia ii
chant,A-SF,439351,Alleluia ii
chant,A-SF,439362,Alleluia iii
chant,A-SF,439396,Alleluia iii
chant,A-SF,439405,Alleluia resurrexit dominus
chant,A-SF,439406,Alleluia noli flere Maria
chant,A-SF,439407,Alleluia quem quaeris mulier
chant,A-SF,439428,Alleluia vii
chant,A-SF,439432,Alleluia iii
chant,A-SF,439436,Alleluia ii
chant,A-SF,439447,Pax vobis ego sum alleluia
chant,A-SF,439448,Cognoverunt dominum alleluia
chant,A-SF,439450,Alleluia lapis revolutus est
chant,A-SF,439473,Alleluia iii
chant,A-SF,439474,Alleluia iii
chant,A-SF,439475,Alleluia iii
chant,A-SF,439476,Alleluia iii
chant,A-SF,439477,Alleluia iv
chant,A-SF,439481,Ego sum pastor bonus alleluia
chant,A-SF,439542,Alleluia ascendens Christus
chant,A-SF,439589,Nimis exaltatus est alleluia
chant,A-SF,439590,Dominus in Sion alleluia
chant,A-SF,439591,Dominus in caelo alleluia
chant,A-SF,439614,Alleluia spiritus paraclitus
chant,A-SF,439668,Si diligeretis me alleluia
chant,A-SF,440030,Tristitia vestra alleluia
chant,A-SF,440051,Tristitia vestra alleluia
