id,name,feast_code
4534,"Bernardini Senensis, transl.",14051710
4555,Bernwardi Episcopi Hildesheimensis,14112020
2587,Birgittae,14100840
2188,Blasii,14020300
1496,"Blasii,8",14020308
4184,Bonaventurae,14071420
2318,Bonifacii,14060500
2826,Bonifatii Martyris,
4269,Bononii,14083010
2365,Botuidi,14072820
4270,Botulphi,14061710
2664,Briccii,14111300
4271,"Briccii,8",14111308
2189,Brigidae,14020100
4536,Brunonis Abbatis,14100610
2660,Burchardi,14101410
2665,Caeciliae,14112200
1497,"Caeciliae,8",14112208
4537,Caesarii Arelatensis,14082700
2666,"Caesarii, Juliani",14110130
2588,Callisti,14101400
4551,Camilli de Lellis,14071820
4272,Candidi,14120110
4556,Canici,14101140
2263,Cantiorum,14053100
4273,"Caprasii, Abb.",14060110
4274,"Caprasii, Mart.",14102000
2264,Carauni,14052810
4275,Castuli,14032610
2667,Catharinae,14112500
4276,Catharinae Bononiensis,14030920
4277,Catharinae Senensis,14042920
2190,Cathedra Petri,14022200
4588,Celsi Treverensis,14010400
4589,"Celsi Treverensis, invent.",14022320
2123,"Celsi, Juliani",14010900
2521,Chlodoaldi,14090720
4526,Chlotildis Regina,14060310
2366,Christinae,14072400
2367,Christophori,14072510
2668,"Chrysanthi, Dariae",14112910
2669,Chrysogoni,14112400
4223,Circumcisio Domini,02010110
2445,Clarae,14081200
4322,"Clarae, inventio",14092310
4490,"Claudii commentariensis, Symphoriani, Nicostrati et sociorum",14070740
2670,Clementis,14112300
4463,Clementis Metensis,14112340
1498,"Clementis,8",14112308
2522,Cleophae,14092510
2589,Colomanni,14101320
2725,Columbae,14123110
2671,Columbani,14112330
1500,Comm. Apostolorum,12001000
1501,Comm. Apostolorum TP,12801000
1502,Comm. Apostolorum TQ,12701000
2109,Comm. Apostolorum et Evangelistarum,12019000
1499,Comm. Apostolorum post Septuagesima,12601000
1488,Comm. Apostolorum sive Martyrum TP,12801100
1503,"Comm. Apostolorum,8",12001008
1506,Comm. Conjungium,12012000
1505,Comm. Conjungium Martyrum,12012200
1504,Comm. Conjungium non Martyrum,12012100
1508,Comm. Evangelistarum,12011000
2093,Comm. Evangelistarum TP,12811000
1547,Comm. Pontificis,12018000
1548,Comm. Regum,12009000
1507,Comm. duorum Apostolorum,12001200
4278,Comm. plurimorum Apostolorum in vigilia,12001010
1512,Comm. plurimorum Confessorum,12005000
1511,Comm. plurimorum Confessorum Pontificum,12005100
1509,Comm. plurimorum Confessorum TP,12805000
1510,Comm. plurimorum Confessorum et Doctorum,12005300
1535,Comm. plurimorum Confessorum non Pontificum,12005200
1534,Comm. plurimorum Confessorum non Pontificum TP,12805200
1513,Comm. plurimorum Martyrum,12003000
1514,Comm. plurimorum Martyrum TP,12803000
4465,Comm. plurimorum Martyrum in vigilia,12003010
4467,Comm. plurimorum Martyrum in vigilia,12003010
4466,Comm. plurimorum Martyrum in vigilia,12003010
4279,Comm. plurimorum Martyrum non Virginum,12003100
1515,"Comm. plurimorum Martyrum,8",12003008
1531,Comm. plurimorum Virginum,12006000
1530,Comm. plurimorum Virginum Martyrum,12006100
1532,Comm. plurimorum Virginum TP,12806000
4280,Comm. plurimorum Virginum in vigilia,12006010
4472,Comm. plurimorum Virginum non Martyrum,12006200
1522,Comm. unius Abbatis,12010000
1523,Comm. unius Apostoli,12001100
4281,Comm. unius Apostoli in vigilia,12001110
1524,Comm. unius Confessoris,12004000
1516,Comm. unius Confessoris Abbatis,12004200
1519,Comm. unius Confessoris Pontificis,12004100
1541,Comm. unius Confessoris Pontificis TP,12804100
1525,Comm. unius Confessoris TP,12804000
1517,Comm. unius Confessoris et Doctoris,12004500
1533,Comm. unius Confessoris et Doctoris non Pontificis,12004800
1518,Comm. unius Confessoris et Episcopi,12004300
1540,"Comm. unius Confessoris et Episcopi,8",12004308
1537,Comm. unius Confessoris non Episcopus,12004400
1538,Comm. unius Confessoris non Pontificis,12004700
1536,Comm. unius Confessoris non Pontificis TP,12804700
1539,Comm. unius Confessoris non Sacerdotis,12004600
1526,Comm. unius Martyris,12002000
1520,Comm. unius Martyris Pontificis,12002100
1527,Comm. unius Martyris TP,12802000
4283,Comm. unius Martyris in vigilia,12002010
1542,Comm. unius Martyris non Pontificis,12002200
4471,Comm. unius Martyris non Pontificis TP,12802200
4284,Comm. unius Martyris non Virginis,12002300
1528,Comm. unius Virginis,12007100
1521,Comm. unius Virginis Martyris,12007000
1529,Comm. unius Virginis TP,12807100
1543,Comm. unius Virginis non Martyris,12007200
4282,Comm. unius electae,12022000
1544,Commem. Dom. Res.,09991000
4285,Commem. Francisci,14041600
1545,Commendat. Animae,13002000
1546,Commune BMV,12000000
1549,Compassio Mariae TP,08046010
2523,Conceptio Jo. Bapt.,14092430
2726,Conceptio Mariae,14120800
1550,Conductus,16008000
2672,Conradi,14112620
2115,Constantii,14012920
2319,"Constantini, Peregr.",14061540
2590,Conversio Afrae,14102610
2124,Conversio Pauli,14012500
2524,Corbiniani,14090820
2525,"Cornelii, Cypriani",14091600
2265,Coronae,14051420
1551,Corporis Christi,09015000
1552,"Corporis Christi,8",09015008
2526,"Cosmae, Damiani",14092700
2591,"Crispini,Crispiniani",14102500
2368,Cucuphatis,14072530
2673,Cuniberti,14111210
2215,Cuthberti,14032000
2446,Cuthburgae,14083120
2125,"Cyri, Joannis",14013100
2447,Cyriaci et Soc.,14080800
2320,Cyrici,14061600
1553,"Cyrici,8",14061608
4185,Cyrilli Alexandrini,14012820
2727,Damasi,14121100
2216,David,14030110
1554,De Angelis,12013000
1555,De Angelis TP,12813000
1556,De BMV,15008000
1557,De BMV Adv.,15008010
1558,De BMV Nat.,15008030
1563,De BMV TP,15008080
1559,De BMV post Ascen.,15008110
1560,De BMV post Epiph.,15008050
1561,De BMV post Pent.,15008090
1562,De BMV post Purif.,15008100
1564,De Esdras,10700000
1565,De Esther,10600000
2674,De Imagine Domini,14110900
1566,De Job,10300000
1567,De Judith,10500000
1568,De Machabaeis,10800000
4186,De Patriarchis,12020000
1569,De Patronis,12014000
1570,De Plur. Sanctis TP,12815100
1571,De Prophetis,10900000
1572,De Regum,10100000
4287,De Sancta Cruce,15011000
1573,De Sancta Lancea,08026010
1574,De Sanctis,12015000
1575,De Sanctis TP,12815000
1576,De Sapientia,10200000
4288,De Spiritu Sancto,15002000
1577,De Tobia,10400000
1578,De Trinitate,09011000
1579,"De Trinitate,8",09011008
4187,De Viduarum,12021000
4506,De allatione reliquiarum in ecclesia Pragensis,14010210
4286,De caritate,16025000
4443,De consecratione caemeteriorum,16046000
4616,De corona domini,14050430
2448,De corona spinea,14081120
1881,De festis duplicibus,16016000
1882,De festis duplicibus majoribus,16016002
1879,De festis duplicibus majoribus TP,16016082
1883,De festis duplicibus minoribus,16016001
1880,De festis duplicibus minoribus TP,16016081
1885,De festis semiduplicibus,16015000
1884,De festis semiduplicibus TP,16015080
2863,De festis simplicibus,16039000
4550,De festis sollemnibus,16051000
4442,De quinque vulneribus Christi,09026000
4508,De secunda allatione reliquiarum in ecclesia Pragensis,14010820
4289,De uno defuncto,13009000
4586,De victoriae christianorum apud Salado,14103010
4290,Decem Millium Martyrum,14062240
2369,Decoll. Antonini,14070410
2449,Decoll. Jo. Bapt.,14082900
2592,Ded.Mont.S.Michaelis,14101630
2675,Dedic. Bas. S. Petri,14111820
2676,Dedic. S. Salvatoris,14110940
2593,"Dedic. S.Salv., Mar.",14101340
2594,Demetrii,14100850
2527,Depositio Emerici,14090210
2231,Depositio Ludgeri,14042420
4497,Desiderii Lingon,14052300
2851,Didaci Confessoris,
2450,Die 2 p. Assump.,14081620
2126,Die 2 p. Epiphaniam,05010700
2728,Die 3 a. Nat. Domini,02122300
2451,Die 3 p. Assump.,14081720
2127,Die 3 p. Epiphaniam,05010800
2452,Die 4 p. Assump.,14081820
2128,Die 4 p. Epiphaniam,05010900
2729,Die 5 a. Nat. Domini,02122100
2453,Die 5 p. Assump.,14081910
2129,Die 5 p. Epiphaniam,05011000
2730,Die 5 p. Nat. Domini,02122900
2454,Die 6 p. Assump.,14082020
2130,Die 6 p. Epiphaniam,05011100
2731,Die 6 p. Nat. Domini,02123000
2455,Die 7 p. Assump.,14082100
2131,Die 7 p. Epiphaniam,05011200
2732,Die 7 p. Nat. Domini,02123100
2595,Dionysii,14100900
1580,"Dionysii,8",14100908
4188,Disibodi,14090840
2370,Divisio Apostolorum,14071510
1581,Dom. 1 Adventus,01011000
1585,Dom. 1 Quadragesimae,07011000
1583,"Dom. 1 p. Epiph.,8",05011018
2103,Dom. 1 p. Epiphaniam,05011010
4607,Dom. 1 p. Oct. Corporis Christi,09031010
1584,Dom. 1 p. Pent.,09011010
1586,Dom. 10 p. Pent.,09101000
1587,"Dom. 10 p. Pent.,8",09101008
1588,Dom. 11 p. Pent.,09111000
1589,"Dom. 11 p. Pent.,8",09111008
1590,Dom. 12 p. Pent.,09121000
1591,"Dom. 12 p. Pent.,8",09121008
1592,Dom. 13 p. Pent.,09131000
1593,"Dom. 13 p. Pent.,8",09131008
1594,Dom. 14 p. Pent.,09141000
1595,"Dom. 14 p. Pent.,8",09141008
1596,Dom. 15 p. Pent.,09151000
1597,"Dom. 15 p. Pent.,8",09151008
1598,Dom. 16 p. Pent.,09161000
1599,"Dom. 16 p. Pent.,8",09161008
1600,Dom. 17 p. Pent.,09171000
1601,"Dom. 17 p. Pent.,8",09171008
1602,Dom. 18 p. Pent.,09181000
1603,"Dom. 18 p. Pent.,8",09181008
1604,Dom. 19 p. Pent.,09191000
1605,"Dom. 19 p. Pent.,8",09191008
1606,Dom. 2 Adventus,01021000
1613,Dom. 2 Quadragesimae,07021000
1607,Dom. 2 p. Epiph.,05021000
1608,"Dom. 2 p. Epiph.,8",05021008
1609,Dom. 2 p. Pascha,08031000
1610,"Dom. 2 p. Pascha,8",08031008
1611,Dom. 2 p. Pent.,09021000
1612,"Dom. 2 p. Pent.,8",09021008
1614,Dom. 20 p. Pent.,09201000
1615,"Dom. 20 p. Pent.,8",09201008
1616,Dom. 21 p. Pent.,09211000
1617,"Dom. 21 p. Pent.,8",09211008
1618,Dom. 22 p. Pent.,09221000
1619,"Dom. 22 p. Pent.,8",09221008
1620,Dom. 23 p. Pent.,09231000
1621,"Dom. 23 p. Pent.,8",09231008
1622,Dom. 24 p. Pent.,09241000
1623,"Dom. 24 p. Pent.,8",09241008
1624,Dom. 25 p. Pent.,09251000
1625,Dom. 26 p. Pent.,09261000
1626,Dom. 27 p. Pent.,09271000
1627,Dom. 28 p. Pent.,09281000
1628,Dom. 3 Adventus,01031000
1634,Dom. 3 Quadragesimae,07031000
1629,Dom. 3 p. Epiph.,05031000
1630,Dom. 3 p. Pascha,08041000
1631,"Dom. 3 p. Pascha,8",08041008
1632,Dom. 3 p. Pent.,09031000
1633,"Dom. 3 p. Pent.,8",09031008
1635,Dom. 4 Adventus,01041000
1641,Dom. 4 Quadragesimae,07041000
1636,Dom. 4 p. Epiph.,05041000
1637,Dom. 4 p. Pascha,08051000
1638,"Dom. 4 p. Pascha,8",08051008
1639,Dom. 4 p. Pent.,09041000
1640,"Dom. 4 p. Pent.,8",09041008
1642,Dom. 5 p. Epiph.,05051000
1643,Dom. 5 p. Pascha,08061000
1644,"Dom. 5 p. Pascha,8",08061008
1645,Dom. 5 p. Pent.,09051000
1646,"Dom. 5 p. Pent.,8",09051008
1647,Dom. 6 p. Epiph.,05061000
1648,Dom. 6 p. Pascha,08071010
1649,Dom. 6 p. Pent.,09061000
1650,"Dom. 6 p. Pent.,8",09061008
1651,Dom. 7 p. Pent.,09071000
1652,"Dom. 7 p. Pent.,8",09071008
1653,Dom. 8 p. Pent.,09081000
1654,"Dom. 8 p. Pent.,8",09081008
1655,Dom. 9 p. Pent.,09091000
1656,"Dom. 9 p. Pent.,8",09091008
1657,Dom. Adventus,01001000
1682,Dom. Pentecostes,08081000
1683,"Dom. Pentecostes,8",08081008
1685,Dom. Quadragesimae,07001000
1686,Dom. Quinquagesimae,06031000
1687,"Dom. Resurrect.,8",08011008
1688,Dom. Resurrectionis,08011000
1689,Dom. Septuagesimae,06011000
1690,Dom. Sexagesimae,06021000
1658,Dom. de Passione,07051000
1659,Dom. in Palmis,07061000
1660,Dom. inf. Oct.Apost.,14062901
4458,Dom. infra oct. Edithae,14091641
1661,Dom. mensis Augusti,11080100
1662,Dom. mensis Nov.,11110100
1663,Dom. mensis Octobris,11100100
1664,Dom. mensis Sept.,11090100
1665,Dom. p. Ascensionem,08071000
1666,Dom. p. Assumptionem,14081501
1667,Dom. p. Cor. Christi,09021010
1668,Dom. p. Ded. Eccl.,12008001
1669,Dom. p. Epiphaniam,05001000
1670,Dom. p. Gaugerici,14081111
1671,Dom. p. Jacobi,14072501
1672,Dom. p. Jo. Bapt.,14062401
1673,Dom. p. Mariae Mag.,14072201
1674,Dom. p. Martini,14111101
1675,Dom. p. Nat. Dom.,03021000
1676,Dom. p. Nat. Mariae,14090801
1677,Dom. p. Oct. Nat.,03031000
1678,Dom. p. Pent.,09001000
1679,Dom. p. Rel. Ved.,14071501
1680,Dom. p. Tr. Vedasti,14100501
1681,Dom. p. Vedasti,14020601
1684,Dom. per annum,04001000
2090,Dom. ult. ante Adv.,09991010
1691,Dom.1 mensis Augusti,11081100
1692,Dom.1 mensis Nov.,11111100
1693,Dom.1 mensis Oct.,11101100
1694,Dom.1 mensis Sept.,11091100
1695,Dom.2 mensis Augusti,11082100
1696,Dom.2 mensis Sept.,11092100
1697,Dom.3 mensis Sept.,11093100
1698,Dom.4 mensis Sept.,11094100
1699,Dom.p.Om.Sanctorum,14110101
1701,Dominica TP,08001000
1700,Dominica in estate,10001000
4474,Dominici,14080430
4618,Dominici Silensis,14122010
4475,"Dominici,8",14080438
2457,Donati,14080700
2596,Donatiani,14101310
2191,Dorotheae,14020610
2266,Dunstani,14051920
2528,Duodecim Fratrum,14090140
2321,Eadburgae,14061530
4293,Edithae,14091640
4294,"Edithae,8",14091648
2677,Edmundi,14112000
4493,Edmundi Archiepiscopi,14111620
2648,"Edwardi, Conf.",14101330
2132,"Edwardi, Conf., de morte",14010520
4295,"Edwardi, Mart.",14031810
2348,"Edwardi, Mart., transl.",14062010
2232,Egberti,14042400
2733,Egwini,14123000
1702,"Egwini,8",14123008
2267,Elev. Elis. Hung.,14050210
1703,"Elev. Elis. Hung.,8",14050218
2133,Elevat. Auberti,14012410
2529,Elevat. Gaugerici,14092400
2530,Elevatio Amandi,14092000
2371,Eliae,14072020
1704,"Eliae,8",14072028
2734,Eligii,14120100
4595,Elisabeth Hung.,14111900
1705,"Elisabeth Hung.,8",14111908
2854,Elisabeth Reginae Portugalliae,14070830
2322,Elisei,14061410
1706,"Elisei,8",14061418
2134,Emerentianae,14012300
4296,Emerici,14110500
2531,Emmerami,14092210
2135,Epiphania,05010600
1707,"Epiphania,8",05010608
2323,Erasmi,14060300
2268,Erici,14051800
2324,Eskilli,14061220
2458,Ethelwoldi,14080130
4189,Eucharii,14120810
2679,Eugenii,14111500
4557,Eulaliae Emeritensis,14121010
2532,Euphemiae,14091610
2459,"Eupli, Leucii",14081210
2460,Eusebii,14081400
4297,Eusebii Episcopi,14121610
4476,Eustachii,14092010
2680,Eustachii,14110200
2735,Eustratii et Soc.,14121350
2269,Euticii,14051500
2233,Eutropii,14043010
2533,Evurtii,14090700
1708,"Exalt. Crucis,8",14091408
2534,Exaltatio Crucis,14091400
2136,Exceptio Marcelli,14010540
2769,Exspectationis BMV,14121810
2137,"Fabiani, Sebastiani",14012000
2192,"Faustini, Jovitae",14021500
2372,Felicis,14072900
2138,Felicis Nolani,14011410
4190,Felicis Valesius,14112010
2461,"Felicis, Adaucti",14083000
4191,"Felicis, Pont.",14053000
2535,"Felicis, Regulae",14091110
2462,"Felicissimi, Agapiti",14080620
2681,Felicitatis,14112310
1709,Fer. 2 Adventus,01002000
1710,Fer. 2 Cor. Christi,09022000
1712,Fer. 2 Hebd. 1 Adv.,01012000
1713,Fer. 2 Hebd. 1 Quad.,07012000
1714,Fer. 2 Hebd. 2 Adv.,01022000
1716,Fer. 2 Hebd. 2 Quad.,07022000
1715,Fer. 2 Hebd. 2 p.Ep.,05022000
1717,Fer. 2 Hebd. 3 Adv.,01032000
1719,Fer. 2 Hebd. 3 Pasc.,08032000
1720,Fer. 2 Hebd. 3 Quad.,07032000
1718,Fer. 2 Hebd. 3 p.Ep.,05032000
1721,Fer. 2 Hebd. 4 Adv.,01042000
1723,Fer. 2 Hebd. 4 Pasc.,08042000
1724,Fer. 2 Hebd. 4 Quad.,07042000
1722,Fer. 2 Hebd. 4 p.Ep.,05042000
1726,Fer. 2 Hebd. 5 Pasc.,08052000
1725,Fer. 2 Hebd. 5 p.Ep.,05052000
1728,Fer. 2 Maj. Hebd.,07062000
1734,Fer. 2 Pent.,08082000
1735,Fer. 2 Quadragesimae,07002000
1736,Fer. 2 Quinquages.,06032000
1737,Fer. 2 Septuagesimae,06012000
1738,Fer. 2 Sexagesimae,06022000
1739,Fer. 2 Trinitate,09012000
1711,Fer. 2 de Passione,07052000
1727,Fer. 2 in Letaniis,08062000
1858,Fer. 2 in estate,10002000
1729,Fer. 2 p. Ascensio.,08072000
1730,Fer. 2 p. Epiphaniam,05012000
1731,Fer. 2 p. Nat. Dom.,03022000
1732,Fer. 2 p. Oct.Pasch.,08022000
1733,Fer. 2 p. Pascha,08012000
1859,Fer. 2 per annum,04002000
1740,Fer. 3 Adventus,01003000
1741,Fer. 3 Cor. Christi,09023000
1743,Fer. 3 Hebd. 1 Adv.,01013000
1744,Fer. 3 Hebd. 1 Quad.,07013000
1745,Fer. 3 Hebd. 2 Adv.,01023000
1747,Fer. 3 Hebd. 2 Quad.,07023000
1746,Fer. 3 Hebd. 2 p.Ep.,05023000
1748,Fer. 3 Hebd. 3 Adv.,01033000
1750,Fer. 3 Hebd. 3 Pasc.,08033000
1751,Fer. 3 Hebd. 3 Quad.,07033000
1749,Fer. 3 Hebd. 3 p.Ep.,05033000
1752,Fer. 3 Hebd. 4 Adv.,01043000
1753,Fer. 3 Hebd. 4 Pasc.,08043000
1754,Fer. 3 Hebd. 4 Quad.,07043000
4299,Fer. 3 Hebd. 4 p.Ep.,05043000
1755,Fer. 3 Hebd. 5 Pasc.,08053000
4300,Fer. 3 Hebd. 5 p.Ep.,05053000
1757,Fer. 3 Maj. Hebd.,07063000
1763,Fer. 3 Pent.,08083000
1764,Fer. 3 Quadragesimae,07003000
1765,Fer. 3 Quinquages.,06033000
1766,Fer. 3 Septuagesimae,06013000
1767,Fer. 3 Sexagesimae,06023000
1768,Fer. 3 Trinitate,09013000
1742,Fer. 3 de Passione,07053000
1756,Fer. 3 in Letaniis,08063000
1862,Fer. 3 in estate,10003000
1758,Fer. 3 p. Ascensio.,08073000
1759,Fer. 3 p. Epiphaniam,05013000
1760,Fer. 3 p. Nat. Dom.,03023000
1761,Fer. 3 p. Oct.Pasch.,08023000
1762,Fer. 3 p. Pascha,08013000
1863,Fer. 3 per annum,04003000
1769,Fer. 4 Adventus,01004000
1770,Fer. 4 Cinerum,06034000
1771,Fer. 4 Cor. Christi,09024000
1773,Fer. 4 Hebd. 1 Adv.,01014000
1774,Fer. 4 Hebd. 1 Quad.,07014000
1775,Fer. 4 Hebd. 2 Adv.,01024000
1777,Fer. 4 Hebd. 2 Quad.,07024000
1776,Fer. 4 Hebd. 2 p.Ep.,05024000
1778,Fer. 4 Hebd. 3 Adv.,01034000
1780,Fer. 4 Hebd. 3 Pasc.,08034000
1781,Fer. 4 Hebd. 3 Quad.,07034000
1779,Fer. 4 Hebd. 3 p.Ep.,05034000
1782,Fer. 4 Hebd. 4 Adv.,01044000
1783,Fer. 4 Hebd. 4 Pasc.,08044000
1784,Fer. 4 Hebd. 4 Quad.,07044000
4301,Fer. 4 Hebd. 4 p.Ep.,05044000
1785,Fer. 4 Hebd. 5 Pasc.,08054000
4302,Fer. 4 Hebd. 5 p.Ep.,05054000
1788,Fer. 4 Maj. Hebd.,07064000
1794,Fer. 4 Pent.,08084000
1795,Fer. 4 Q.T. Adventus,01034009
4304,Fer. 4 Q.T. Pent.,08084009
1796,Fer. 4 Q.T. Quad.,07014009
1797,Fer. 4 Q.T. Sept.,11090409
1798,Fer. 4 Quadragesimae,07004000
1799,Fer. 4 Septuagesimae,06014000
1800,Fer. 4 Sexagesimae,06024000
1801,Fer. 4 Trinitate,09014000
1772,Fer. 4 de Passione,07054000
1786,Fer. 4 in Letaniis,08064000
4303,Fer. 4 in Pent. 17,09164000
1787,Fer. 4 in Pent. 19,09184000
1865,Fer. 4 in estate,10004000
1789,Fer. 4 p. Ascensio.,08074000
1790,Fer. 4 p. Epiphaniam,05014000
1791,Fer. 4 p. Nat. Dom.,03024000
1792,Fer. 4 p. Oct.Pasch.,08024000
1793,Fer. 4 p. Pascha,08014000
1866,Fer. 4 per annum,04004000
1803,Fer. 5 Hebd. 1 Adv.,01015000
1804,Fer. 5 Hebd. 1 Quad.,07015000
1805,Fer. 5 Hebd. 2 Adv.,01025000
1807,Fer. 5 Hebd. 2 Quad.,07025000
1806,Fer. 5 Hebd. 2 p.Ep.,05025000
1808,Fer. 5 Hebd. 3 Adv.,01035000
1809,Fer. 5 Hebd. 3 Pasc.,08035000
1810,Fer. 5 Hebd. 3 Pent.,09025010
1811,Fer. 5 Hebd. 3 Quad.,07035000
4305,Fer. 5 Hebd. 3 p.Ep.,05035000
1812,Fer. 5 Hebd. 4 Adv.,01045000
1813,Fer. 5 Hebd. 4 Pasc.,08045000
1814,Fer. 5 Hebd. 4 Quad.,07045000
4306,Fer. 5 Hebd. 4 p.Ep.,05045000
1815,Fer. 5 Hebd. 5 Pasc.,08055000
4307,Fer. 5 Hebd. 5 p.Ep.,05055000
1821,Fer. 5 Pent.,08085000
1823,Fer. 5 Q.T. Adventus,01035009
4548,Fer. 5 Q.T. Pent.,08085009
1824,Fer. 5 Quadragesimae,07005000
1825,Fer. 5 Septuagesimae,06015000
1826,Fer. 5 Sexagesimae,06025000
1802,Fer. 5 de Passione,07055000
1816,Fer. 5 in Cena Dom.,07065000
1868,Fer. 5 in estate,10005000
1817,Fer. 5 p. Epiphaniam,05015000
1818,Fer. 5 p. Nat. Dom.,03025000
1819,Fer. 5 p. Oct.Pasch.,08025000
1820,Fer. 5 p. Pascha,08015000
1869,Fer. 5 per annum,04005000
1822,Fer. 5 post Cineres,06035000
1827,Fer. 6 Cor. Christi,09016000
1829,Fer. 6 Hebd. 1 Adv.,01016000
1830,Fer. 6 Hebd. 1 Quad.,07016000
1831,Fer. 6 Hebd. 2 Adv.,01026000
1833,Fer. 6 Hebd. 2 Quad.,07026000
1832,Fer. 6 Hebd. 2 p.Ep.,05026000
1834,Fer. 6 Hebd. 3 Adv.,01036000
1835,Fer. 6 Hebd. 3 Pasc.,08036000
1836,Fer. 6 Hebd. 3 Quad.,07036000
4308,Fer. 6 Hebd. 3 p.Ep.,05036000
1837,Fer. 6 Hebd. 4 Adv.,01046000
1838,Fer. 6 Hebd. 4 Pasc.,08046000
1839,Fer. 6 Hebd. 4 Quad.,07046000
4309,Fer. 6 Hebd. 4 p.Ep.,05046000
1840,Fer. 6 Hebd. 5 Pasc.,08056000
4310,Fer. 6 Hebd. 5 p.Ep.,05056000
1848,Fer. 6 Pent.,08086000
1850,Fer. 6 Q.T. Adventus,01036009
4312,Fer. 6 Q.T. Pent.,08086009
