id,name,feast_code
1583,"Dom. 1 p. Epiph.,8",05011018
4587,"Sanctae familiae Jesu, Mariae, Joseph",05011020
2130,Die 6 p. Epiphaniam,05011100
2131,Die 7 p. Epiphaniam,05011200
2158,Octava Epiphaniae,05011300
1730,Fer. 2 p. Epiphaniam,05012000
1759,Fer. 3 p. Epiphaniam,05013000
1790,Fer. 4 p. Epiphaniam,05014000
1817,Fer. 5 p. Epiphaniam,05015000
1843,Fer. 6 p. Epiphaniam,05016000
1992,Sabb. p. Epiphaniam,05017000
1607,Dom. 2 p. Epiph.,05021000
1608,"Dom. 2 p. Epiph.,8",05021008
1715,Fer. 2 Hebd. 2 p.Ep.,05022000
1746,Fer. 3 Hebd. 2 p.Ep.,05023000
1776,Fer. 4 Hebd. 2 p.Ep.,05024000
1806,Fer. 5 Hebd. 2 p.Ep.,05025000
1832,Fer. 6 Hebd. 2 p.Ep.,05026000
1985,Sabb. Hebd. 2 p. Ep.,05027000
1629,Dom. 3 p. Epiph.,05031000
1718,Fer. 2 Hebd. 3 p.Ep.,05032000
1749,Fer. 3 Hebd. 3 p.Ep.,05033000
1779,Fer. 4 Hebd. 3 p.Ep.,05034000
4305,Fer. 5 Hebd. 3 p.Ep.,05035000
4308,Fer. 6 Hebd. 3 p.Ep.,05036000
1987,Sabb. Hebd. 3 p. Ep.,05037000
1636,Dom. 4 p. Epiph.,05041000
1722,Fer. 2 Hebd. 4 p.Ep.,05042000
4299,Fer. 3 Hebd. 4 p.Ep.,05043000
4301,Fer. 4 Hebd. 4 p.Ep.,05044000
4306,Fer. 5 Hebd. 4 p.Ep.,05045000
4309,Fer. 6 Hebd. 4 p.Ep.,05046000
1989,Sabb. Hebd. 4 p. Ep.,05047000
1642,Dom. 5 p. Epiph.,05051000
1725,Fer. 2 Hebd. 5 p.Ep.,05052000
4300,Fer. 3 Hebd. 5 p.Ep.,05053000
4302,Fer. 4 Hebd. 5 p.Ep.,05054000
4307,Fer. 5 Hebd. 5 p.Ep.,05055000
4310,Fer. 6 Hebd. 5 p.Ep.,05056000
4396,Sabb. Hebd. 5 p.Ep.,05057000
1647,Dom. 6 p. Epiph.,05061000
1689,Dom. Septuagesimae,06011000
1737,Fer. 2 Septuagesimae,06012000
1766,Fer. 3 Septuagesimae,06013000
1799,Fer. 4 Septuagesimae,06014000
1825,Fer. 5 Septuagesimae,06015000
1854,Fer. 6 Septuagesimae,06016000
1998,Sabb. Septuagesimae,06017000
1916,Hebd. Septuagesimae,06018000
1690,Dom. Sexagesimae,06021000
1738,Fer. 2 Sexagesimae,06022000
1767,Fer. 3 Sexagesimae,06023000
1800,Fer. 4 Sexagesimae,06024000
1826,Fer. 5 Sexagesimae,06025000
1855,Fer. 6 Sexagesimae,06026000
1999,Sabb. Sexagesimae,06027000
1917,Hebd. Sexagesimae,06028000
1686,Dom. Quinquagesimae,06031000
1736,Fer. 2 Quinquages.,06032000
1765,Fer. 3 Quinquages.,06033000
1770,Fer. 4 Cinerum,06034000
1822,Fer. 5 post Cineres,06035000
1849,Fer. 6 post Cineres,06036000
2012,Sabbato post Cineres,06037000
1914,Hebd. Quinquagesimae,06038000
1931,In tempore Quad.,07000000
1685,Dom. Quadragesimae,07001000
1735,Fer. 2 Quadragesimae,07002000
1764,Fer. 3 Quadragesimae,07003000
1798,Fer. 4 Quadragesimae,07004000
1824,Fer. 5 Quadragesimae,07005000
1853,Fer. 6 Quadragesimae,07006000
1997,Sabb. Quadragesimae,07007000
1913,Hebd. Quadragesimae,07008000
4391,Q.T. Quadragesimae,07010009
1585,Dom. 1 Quadragesimae,07011000
1713,Fer. 2 Hebd. 1 Quad.,07012000
1744,Fer. 3 Hebd. 1 Quad.,07013000
1774,Fer. 4 Hebd. 1 Quad.,07014000
1796,Fer. 4 Q.T. Quad.,07014009
1804,Fer. 5 Hebd. 1 Quad.,07015000
1830,Fer. 6 Hebd. 1 Quad.,07016000
1851,Fer. 6 Q.T. Quad.,07016009
1984,Sabb. Hebd. 1 Quad.,07017000
1891,Hebd. 1 Quad.,07018000
1613,Dom. 2 Quadragesimae,07021000
1716,Fer. 2 Hebd. 2 Quad.,07022000
1747,Fer. 3 Hebd. 2 Quad.,07023000
1777,Fer. 4 Hebd. 2 Quad.,07024000
1807,Fer. 5 Hebd. 2 Quad.,07025000
1833,Fer. 6 Hebd. 2 Quad.,07026000
1986,Sabb. Hebd. 2 Quad.,07027000
1894,Hebd. 2 Quad.,07028000
1634,Dom. 3 Quadragesimae,07031000
1720,Fer. 2 Hebd. 3 Quad.,07032000
1751,Fer. 3 Hebd. 3 Quad.,07033000
1781,Fer. 4 Hebd. 3 Quad.,07034000
1811,Fer. 5 Hebd. 3 Quad.,07035000
1836,Fer. 6 Hebd. 3 Quad.,07036000
1988,Sabb. Hebd. 3 Quad.,07037000
1897,Hebd. 3 Quad.,07038000
1641,Dom. 4 Quadragesimae,07041000
1724,Fer. 2 Hebd. 4 Quad.,07042000
1754,Fer. 3 Hebd. 4 Quad.,07043000
1784,Fer. 4 Hebd. 4 Quad.,07044000
1814,Fer. 5 Hebd. 4 Quad.,07045000
1839,Fer. 6 Hebd. 4 Quad.,07046000
1990,Sabb. Hebd. 4 Quad.,07047000
1900,Hebd. 4 Quad.,07048000
1658,Dom. de Passione,07051000
1711,Fer. 2 de Passione,07052000
1742,Fer. 3 de Passione,07053000
1772,Fer. 4 de Passione,07054000
1802,Fer. 5 de Passione,07055000
1828,Fer. 6 de Passione,07056000
1983,Sabb. de Passione,07057000
1907,Hebd. de Passione,07058000
1659,Dom. in Palmis,07061000
1728,Fer. 2 Maj. Hebd.,07062000
1757,Fer. 3 Maj. Hebd.,07063000
1788,Fer. 4 Maj. Hebd.,07064000
1816,Fer. 5 in Cena Dom.,07065000
1475,Ad Mandatum,07065010
1841,Fer. 6 in Parasceve,07066000
2014,Sabbato Sancto,07067000
1915,Hebd. Sancta,07068000
1932,In Triduum,07069000
1930,In tempore Paschae,08000000
1701,Dominica TP,08001000
1860,Feria 2 TP,08002000
1864,Feria 3 TP,08003000
1867,Feria 4 TP,08004000
1870,Feria 5 TP,08005000
1873,Feria 6 TP,08006000
2015,Sabbato TP,08007000
1918,Hebd. TP,08008000
1688,Dom. Resurrectionis,08011000
1687,"Dom. Resurrect.,8",08011008
1733,Fer. 2 p. Pascha,08012000
1762,Fer. 3 p. Pascha,08013000
1793,Fer. 4 p. Pascha,08014000
1820,Fer. 5 p. Pascha,08015000
1847,Fer. 6 p. Pascha,08016000
2008,Sabbato in Albis,08017000
1969,Pascha Annotinum,08020100
1963,Octava Paschae,08021000
1964,"Octava Paschae,8",08021008
1732,Fer. 2 p. Oct.Pasch.,08022000
1761,Fer. 3 p. Oct.Pasch.,08023000
1792,Fer. 4 p. Oct.Pasch.,08024000
1819,Fer. 5 p. Oct.Pasch.,08025000
1846,Fer. 6 p. Oct.Pasch.,08026000
1573,De Sancta Lancea,08026010
1995,Sabb. p. Oct. Pasch.,08027000
1893,Hebd. 2 p. Pascha,08028000
1609,Dom. 2 p. Pascha,08031000
1610,"Dom. 2 p. Pascha,8",08031008
1719,Fer. 2 Hebd. 3 Pasc.,08032000
1750,Fer. 3 Hebd. 3 Pasc.,08033000
1780,Fer. 4 Hebd. 3 Pasc.,08034000
1809,Fer. 5 Hebd. 3 Pasc.,08035000
1835,Fer. 6 Hebd. 3 Pasc.,08036000
2001,Sabbato 3 p. Pascha,08037000
1896,Hebd. 3 p. Pascha,08038000
1630,Dom. 3 p. Pascha,08041000
1631,"Dom. 3 p. Pascha,8",08041008
1723,Fer. 2 Hebd. 4 Pasc.,08042000
2238,In Letaniis maj.,08042500
1753,Fer. 3 Hebd. 4 Pasc.,08043000
1783,Fer. 4 Hebd. 4 Pasc.,08044000
1813,Fer. 5 Hebd. 4 Pasc.,08045000
1838,Fer. 6 Hebd. 4 Pasc.,08046000
1549,Compassio Mariae TP,08046010
2002,Sabbato 4 p. Pascha,08047000
1899,Hebd. 4 p. Pascha,08048000
1637,Dom. 4 p. Pascha,08051000
1638,"Dom. 4 p. Pascha,8",08051008
1726,Fer. 2 Hebd. 5 Pasc.,08052000
1755,Fer. 3 Hebd. 5 Pasc.,08053000
1785,Fer. 4 Hebd. 5 Pasc.,08054000
1815,Fer. 5 Hebd. 5 Pasc.,08055000
1840,Fer. 6 Hebd. 5 Pasc.,08056000
2003,Sabbato 5 p. Pascha,08057000
1901,Hebd. 5 p. Pascha,08058000
1643,Dom. 5 p. Pascha,08061000
1644,"Dom. 5 p. Pascha,8",08061008
1727,Fer. 2 in Letaniis,08062000
1756,Fer. 3 in Letaniis,08063000
1786,Fer. 4 in Letaniis,08064000
4206,"Ascensionis Domini, in vigilia",08064001
1489,Ascensio Domini,08065000
1490,"Ascensio Domini,8",08065008
1842,Fer. 6 p. Ascensio.,08066000
1991,Sabb. p. Ascensionem,08067000
1902,Hebd. 6 p. Pascha,08068000
1926,In Letaniis,08068010
1665,Dom. p. Ascensionem,08071000
1648,Dom. 6 p. Pascha,08071010
1729,Fer. 2 p. Ascensio.,08072000
1758,Fer. 3 p. Ascensio.,08073000
1789,Fer. 4 p. Ascensio.,08074000
1958,Oct. Ascens. Domini,08075000
1845,Fer. 6 p. Oct. Asc.,08076000
2080,Vigilia Pentecostes,08077000
1994,Sabb. p. Oct. Asc.,08077100
1682,Dom. Pentecostes,08081000
1683,"Dom. Pentecostes,8",08081008
1734,Fer. 2 Pent.,08082000
1763,Fer. 3 Pent.,08083000
1794,Fer. 4 Pent.,08084000
4304,Fer. 4 Q.T. Pent.,08084009
1821,Fer. 5 Pent.,08085000
4548,Fer. 5 Q.T. Pent.,08085009
1848,Fer. 6 Pent.,08086000
4312,Fer. 6 Q.T. Pent.,08086009
2010,Sabbato Pent.,08087000
4398,Sabbato Q.T. Pent.,08087009
1965,Octava Pentecostes,08091000
1678,Dom. p. Pent.,09001000
1911,Hebd. p. Pent.,09008000
1578,De Trinitate,09011000
1579,"De Trinitate,8",09011008
1584,Dom. 1 p. Pent.,09011010
1739,Fer. 2 Trinitate,09012000
1768,Fer. 3 Trinitate,09013000
1801,Fer. 4 Trinitate,09014000
1551,Corporis Christi,09015000
1552,"Corporis Christi,8",09015008
1827,Fer. 6 Cor. Christi,09016000
1982,Sabb. Cor. Christi,09017000
4545,Sabb. p. Dom. 1 p. Pent.,09017010
1611,Dom. 2 p. Pent.,09021000
1612,"Dom. 2 p. Pent.,8",09021008
1667,Dom. p. Cor. Christi,09021010
1961,Octava de Trinitate,09021020
1710,Fer. 2 Cor. Christi,09022000
1741,Fer. 3 Cor. Christi,09023000
1771,Fer. 4 Cor. Christi,09024000
4199,Oct. Corporis Christi,09025000
1810,Fer. 5 Hebd. 3 Pent.,09025010
4442,De quinque vulneribus Christi,09026000
4575,Sacratissimi Cordis Jesu,09026010
2000,Sabb.p.Oct.Cor.Chri.,09027000
1632,Dom. 3 p. Pent.,09031000
1633,"Dom. 3 p. Pent.,8",09031008
4607,Dom. 1 p. Oct. Corporis Christi,09031010
1639,Dom. 4 p. Pent.,09041000
1640,"Dom. 4 p. Pent.,8",09041008
1645,Dom. 5 p. Pent.,09051000
1646,"Dom. 5 p. Pent.,8",09051008
1649,Dom. 6 p. Pent.,09061000
1650,"Dom. 6 p. Pent.,8",09061008
1651,Dom. 7 p. Pent.,09071000
1652,"Dom. 7 p. Pent.,8",09071008
1653,Dom. 8 p. Pent.,09081000
1654,"Dom. 8 p. Pent.,8",09081008
1655,Dom. 9 p. Pent.,09091000
1656,"Dom. 9 p. Pent.,8",09091008
1586,Dom. 10 p. Pent.,09101000
1587,"Dom. 10 p. Pent.,8",09101008
1588,Dom. 11 p. Pent.,09111000
1589,"Dom. 11 p. Pent.,8",09111008
1590,Dom. 12 p. Pent.,09121000
1591,"Dom. 12 p. Pent.,8",09121008
1592,Dom. 13 p. Pent.,09131000
1593,"Dom. 13 p. Pent.,8",09131008
1594,Dom. 14 p. Pent.,09141000
1595,"Dom. 14 p. Pent.,8",09141008
1596,Dom. 15 p. Pent.,09151000
1597,"Dom. 15 p. Pent.,8",09151008
1598,Dom. 16 p. Pent.,09161000
1599,"Dom. 16 p. Pent.,8",09161008
4303,Fer. 4 in Pent. 17,09164000
4311,Fer. 6 in Pent. 17,09166000
4397,Sabb. in Pent. 17,09167000
1600,Dom. 17 p. Pent.,09171000
1601,"Dom. 17 p. Pent.,8",09171008
1602,Dom. 18 p. Pent.,09181000
1603,"Dom. 18 p. Pent.,8",09181008
1787,Fer. 4 in Pent. 19,09184000
1604,Dom. 19 p. Pent.,09191000
1605,"Dom. 19 p. Pent.,8",09191008
1614,Dom. 20 p. Pent.,09201000
1615,"Dom. 20 p. Pent.,8",09201008
1616,Dom. 21 p. Pent.,09211000
1617,"Dom. 21 p. Pent.,8",09211008
1618,Dom. 22 p. Pent.,09221000
1619,"Dom. 22 p. Pent.,8",09221008
1620,Dom. 23 p. Pent.,09231000
1621,"Dom. 23 p. Pent.,8",09231008
1622,Dom. 24 p. Pent.,09241000
1623,"Dom. 24 p. Pent.,8",09241008
1624,Dom. 25 p. Pent.,09251000
1625,Dom. 26 p. Pent.,09261000
1626,Dom. 27 p. Pent.,09271000
1627,Dom. 28 p. Pent.,09281000
1544,Commem. Dom. Res.,09991000
2090,Dom. ult. ante Adv.,09991010
1925,In estate,10000000
1700,Dominica in estate,10001000
1858,Fer. 2 in estate,10002000
1862,Fer. 3 in estate,10003000
1865,Fer. 4 in estate,10004000
1868,Fer. 5 in estate,10005000
1871,Fer. 6 in estate,10006000
2009,Sabbato in estate,10007000
1572,De Regum,10100000
2088,Hebd. de Regum,10100008
1857,Feria 2 de Regum,10102000
1576,De Sapientia,10200000
1908,Hebd. de Sapientia,10208000
1566,De Job,10300000
1856,Feria 2 de Job,10302000
1861,Feria 3 de Job,10303000
1904,Hebd. de Job,10308000
1577,De Tobia,10400000
1909,Hebd. de Tobia,10408000
1567,De Judith,10500000
1905,Hebd. de Judith,10508000
1565,De Esther,10600000
1564,De Esdras,10700000
1568,De Machabaeis,10800000
1906,Hebd. de Machabaeis,10808000
1571,De Prophetis,10900000
2089,Hebd. de Prophetis,10908000
1661,Dom. mensis Augusti,11080100
1691,Dom.1 mensis Augusti,11081100
1695,Dom.2 mensis Augusti,11082100
1664,Dom. mensis Sept.,11090100
1797,Fer. 4 Q.T. Sept.,11090409
1852,Fer. 6 Q.T. Sept.,11090609
2013,Sabbato Q.T. Sept.,11090709
1694,Dom.1 mensis Sept.,11091100
1696,Dom.2 mensis Sept.,11092100
1697,Dom.3 mensis Sept.,11093100
1698,Dom.4 mensis Sept.,11094100
1663,Dom. mensis Octobris,11100100
1693,Dom.1 mensis Oct.,11101100
1662,Dom. mensis Nov.,11110100
1692,Dom.1 mensis Nov.,11111100
1546,Commune BMV,12000000
1500,Comm. Apostolorum,12001000
1503,"Comm. Apostolorum,8",12001008
4278,Comm. plurimorum Apostolorum in vigilia,12001010
1523,Comm. unius Apostoli,12001100
4281,Comm. unius Apostoli in vigilia,12001110
1507,Comm. duorum Apostolorum,12001200
1526,Comm. unius Martyris,12002000
4283,Comm. unius Martyris in vigilia,12002010
1520,Comm. unius Martyris Pontificis,12002100
1542,Comm. unius Martyris non Pontificis,12002200
4284,Comm. unius Martyris non Virginis,12002300
1513,Comm. plurimorum Martyrum,12003000
1515,"Comm. plurimorum Martyrum,8",12003008
4465,Comm. plurimorum Martyrum in vigilia,12003010
4467,Comm. plurimorum Martyrum in vigilia,12003010
4466,Comm. plurimorum Martyrum in vigilia,12003010
4279,Comm. plurimorum Martyrum non Virginum,12003100
1524,Comm. unius Confessoris,12004000
1519,Comm. unius Confessoris Pontificis,12004100
1516,Comm. unius Confessoris Abbatis,12004200
1518,Comm. unius Confessoris et Episcopi,12004300
1540,"Comm. unius Confessoris et Episcopi,8",12004308
1537,Comm. unius Confessoris non Episcopus,12004400
1517,Comm. unius Confessoris et Doctoris,12004500
1539,Comm. unius Confessoris non Sacerdotis,12004600
1538,Comm. unius Confessoris non Pontificis,12004700
1533,Comm. unius Confessoris et Doctoris non Pontificis,12004800
1512,Comm. plurimorum Confessorum,12005000
1511,Comm. plurimorum Confessorum Pontificum,12005100
1535,Comm. plurimorum Confessorum non Pontificum,12005200
1510,Comm. plurimorum Confessorum et Doctorum,12005300
1531,Comm. plurimorum Virginum,12006000
4280,Comm. plurimorum Virginum in vigilia,12006010
1530,Comm. plurimorum Virginum Martyrum,12006100
4472,Comm. plurimorum Virginum non Martyrum,12006200
1521,Comm. unius Virginis Martyris,12007000
1528,Comm. unius Virginis,12007100
1543,Comm. unius Virginis non Martyris,12007200
1924,In Dedicatione Eccl.,12008000
1668,Dom. p. Ded. Eccl.,12008001
1923,"In Dedicat. Eccl.,8",12008008
2091,In Dedicat. Eccl. TP,12008080
1959,Oct. Dedicat. Eccl.,12008100
1548,Comm. Regum,12009000
1522,Comm. unius Abbatis,12010000
1508,Comm. Evangelistarum,12011000
1506,Comm. Conjungium,12012000
1504,Comm. Conjungium non Martyrum,12012100
1505,Comm. Conjungium Martyrum,12012200
1554,De Angelis,12013000
1569,De Patronis,12014000
1574,De Sanctis,12015000
2016,Ss Ord. Benedictinae,12016000
2056,Suff. Ordinis Carm.,12017000
1547,Comm. Pontificis,12018000
2109,Comm. Apostolorum et Evangelistarum,12019000
4186,De Patriarchis,12020000
4187,De Viduarum,12021000
4282,Comm. unius electae,12022000
1499,Comm. Apostolorum post Septuagesima,12601000
1502,Comm. Apostolorum TQ,12701000
1501,Comm. Apostolorum TP,12801000
1488,Comm. Apostolorum sive Martyrum TP,12801100
1527,Comm. unius Martyris TP,12802000
4471,Comm. unius Martyris non Pontificis TP,12802200
1949,Mart. sive Conf. TP,12802300
1514,Comm. plurimorum Martyrum TP,12803000
1525,Comm. unius Confessoris TP,12804000
1541,Comm. unius Confessoris Pontificis TP,12804100
1536,Comm. unius Confessoris non Pontificis TP,12804700
1509,Comm. plurimorum Confessorum TP,12805000
1534,Comm. plurimorum Confessorum non Pontificum TP,12805200
1532,Comm. plurimorum Virginum TP,12806000
1529,Comm. unius Virginis TP,12807100
2093,Comm. Evangelistarum TP,12811000
1555,De Angelis TP,12813000
1575,De Sanctis TP,12815000
1570,De Plur. Sanctis TP,12815100
1975,Pro defunctis,13001000
1545,Commendat. Animae,13002000
4372,Pro defunctis Episcopis,13003000
4359,Ordo in finem hominis diei,13004000
4350,Ordo ad consecrandum novum sepulcrum,13005000
4351,Ordo ad corpus parvuli commendandum,13006000
4358,Ordo in commendatione presbyteri,13007000
4363,Ordo super sepulcrum quando clamore proclamatur,13008000
4289,De uno defuncto,13009000
4356,Ordo de parvulo defuncto,13010000
4373,Pro defunctis Sacerdotibus,13011000
4357,Ordo de patribus et fratribus defunctis,13012000
2122,Basilii,14010200
4506,De allatione reliquiarum in ecclesia Pragensis,14010210
4552,Adalhardi Corbeiensis,14010220
2140,Genovefae,14010300
4588,Celsi Treverensis,14010400
2171,Simeonis Stylitae,14010500
2161,Octava Thomae Cant.,14010510
2132,"Edwardi, Conf., de morte",14010520
2170,"Severini, Apost.",14010530
2136,Exceptio Marcelli,14010540
2176,"Valentini, Epi.",14010700
2181,Wulsini,14010800
2141,Gudulae,14010810
4508,De secunda allatione reliquiarum in ecclesia Pragensis,14010820
2123,"Celsi, Juliani",14010900
2180,Willelmi,14011000
2163,Pauli Heremitae,14011010
2143,Hilarii,14011400
2138,Felicis Nolani,14011410
2165,Pontiani,14011420
2154,Nominis Jesu,14011430
2168,"Remigii, Hilarii",14011440
2152,Mauri,14011510
1952,"Mauri,8",14011518
2144,Inventio Firmini,14011520
2149,Macarii,14011530
2150,"Marcelli, Pont.",14011600
2139,Fursei,14011610
4399,Sophiae viduae,14011620
4576,Sanctorum Quinque Martyrum Ordinis Minorum,14011630
2119,Antonii,14011700
2169,Sabini,14011710
2172,Speusippi,14011720
2167,Priscae,14011800
2120,"Aquilae, Priscae",14011810
2151,"Marii, Marthae",14011900
2175,Transl. Hugonis,14011910
2182,Wulstani,14011920
2085,"Wulstani,8",14011928
2148,Launomari,14011930
2142,Henrici,14011940
2137,"Fabiani, Sebastiani",14012000
2116,Agnetis,14012100
1484,"Agnetis,8",14012108
2153,Meginrati,14012110
2179,Vincentii,14012200
2081,"Vincentii,8",14012208
2118,Anastasii,14012210
2773,Gaudentii,14012220
4583,"Vincentii, Orontii, Victoris",14012230
2134,Emerentianae,14012300
4319,Ildefonsi,14012301
2174,Timothei,14012400
2133,Elevat. Auberti,14012410
4601,Babylae,14012420
2124,Conversio Pauli,14012500
2166,Praejecti,14012510
2164,Polycarpi,14012600
2162,Paulae,14012610
2145,Joannis Chrysostomi,14012700
2146,"Juliani, Epi.",14012710
2157,Octava Agnetis,14012800
2147,Karoli Magni,14012810
4185,Cyrilli Alexandrini,14012820
4567,Joannis Abbatis Reomensis,14012830
4612,Agnetis secundo,14012840
2177,Valerii,14012900
2173,Sulpicii Severi,14012910
2115,Constantii,14012920
4315,Francisci Salesii,14012930
2117,Aldegundis,14013000
2121,Balthildis,14013010
2940,Martinae,14013020
2125,"Cyri, Joannis",14013100
2189,Brigidae,14020100
2193,Ignatii,14020110
2207,Valerici,14020120
4487,"Purificatio Mariae, Vigilia",14020130
2202,Purificatio Mariae,14020200
1976,"Purificatio Mariae,8",14020208
2096,Purificatio Mariae TP,14020280
2188,Blasii,14020300
1496,"Blasii,8",14020308
2186,Ansgarii,14020310
2185,Andreae Corsini,14020400
2183,Agathae,14020500
1483,"Agathae,8",14020508
4321,Ingenuini et Albuini,14020510
2208,Vedasti,14020600
1681,Dom. p. Vedasti,14020601
2079,"Vedasti,8",14020608
2191,Dorotheae,14020610
2184,Amandi,14020620
4178,Apolloniae,14020900
2203,Scholasticae,14021000
2199,Octava Blasii,14021010
4533,Benedicti Anianensis,14021100
4563,Humbelinae,14021200
2197,Modesti,14021210
2200,Octava Vedasti,14021300
2198,Octava Amandi,14021310
2778,Transl. Bartholomaei,14021320
2206,Valentini,14021400
2192,"Faustini, Jovitae",14021500
2204,Sigfridi,14021510
4604,"Leopoldi, transl.",14021520
2194,Julianae,14021600
2187,Barbati,14021900
2190,Cathedra Petri,14022200
4333,Margaritae Cortonensis,14022210
2196,Milburgae,14022300
4422,Vigilia Matthiae,14022310
4589,"Celsi Treverensis, invent.",14022320
2195,Matthiae,14022400
2205,Transl. Gerardi,14022410
2209,Walburgae,14022500
2201,"Oswaldi, Epi.",14022800
2210,"Albini, Epi.",14030100
2216,David,14030110
4234,Herculani Perusini,14030120
2223,Kunegundis,14030300
2087,Transl. Wenceslai,14030400
4579,Thomae de Aquino,14030700
2225,"Vibiae Perpetuae, Felicitatis",14030710
4327,Josephi Prophetae,14030800
2226,Quadrag. Martyrorum,14030900
4192,Franciscae Romanae,14030910
4276,Catharinae Bononiensis,14030920
2227,Vindiciani,14031100
2219,Gregorii,14031200
2220,"Helari, Tatiani",14031600
4195,Gertrudis Nivellensis,14031700
2217,"Gabrielis, Archang.",14031800
4295,"Edwardi, Mart.",14031810
2222,Josephi,14031900
2215,Cuthberti,14032000
2221,Joachimi,14032010
4572,Martini Archiepiscopi Bracharensis,14032020
2213,Benedicti,14032100
1493,"Benedicti, Fer.3",14032103
1494,"Benedicti,8",14032108
2214,Benedicti TP,14032180
2211,Annuntiatio Mariae,14032500
4492,"Annuntiatio Mariae, Dom. infra oct.",14032501
1486,"Annuntiatio Mariae,8",14032508
2212,Annuntiatio TP,14032580
2224,Ludgeri,14032600
4275,Castuli,14032610
4395,Ruperti Salisburgii,14032700
4495,"Reguli Silvanecti, transl.",14033000
2244,Mariae Aegyptiacae,14040200
2247,Octava Ludgeri,14040210
