id,name,description
4276,Catharinae Bononiensis,"Catharine of Bologna, Poor Clare and mystical writer (canonized 1712)"
4588,Celsi Treverensis,"Celsus, Confessor, reputed 5th Bishop of Trier (Treves)"
4589,"Celsi Treverensis, invent.",Finding of Celsus of Trier's relics (in 980)
2123,"Celsi, Juliani","Celsus and Julian, Martyrs"
2521,Chlodoaldi,"Chlodoaldus (Cloud), Frankish prince"
4526,Chlotildis Regina,"Chlothildis (Clotilda, Clotilde), Queen of France"
2445,Clarae,"Clare of Assisi, Foundress"
4322,"Clarae, inventio",The finding of Clare's relics
4490,"Claudii commentariensis, Symphoriani, Nicostrati et sociorum","Claudius, his sons Felicissimus and Symphorianus, his brother Victorinus, and Castor the brother of the jailer Nicostratus, Roman Martyrs"
2670,Clementis,"Clement I, Pope and Martyr"
4463,Clementis Metensis,"Clement, first Bishop of Metz"
1498,"Clementis,8",In week after Clement
2522,Cleophae,"Cleophas, father of James the Less"
2589,Colomanni,"Coloman, Martyr"
2725,Columbae,"Columba of Sens, Virgin Martyr"
2671,Columbani,"Columbanus (Columban), Abbot"
1500,Comm. Apostolorum,Common of Apostles
1501,Comm. Apostolorum TP,"Common of Apostles, Eastertide"
1502,Comm. Apostolorum TQ,"Common of Apostles, Lent"
2109,Comm. Apostolorum et Evangelistarum,Common of Apostles and Evangelists
1499,Comm. Apostolorum post Septuagesima,"Common of Apostles, after Septuagesima"
1488,Comm. Apostolorum sive Martyrum TP,"Common of Apostles or Martyrs, Eastertide"
1503,"Comm. Apostolorum,8","Common of Apostles, in week of"
1506,Comm. Conjungium,Common of Holy Matrons
1505,Comm. Conjungium Martyrum,Common of Holy Matron Martyrs
1504,Comm. Conjungium non Martyrum,Common of Holy Matrons (not Martyrs)
1508,Comm. Evangelistarum,Common of Evangelists
2093,Comm. Evangelistarum TP,"Common of Evangelists, Eastertide"
1507,Comm. duorum Apostolorum,Common of two Apostles
4278,Comm. plurimorum Apostolorum in vigilia,Eve of Apostles
1512,Comm. plurimorum Confessorum,Common of several Confessors
1511,Comm. plurimorum Confessorum Pontificum,Common of several Confessors (Popes)
1509,Comm. plurimorum Confessorum TP,"Common of several Confessors, Eastertide"
1510,Comm. plurimorum Confessorum et Doctorum,Common of several Confessors (Doctors)
1535,Comm. plurimorum Confessorum non Pontificum,Common of several Confessors (not Popes)
1534,Comm. plurimorum Confessorum non Pontificum TP,"Common of several Confessors (not Popes), Eastertide"
1513,Comm. plurimorum Martyrum,Common of several Martyrs
1514,Comm. plurimorum Martyrum TP,"Common of several Martyrs, Eastertide"
4467,Comm. plurimorum Martyrum in vigilia,Eve of several Martyrs
4466,Comm. plurimorum Martyrum in vigilia,Eve of several Martyrs
4465,Comm. plurimorum Martyrum in vigilia,Eve of several Martyrs
4279,Comm. plurimorum Martyrum non Virginum,Common of several Martyrs (not Virgins)
1515,"Comm. plurimorum Martyrum,8","Common of several Martyrs, in week of"
1531,Comm. plurimorum Virginum,Common of several Virgins
1530,Comm. plurimorum Virginum Martyrum,Common of several Virgin Martyrs
1532,Comm. plurimorum Virginum TP,"Common of several Virgins, Eastertide"
4280,Comm. plurimorum Virginum in vigilia,Eve of several Virgins
4472,Comm. plurimorum Virginum non Martyrum,Common of several Virgins (not Martyrs)
1523,Comm. unius Apostoli,Common of one Apostle
4281,Comm. unius Apostoli in vigilia,Eve of one Apostle
4283,Comm. unius Martyris in vigilia,Eve of one Martyr
4282,Comm. unius electae,"Common of those chosen (not Virgins, not Martyrs)"
1544,Commem. Dom. Res.,Commemoration of Easter (last Sunday before Advent)
4285,Commem. Francisci,The commemoration of Francis of Assisi; anniversary of religious profession;&nbsp; anniversary of Papal approval for the first Franciscan Rule
1545,Commendat. Animae,Chants for the commendation of souls
1549,Compassio Mariae TP,"The Sorrows of Mary, celebrated Friday after third Sun. after Easter"
2726,Conceptio Mariae,Immaculate Conception of Mary
2124,Conversio Pauli,Conversion of Paul
2525,"Cornelii, Cypriani","Cornelius and Cyprian, Martyrs"
1551,Corporis Christi,"Corpus Christi (also ""Blessed Sacrament"")"
2673,Cuniberti,"Cunibertus (Quinibert), Bishop of Cologne"
2215,Cuthberti,"Cuthbert, Bishop of Lindisfarne"
2320,Cyrici,"Cyricus and Julitta, Martyrs"
4185,Cyrilli Alexandrini,"Cyril (Cyrillus), Confessor, Patriarch of Alexandria and Doctor of the Church"
2216,David,"David of Wales, Monk and Bishop"
1554,De Angelis,"Memorial chants for Angels, including e.g. Missa Votiva de Angelis. Feria III."
1555,De Angelis TP,"Memorial chants for Angels, Eastertide"
2674,De Imagine Domini,The Icon of our Lord Saviour
4186,De Patriarchis,"Memorial chants for Patriarchs (Abraham, Isaac, Jacob)"
1569,De Patronis,Memorial chants for Patrons
1570,De Plur. Sanctis TP,"Common of several Saints, Eastertide"
4287,De Sancta Cruce,"Votive Mass/Office for the Holy Cross, including e.g. Missa Votiva de Sancta Cruce. Fer. VI."
1573,De Sancta Lancea,The Holy Lance; on the Friday after the Octave of Easter
1574,De Sanctis,Memorial chants for Saints
4288,De Spiritu Sancto,"Votive Mass/Office for the Holy Spirit, including, e.g. Missa Votiva de Spiritu Sancto. Feria V."
4187,De Viduarum,Memorial chants for widows
4506,De allatione reliquiarum in ecclesia Pragensis,"Showing of relics in St Vitus's Cathedral, Prague"
4616,De corona domini,Crown of the Lord
1881,De festis duplicibus,Chants for feasts of duplex rank
1882,De festis duplicibus majoribus,Chants for feasts of duplex major rank
1879,De festis duplicibus majoribus TP,Chants for feasts of duplex major rank in Eastertide
1883,De festis duplicibus minoribus,Chants for feasts of duplex minor rank
1880,De festis duplicibus minoribus TP,Chants for feasts of duplex minor rank in Eastertide
1885,De festis semiduplicibus,Chants for feasts of semiduplex rank
1884,De festis semiduplicibus TP,Chants for feasts of semiduplex rank in Eastertide
2863,De festis simplicibus,Chants for feasts of simple rank
4550,De festis sollemnibus,Chants for solemn feasts
4442,De quinque vulneribus Christi,The Five Wounds of Christ (celebrated on the Friday after the octave of Corpus Christi in Mainz and on a variety of other days in different locations)
4508,De secunda allatione reliquiarum in ecclesia Pragensis,"A second showing of relics in St Vitus's Cathedral, Prague"
4586,De victoriae christianorum apud Salado,"Commemoration of the victory of the Christians at the Battle of Rio Salado (also known as the Battle of Tarifa), 30 October 1340"
4290,Decem Millium Martyrum,Ten Thousand Martyrs (crucified on Mount Ararat)
2369,Decoll. Antonini,Beheading of Antoninus
2449,Decoll. Jo. Bapt.,Beheading of John the Baptist
2592,Ded.Mont.S.Michaelis,Dedication of Mont-Saint-Michel
2676,Dedic. S. Salvatoris,Dedication of Saint Saviour's
2593,"Dedic. S.Salv., Mar.","Dedication of the Church of the Holy Saviour, St. Martial (Limoges)"
2527,Depositio Emerici,"Commemoration of the Burial of Emeric, Confessor, Son of King Stephen of Hungary"
2231,Depositio Ludgeri,Commemoration of the Burial of Ludger
4497,Desiderii Lingon,"Desiderius (Didier), Martyr, Bishop of Langres"
2370,Divisio Apostolorum,Sending forth of the Apostles
1585,Dom. 1 Quadragesimae,1st Sunday of Lent
1583,"Dom. 1 p. Epiph.,8",In the week following the 1st Sunday after Epiphany
1613,Dom. 2 Quadragesimae,2nd Sunday of Lent
1608,"Dom. 2 p. Epiph.,8",In the week following the 2nd Sunday after Epiphany
1611,Dom. 2 p. Pent.,"2nd Sunday after Pentecost (also ""Dom. 1 p. Oct. Pent."")"
1634,Dom. 3 Quadragesimae,3rd Sunday of Lent
1641,Dom. 4 Quadragesimae,4th Sunday of Lent
1682,Dom. Pentecostes,"Pentecost Sunday (also ""Whitsunday"")"
1685,Dom. Quadragesimae,Sundays in Lent
1658,Dom. de Passione,5th Sunday of Lent (Passion Sunday)
1659,Dom. in Palmis,Palm Sunday
1660,Dom. inf. Oct.Apost.,Sunday after Peter and Paul
1668,Dom. p. Ded. Eccl.,Sunday after Dedication of a Church
1673,Dom. p. Mariae Mag.,Sunday after Mary Magdalene
1679,Dom. p. Rel. Ved.,Sunday after Return of Vaast's relics
1680,Dom. p. Tr. Vedasti,Sunday after Vaast's Translation
1684,Dom. per annum,"Sundays, Ferial Office"
2090,Dom. ult. ante Adv.,The last Sunday before Advent
1699,Dom.p.Om.Sanctorum,Sunday after All Saints' Day
4618,Dominici Silensis,"Dominic of Silos, Abbot"
2528,Duodecim Fratrum,"Twelve Brothers, Martyrs"
4293,Edithae,"Edith (Eadgith) of Wilton, Virgin, Daughter of King Edgar"
2648,"Edwardi, Conf.","Edward III, Confessor, King of England (son of Ethelred the Unready)"
2132,"Edwardi, Conf., de morte","Death of Edward III, Confessor, King of England (son of Ethelred the Unready)"
4295,"Edwardi, Mart.","Edward ""the Martyr"" (son of King Edgar the Peaceful)"
2348,"Edwardi, Mart., transl.",Moving of Edward the Martyr's relics (son of King Edgar the Peaceful)
2267,Elev. Elis. Hung.,Elevation of Elizabeth's relics
1703,"Elev. Elis. Hung.,8",In week after Elizabeth's Elevation
2133,Elevat. Auberti,Elevation of Aubertus's relics
2529,Elevat. Gaugerici,Elevation of Gaugericus's relics
2530,Elevatio Amandi,Elevation of Amand's relics
2371,Eliae,"Elijah, Prophet"
1704,"Eliae,8",In week after Elijah
2734,Eligii,"Eligius (Eloi), Bishop of Noyon"
4595,Elisabeth Hung.,"Elizabeth of Hungary, and of Thuringia, Widow"
1705,"Elisabeth Hung.,8",In week after Elizabeth of Hungary
2854,Elisabeth Reginae Portugalliae,"Elisabeth (Isabel), Widow, Queen of Portugal"
2322,Elisei,"Elisha, Prophet"
1706,"Elisei,8",In week after Elisha
2324,Eskilli,"Eskill, Bishop of Northanscog and Martyr"
2458,Ethelwoldi,"Ethelwold, Bishop of Wincester"
2679,Eugenii,"Eugene, Martyr, Disciple of Denis"
4557,Eulaliae Emeritensis,"Eulalia of Mérida, Virgin Martyr"
2459,"Eupli, Leucii","Euplus, Deacon Martyr; and Leucius, Bishop Confessor"
4297,Eusebii Episcopi,"Eusebius, Bishop of Vercelli"
2735,Eustratii et Soc.,"Eustratius et al, Martyrs"
1708,"Exalt. Crucis,8",In week after Holy Cross Day
2534,Exaltatio Crucis,Holy Cross Day (Exaltation of the Cross)
2136,Exceptio Marcelli,Reception of the Relics of Pope Marcellus I at Cluny
2372,Felicis,"Felix, Bishop and Martyr (falsely called Pope Felix II)"
2138,Felicis Nolani,"Felix of Nola, Confessor"
4190,Felicis Valesius,"Felix of Valois, Confessor, Founder of the Trinitarians"
2461,"Felicis, Adaucti","Felix and Adauctus, Martyrs"
4191,"Felicis, Pont.","Felix I, Martyr and Pope"
2535,"Felicis, Regulae","Felix and Regula, Martyrs"
2462,"Felicissimi, Agapiti","Felicissimus and Agapetus, Marytrs"
2681,Felicitatis,"Felicitatis, Matron and Martyr"
1713,Fer. 2 Hebd. 1 Quad.,"Monday, 1st week, Lent"
1716,Fer. 2 Hebd. 2 Quad.,"Monday, 2nd week, Lent"
1720,Fer. 2 Hebd. 3 Quad.,"Monday, 3rd week, Lent"
1724,Fer. 2 Hebd. 4 Quad.,"Monday, 4th week, Lent"
1728,Fer. 2 Maj. Hebd.,"Monday, Holy Week"
1735,Fer. 2 Quadragesimae,Mondays in Lent
1711,Fer. 2 de Passione,"Monday, 5th week, Lent"
1727,Fer. 2 in Letaniis,Rogation Monday
1859,Fer. 2 per annum,"Mondays, Ferial Office"
1744,Fer. 3 Hebd. 1 Quad.,"Tuesday, 1st week, Lent"
1747,Fer. 3 Hebd. 2 Quad.,"Tuesday, 2nd week, Lent"
1751,Fer. 3 Hebd. 3 Quad.,"Tuesday, 3rd week, Lent"
1754,Fer. 3 Hebd. 4 Quad.,"Tuesday, 4th week, Lent"
1757,Fer. 3 Maj. Hebd.,"Tuesday, Holy Week"
1764,Fer. 3 Quadragesimae,Tuesdays in Lent
1742,Fer. 3 de Passione,"Tuesday, 5th week, Lent"
1756,Fer. 3 in Letaniis,Rogation Tuesday
1863,Fer. 3 per annum,"Tuesdays, Ferial Office"
1774,Fer. 4 Hebd. 1 Quad.,"Wednesday, 1st week, Lent"
1777,Fer. 4 Hebd. 2 Quad.,"Wednesday, 2nd week, Lent"
1781,Fer. 4 Hebd. 3 Quad.,"Wednesday, 3rd week, Lent"
1784,Fer. 4 Hebd. 4 Quad.,"Wednesday, 4th week, Lent"
1788,Fer. 4 Maj. Hebd.,"Wednesday, Holy Week"
1796,Fer. 4 Q.T. Quad.,"Ember Day, Lent (Wednesday)"
1798,Fer. 4 Quadragesimae,Wednesdays in Lent
1772,Fer. 4 de Passione,"Wednesday, 5th week, Lent"
1786,Fer. 4 in Letaniis,Rogation Wednesday
1866,Fer. 4 per annum,"Wednesdays, Ferial Office"
1804,Fer. 5 Hebd. 1 Quad.,"Thursday, 1st week, Lent"
1807,Fer. 5 Hebd. 2 Quad.,"Thursday, 2nd week, Lent"
1811,Fer. 5 Hebd. 3 Quad.,"Thursday, 3rd week, Lent"
1814,Fer. 5 Hebd. 4 Quad.,"Thursday, 4th week, Lent"
1824,Fer. 5 Quadragesimae,Thursdays in Lent
1802,Fer. 5 de Passione,"Thursday, 5th week, Lent"
1816,Fer. 5 in Cena Dom.,Holy Thursday (Maundy Thursday)
1869,Fer. 5 per annum,"Thursdays, Ferial Office"
1830,Fer. 6 Hebd. 1 Quad.,"Friday, 1st week, Lent"
1833,Fer. 6 Hebd. 2 Quad.,"Friday, 2nd week, Lent"
1836,Fer. 6 Hebd. 3 Quad.,"Friday, 3rd week, Lent"
1839,Fer. 6 Hebd. 4 Quad.,"Friday, 4th week, Lent"
1851,Fer. 6 Q.T. Quad.,"Ember Day, Lent (Friday)"
1853,Fer. 6 Quadragesimae,Fridays in Lent
1828,Fer. 6 de Passione,"Friday, 5th week, Lent"
1872,Fer. 6 per annum,"Fridays, Ferial Office"
1874,Fest. per annum,For unspecified or miscellaneous ferial days throughout the year
1875,Festi 3 lectionum,Feasts of three lessons
1876,Festi 9 lectionum,Feasts of nine lessons
1877,Festi 9 lectionum TP,Feasts of nine lessons in Eastertide
1878,"Festi 9 lectionum,8",In week after feasts of nine lessons
1886,Festum Sanguinis,The Revelation of the Blood of Christ
4615,"Florentii, Episc.","Florentius, Bishop of Strasbourg"
4561,Flori,"Florus, Bishop of Lodève"
2270,Floriani,"Florian, Martyr"
2683,Florini,"Florinus, Confessor and Priest"
2598,Foliani,"Foillan (Folianus), Abbot"
4562,Franchae,"Franca Visalta, Virgin and Abbess, at Piacenza"
4192,Franciscae Romanae,"Frances of Rome, Widow, Matron and Foundress of the Oblates of Tor de' Specchi in Rome;"
4193,Francisci Borgiae,"Francis Borgia (Borja),  Confessor, Third General of the Society of Jesus"
4313,Francisci Carracciolo,"Francis (Ascanio) Carracciolo, confessor (canonized in 1807)"
4315,Francisci Salesii,"Francis de Sales, Confessor, Bishop of Geneva and Doctor of the Church (canonized 1665)"
4316,Francisci Xaverii,"Francis Xavier, Confessor, Apostle of India and Japan (canonized in 1622)"
4314,Francisci de Paola,"Francis de Paola (also ""de Paula"") Confessor, founder of the Order of the Minims"
2737,Gabrielis,Gabriel
2217,"Gabrielis, Archang.",Gabriel the Archangel
2600,Galli,"Gall, Hermit"
4194,"Galli,8",In week after Gall
2271,Gangulfi,"Gangulfus (Gengoul, Gangulf, Gengulf, Gangulphus, Gangolfus, Gengulfus), Martyred Knight"
2684,Genulfi,"Genulf (Gendulf, Genou), ""Bishop"""
2325,"Georgii, Adalberti","George and Adalbert, Martyrs"
2601,Geraldi,Gerald of Aurillac
4559,Geraldi Archiepiscopi Bracharensis,"Gerald (Girald), Archbishop of Braga"
4195,Gertrudis Nivellensis,"Gertrude of Nivelles, Virgin"
4511,"Geruntii Italicensis, Epi.","Geruntius, Bishop of Italica (Talco), near Seville"
2604,Gisleni,"Gislenus (Ghislain), Abbot"
2273,Godehardi,"Godehard (Gothard), Bishop of Hildesheim"
2739,"Gregorii, Mart.","Gregory of Spoleto, Martyr"
2141,Gudulae,"Gudula, Virgin"
2235,Guthlaci,"Guthlac, Hermit of Croyland"
2275,Hadulfi,"Hadulf, Abbot and Bishop of Arras"
1891,Hebd. 1 Quad.,1st week of Lent
1894,Hebd. 2 Quad.,2nd week of Lent
1897,Hebd. 3 Quad.,3rd week of Lent
1900,Hebd. 4 Quad.,4th week of Lent
1913,Hebd. Quadragesimae,Weekdays in Lent
1915,Hebd. Sancta,Holy Week
1907,Hebd. de Passione,5th week of Lent
1912,Hebd. per annum,"Weekdays, Ferial Office"
2606,Hedwigis,"Hedwig, Matron and Duchess of Silesia"
2220,"Helari, Tatiani","Hilary (Bishop of Aquileia) and Tatianus, Martyrs"
2468,Helenae,"Helen, Finder of the True Cross, Mother of Constantine the Great"
2375,Helenae Schedviensis,"Helen of Skoefde (Sweden), Martyr"
2142,Henrici,"Henry of Uppsala, Bishop and Martyr, Patron Saint of Finland"
4196,Henrici Imperatoris,"Henry II, Confessor; German King and Roman Emperor; died Jul.13, 1024"
2607,Herblandi,"Hermeland, Abbot of Aindre (Nantes)"
4234,Herculani Perusini,"Herculanus, Martyr, Bishop of Perugia"
2884,Hermenegildi Martyris,
2470,Hilariae et Soc.,"Hilaria, Martyr, Mother of Afra, Matron at Augsburg"
2143,Hilarii,"Hilary, Bishop of Poitiers, Doctor"
4318,Hilarii Arelatensis,"Hilary (Hilarius or Hilarus), Archbishop of Arles, Confessor"
2608,Hilarionis,"Hilarion, Abbot"
4540,Hildegardis Bingensis,"Hildegard of Bingen, Abbess"
2471,Hippolyti,"Hippolytus, Martyr"
2686,Huberti,"Hubert, First Bishop of Liege, Confessor"
4564,Hugonis Episc. Lincolniensis,"Hugh, Bishop of Lincoln"
4563,Humbelinae,"Humbelina (Humbleline), matron, sister of Bernard of Clairvaux"
4319,Ildefonsi,"Ildephonsus, Archbishop of Toledo"
4464,Imerii,"Imerius (Himerius) of Immertal, monk, hermit, and missionary in the Swiss Jura"
1922,In Dedic. Altaris,Commemoration of an Altar's Dedication
2091,In Dedicat. Eccl. TP,"Dedication of a Church, in Eastertide"
1923,"In Dedicat. Eccl.,8",In week after Dedication of Church
1924,In Dedicatione Eccl.,Dedication of a Church
1926,In Letaniis,"General, Rogation Days"
2238,In Letaniis maj.,The greater litany; The Major Rogation
2105,In Temp Pestilentiae,Chants in time of the plague
1932,In Triduum,"General, during the Triduum"
1925,In estate,"General, in summer"
1927,In tempore Adventus,"General, in Advent"
1928,In tempore Epiph.,"General, after Epiphany"
1929,In tempore Nat.,"General, in Christmastide"
1930,In tempore Paschae,"General, Eastertide"
1931,In tempore Quad.,"General, in Lent"
4197,In tempore belli contra Sarracenos,Chants in time of war against the Saracens
4321,Ingenuini et Albuini,"Ingenuinus (Genuinus), Bishop of Seben in Tyrol, and Albuinus, Bishop of Brixen"
1933,Inventio Afrae,The finding of Afra's relics
2687,Inventio Antonini,Finding of Antoninus's relics
4247,Inventio Catharinae,Finding of Catherine of Alexandria's relics
2239,Inventio Dionysii,Finding of Denis's relics
2144,Inventio Firmini,Finding of Firminus's relics
4323,Inventio Francisci,The finding of Francis's relics
2473,Inventio Stephani,Finding of Stephen's relics (First Martyr)
1935,Inventio Udalrici,The finding of Ulric's relics
1936,Invitatoria,Invitatory Antiphons or Psalms
4565,Irenes,Irene of Santarém (Portugal)
4324,Isabelle,"Isabel, Virgin, Sister of King Louis IX of France (daughter of King Louis VIII), founder of a convent at Longchamp"
2240,Ivonis,"Ivo, Bishop of unknown origin (Persia?), came to England in the 7th century"
4538,Ivonis de Kermartin,"Ivo of Kermartin (Yves Hélory, Yvo, Ives)"
4325,Iwigii,"Iwigius (Ywi, Iwig, Ivi, Ywy, Ivy, Iwie), Deacon, Hermit, of Lindisfarne"
4503,"Iwigii, transl.",Moving of relics of Iwigius
2378,Jacobi,"James the Greater, Apostle"
4599,"Jacobi, miracula",Miracles of James (in wars under Alfonso VI and Sancho)
2609,Januarii et Soc.,"Januarius, Faustus, and Martialis, Martyrs (the ""Three Crowns of Cordova"")"
2740,Joannis Evang.,John the Evangelist
1939,"Joannis Evang.,8",In week after John the Evangelist
4326,Joannis Francisci Regis,"Jean-François Régis (also ""John Francis Regis"" and ""St Regis""), priest of the Society of Jesus, canonized in 1737"
2277,Joannis Port. Lat.,John before the Latin Gate
4507,Joannis de Husinec,"Jan Hus (d. 1415, Council of Constance), venerated as a saint in 15th- and 16th-century Bohemia"
2328,"Joannis, Pauli","John and Paul, Martyrs"
4327,Josephi Prophetae,"Joseph, son of Jacob and Rachel"
2194,Julianae,"Juliana, Virgin Martyr"
2474,Juliani,"Julian of Brioude, Martyr"
2146,"Juliani, Epi.","Julian, Bishop of Le Mans"
2475,"Juliani, Hermetis","Julian of Brioude and Hermes, Martyrs"
4501,Justae et Rufinae,"Justa and Rufina, Virgin Martyrs, patronesses of Seville"
2542,"Justi, Epi.","Justus, Bishop of Lyons"
4568,"Justi, Pastoris","Justus and Pastor, Martyrs at Alcalá de Henares (Complutum)"
2476,Justini,"Justin, child martyred near Paris"
2279,Juvenalis,"Juvenal, Bishop of Narni"
2147,Karoli Magni,"Charlemagne, Emperor and Confessor"
2380,Kenelmi,"Kenelm, Prince of Mercian Royal Family"
2381,Kiliani et Soc.,"Kilian and Companions, Martyrs"
1941,LACUNA,Indicates missing page(s) in MS
1944,LITURA,Indicates that the liturgical occasion is unknown or missing due to an erasure in the manuscript or other removal (e.g. fragmentation) of information that was previously present.
