id,date_created,date_updated,created_by_id,last_updated_by_id,name,description,feast_code,notes,month,day,prefix
4316,2023-06-07 20:23:20.387113+00,2023-07-17 18:39:41.36587+00,,,Francisci Xaverii,"Francis Xavier, Confessor, Apostle of India and Japan (canonized in 1622)",14120300,"Holweck, pp. 399-400; Grotefend;",12,3,14
2736,2023-06-07 20:23:20.992245+00,2023-07-17 18:39:41.370664+00,,,"Fusciani, Gentiani","Fuscian and Gentian, Martyrs",14121110,,12,11,14
2737,2023-06-07 20:23:21.161113+00,2023-07-17 18:39:41.371866+00,,,Gabrielis,Gabriel,14121000,Is Dec. 10 a local date in Piacenza?,12,10,14
2738,2023-06-07 20:23:22.149723+00,2023-07-17 18:39:41.377974+00,,,Gatiani,"Gatian, Bishop of Tours",14121800,,12,18,14
4559,2023-06-07 20:23:24.078913+00,2023-07-17 18:39:41.391104+00,,,Geraldi Archiepiscopi Bracharensis,"Gerald (Girald), Archbishop of Braga",14120510,"Holweck, p. 425;",12,5,14
2739,2023-06-07 20:23:27.940459+00,2023-07-17 18:39:41.413804+00,,,"Gregorii, Mart.","Gregory of Spoleto, Martyr",14122400,,12,24,14
4323,2023-06-07 20:23:46.431986+00,2023-12-29 22:12:43.945071+00,,613,Inventio Francisci,The finding of Francis's relics,14121220,"Holweck, pp. 398-399;",12,12,14
2741,2023-06-07 20:23:53.352439+00,2023-07-17 18:39:41.549818+00,,,Judoci,"Judoc, Prince and Hermit",14121330,,12,13,14
2742,2023-06-07 20:23:58.871524+00,2023-07-17 18:39:41.583784+00,,,Lazari,"Lazarus of Bethany, ""Bp."" Marseilles",14121700,,12,17,14
4591,2023-06-07 20:23:59.183776+00,2023-07-17 18:39:41.586128+00,,,Leocadiae,"Leocadia of Toledo, Virgin Martyr",14120920,"Holweck, p. 601;",12,9,14
2743,2023-06-07 20:24:03.976144+00,2023-07-17 18:39:41.614486+00,,,Luciae,"Lucy (Lucia), Virgin Martyr",14121300,,12,13,14
2746,2023-06-07 20:24:24.981184+00,2023-07-17 18:39:41.728956+00,,,Nicasii,"Nicasius, Bishop Martyr of Reims",14121400,,12,14,14
2747,2023-06-07 20:24:25.676551+00,2023-07-17 18:39:41.731697+00,,,Nicolai,"Nicholas of Bari, Bishop of Myra",14120600,,12,6,14
2748,2023-06-07 20:24:30.667791+00,2023-07-17 18:39:41.759515+00,,,Octava Andreae,Octave of Andrew,14120710,,12,7,14
2749,2023-06-07 20:24:31.933881+00,2023-07-17 18:39:41.766439+00,,,Octava Concep.Mariae,Octave of the Conception of Mary,14121500,,12,15,14
2750,2023-06-07 20:24:36.24322+00,2023-07-17 18:39:41.78958+00,,,Octava Nicolai,Octave of Nicholas,14121320,,12,13,14
2751,2023-06-07 20:24:37.553373+00,2023-07-17 18:39:41.795281+00,,,Octava Saturnini,Octave of Saturninus,14120610,,12,6,14
2752,2023-06-07 20:24:39.289135+00,2023-07-17 18:39:42.450261+00,,,Odiliae,"Odilia (Ottilia), Abbess",14121340,,12,13,14
4349,2023-06-07 20:24:41.515421+00,2023-07-17 18:39:41.815394+00,,,Ordinatio Zenonis,"Ordination of Zeno, Bishop of Verona",14120820,"Holweck, p.1048;",12,8,14
2753,2023-06-07 20:24:48.84329+00,2023-07-17 18:39:41.853977+00,,,Perpetui,"Perpetuus, Bishop of Tours",14123010,,12,30,14
2754,2023-06-07 20:25:06.133039+00,2023-07-17 18:39:41.959321+00,,,Relatio Martini,Return of Martin's relics,14121410,,12,14,14
2755,2023-06-07 20:25:09.63768+00,2023-07-17 18:39:41.983136+00,,,Sabae,"Sabas, Abbot",14120500,,12,5,14
2756,2023-06-07 20:25:23.438813+00,2023-07-17 18:39:42.058066+00,,,Silvestri,"Silvester I, Pope",14123100,,12,31,14
2758,2023-06-07 20:25:38.673162+00,2023-07-17 18:39:42.142876+00,,,Suscept. Reliquiarum,"Feast of Relics (Notre Dame, Paris)",14120410,,12,4,14
2759,2023-06-07 20:25:39.274432+00,2023-07-17 18:39:42.146441+00,,,Syri,Syrus,14120900,,12,9,14
2760,2023-06-07 20:25:40.774063+00,2023-07-17 18:39:42.152424+00,,,Thomae Apost.,"Thomas, Apostle",14122100,,12,21,14
2761,2023-06-07 20:25:41.049249+00,2023-07-17 18:39:42.153593+00,,,Thomae Cant.,"Thomas Becket, Bishop of Canterbury",14122900,,12,29,14
2762,2023-06-07 20:25:44.136852+00,2023-07-17 18:39:42.171349+00,,,Transl. Baboleni,Moving of Babolenus' relics,14120720,,12,7,14
2086,2023-06-07 20:25:47.023425+00,2023-07-17 18:39:42.190538+00,,,Transl. Jacobi,Translation of James the Apostle,14123020,,12,30,14
2763,2023-06-07 20:25:49.426977+00,2023-07-17 18:39:42.207323+00,,,Transl. Patrocli,Moving of Patroclus' relics (Muenster),14120901,,12,9,14
2764,2023-06-07 20:25:52.899403+00,2023-07-17 18:39:42.228871+00,,,Trophimi,"Trophimus, Bishop of Arles",14122910,,12,29,14
2765,2023-06-07 20:25:55.10981+00,2023-07-17 18:39:42.24305+00,,,Valeriae,"Valeria of Limoges, Virgin Martyr",14121200,,12,12,14
2766,2023-06-07 20:25:56.696315+00,2023-07-17 18:39:42.252775+00,,,"Victoriae, Anatoliae","Victoria and Anatolia, Virgin Martyrs",14122300,,12,23,14
2767,2023-06-07 20:25:57.519138+00,2023-07-17 18:39:42.258888+00,,,Victoris,"Victor, Bishop of Piacenza",14120700,,12,7,14
4425,2023-06-07 20:26:03.258687+00,2024-10-08 19:58:09.551238+00,,613,Vigilia Thomae Apost.,Eve of Thomas the Apostle,14122000,"Holweck, p.977; formerly 14122200",12,20,14
4216,2023-06-07 20:26:10.505517+00,2023-07-17 18:39:42.348126+00,,,Wunnibaldi,,14121820,"Wunnibald, Abbot; Brother of Willibald and Walburga ",12,18,14
