id,name,month,day,feast_code,description
1872,Fer. 6 per annum,,,04006000,"Fridays, Ferial Office"
2011,Sabbato per annum,,,04007000,"Saturdays, Ferial Office"
1912,Hebd. per annum,,,04008000,"Weekdays, Ferial Office"
1928,In tempore Epiph.,,,05000000,"General, after Epiphany"
1669,Dom. p. Epiphaniam,,,05001000,Sundays after Epiphany
2178,Vigilia Epiphaniae,1,5,05010500,Eve of Epiphany
2135,Epiphania,1,6,05010600,Epiphany
1707,"Epiphania,8",,,05010608,In week after Epiphany
2126,Die 2 p. Epiphaniam,1,7,05010700,"1st day after Epiphany (2nd day ""of"" Epiphany)"
2127,Die 3 p. Epiphaniam,1,8,05010800,"2nd day after Epiphany (3rd day ""of"" Epiphany)"
2128,Die 4 p. Epiphaniam,1,9,05010900,"3rd day after Epiphany (4th day ""of"" Epiphany)"
2129,Die 5 p. Epiphaniam,1,10,05011000,4th day after Epiphany (5th day of Epiphany)
2103,Dom. 1 p. Epiphaniam,,,05011010,"1st Sunday after Epiphany (Sunday within the octave of Epiphany,  'Dom. Infra Oct. Epiph.')"
1583,"Dom. 1 p. Epiph.,8",,,05011018,In the week following the 1st Sunday after Epiphany
4587,"Sanctae familiae Jesu, Mariae, Joseph",,,05011020,The Holy Family
2130,Die 6 p. Epiphaniam,1,11,05011100,"5th day after Epiphany (6th day ""of"" Epiphany"
2131,Die 7 p. Epiphaniam,1,12,05011200,"6th day after Epiphany (7th day ""of"" Epiphany)"
2158,Octava Epiphaniae,1,13,05011300,Octave of Epiphany
1730,Fer. 2 p. Epiphaniam,,,05012000,"Monday, 1st week after Epiphany"
1759,Fer. 3 p. Epiphaniam,,,05013000,"Tuesday, 1st week after Epiphany"
1790,Fer. 4 p. Epiphaniam,,,05014000,"Wednesday, 1st week after Epiphany"
1817,Fer. 5 p. Epiphaniam,,,05015000,"Thursday, 1st week after Epiphany"
1843,Fer. 6 p. Epiphaniam,,,05016000,"Friday, 1st week after Epiphany"
1992,Sabb. p. Epiphaniam,,,05017000,"Saturday, 1st week after Epiphany"
1607,Dom. 2 p. Epiph.,,,05021000,2nd Sunday after Epiphany
1608,"Dom. 2 p. Epiph.,8",,,05021008,In the week following the 2nd Sunday after Epiphany
1715,Fer. 2 Hebd. 2 p.Ep.,,,05022000,"Monday, 2nd week after Epiphany"
1746,Fer. 3 Hebd. 2 p.Ep.,,,05023000,"Tuesday, 2nd week after Epiphany"
1776,Fer. 4 Hebd. 2 p.Ep.,,,05024000,"Wednesday, 2nd week after Epiphany"
1806,Fer. 5 Hebd. 2 p.Ep.,,,05025000,"Thursday, 2nd week after Epiphany"
1832,Fer. 6 Hebd. 2 p.Ep.,,,05026000,"Friday, 2nd week after Epiphany"
1985,Sabb. Hebd. 2 p. Ep.,,,05027000,"Saturday, 2nd week after Epiphany"
1629,Dom. 3 p. Epiph.,,,05031000,3rd Sunday after Epiphany
1718,Fer. 2 Hebd. 3 p.Ep.,,,05032000,"Monday, 3rd week after Epiphany"
1749,Fer. 3 Hebd. 3 p.Ep.,,,05033000,"Tuesday, 3rd week after Epiphany"
1779,Fer. 4 Hebd. 3 p.Ep.,,,05034000,"Wednesday, 3rd week after Epiphany"
4305,Fer. 5 Hebd. 3 p.Ep.,,,05035000,"Thursday, 3rd week after Epiphany"
4308,Fer. 6 Hebd. 3 p.Ep.,,,05036000,"Friday, 3rd week after Epiphany"
1987,Sabb. Hebd. 3 p. Ep.,,,05037000,"Saturday, 3rd week after Epiphany"
1636,Dom. 4 p. Epiph.,,,05041000,4th Sunday after Epiphany
1722,Fer. 2 Hebd. 4 p.Ep.,,,05042000,"Monday, 4th week after Epiphany"
4299,Fer. 3 Hebd. 4 p.Ep.,,,05043000,"Tuesday, 4th week after Epiphany"
4301,Fer. 4 Hebd. 4 p.Ep.,,,05044000,"Wednesday, 4th week after Epiphany"
4306,Fer. 5 Hebd. 4 p.Ep.,,,05045000,"Thursday, 4th week after Epiphany"
4309,Fer. 6 Hebd. 4 p.Ep.,,,05046000,"Friday, 4th week after Epiphany"
1989,Sabb. Hebd. 4 p. Ep.,,,05047000,"Saturday, 4th week after Epiphany"
1642,Dom. 5 p. Epiph.,,,05051000,5th Sunday after Epiphany
1725,Fer. 2 Hebd. 5 p.Ep.,,,05052000,"Monday, 5th week after Epiphany"
4300,Fer. 3 Hebd. 5 p.Ep.,,,05053000,"Tuesday, 5th week after Epiphany"
4302,Fer. 4 Hebd. 5 p.Ep.,,,05054000,"Wednesday, 5th week after Epiphany"
4307,Fer. 5 Hebd. 5 p.Ep.,,,05055000,"Thursday, 5th week after Epiphany"
4310,Fer. 6 Hebd. 5 p.Ep.,,,05056000,"Friday, 5th week after Epiphany"
4396,Sabb. Hebd. 5 p.Ep.,,,05057000,"Saturday, 5th week after Epiphany"
1647,Dom. 6 p. Epiph.,,,05061000,6th Sunday after Epiphany
1689,Dom. Septuagesimae,,,06011000,Septuagesima Sunday
1737,Fer. 2 Septuagesimae,,,06012000,Septuagesima Monday
1766,Fer. 3 Septuagesimae,,,06013000,Septuagesima Tuesday
1799,Fer. 4 Septuagesimae,,,06014000,Septuagesima Wednesday
1825,Fer. 5 Septuagesimae,,,06015000,Septuagesima Thursday
1854,Fer. 6 Septuagesimae,,,06016000,Septuagesima Friday
1998,Sabb. Septuagesimae,,,06017000,Septuagesima Saturday
1916,Hebd. Septuagesimae,,,06018000,Week after Septuagesima
1690,Dom. Sexagesimae,,,06021000,Sexagesima Sunday
1738,Fer. 2 Sexagesimae,,,06022000,Sexagesima Monday
1767,Fer. 3 Sexagesimae,,,06023000,Sexagesima Tuesday
1800,Fer. 4 Sexagesimae,,,06024000,Sexagesima Wednesday
1826,Fer. 5 Sexagesimae,,,06025000,Sexagesima Thursday
1855,Fer. 6 Sexagesimae,,,06026000,Sexagesima Friday
1999,Sabb. Sexagesimae,,,06027000,Sexagesima Saturday
1917,Hebd. Sexagesimae,,,06028000,Week after Sexagesima
1686,Dom. Quinquagesimae,,,06031000,Quinquagesima Sunday
1736,Fer. 2 Quinquages.,,,06032000,Quinquagesima Monday
1765,Fer. 3 Quinquages.,,,06033000,Quinquagesima Tuesday
1770,Fer. 4 Cinerum,,,06034000,Ash Wednesday
1822,Fer. 5 post Cineres,,,06035000,Thursday after Ash Wednesday
1849,Fer. 6 post Cineres,,,06036000,Friday after Ash Wednesday
2012,Sabbato post Cineres,,,06037000,Saturday after Ash Wednesday
1914,Hebd. Quinquagesimae,,,06038000,Week after Quinquagesima
1931,In tempore Quad.,,,07000000,"General, in Lent"
1685,Dom. Quadragesimae,,,07001000,Sundays in Lent
1735,Fer. 2 Quadragesimae,,,07002000,Mondays in Lent
1764,Fer. 3 Quadragesimae,,,07003000,Tuesdays in Lent
1798,Fer. 4 Quadragesimae,,,07004000,Wednesdays in Lent
1824,Fer. 5 Quadragesimae,,,07005000,Thursdays in Lent
1853,Fer. 6 Quadragesimae,,,07006000,Fridays in Lent
1997,Sabb. Quadragesimae,,,07007000,Saturdays in Lent
1913,Hebd. Quadragesimae,,,07008000,Weekdays in Lent
4391,Q.T. Quadragesimae,,,07010009,"Ember Days, Lent"
1585,Dom. 1 Quadragesimae,,,07011000,1st Sunday of Lent
1713,Fer. 2 Hebd. 1 Quad.,,,07012000,"Monday, 1st week, Lent"
1744,Fer. 3 Hebd. 1 Quad.,,,07013000,"Tuesday, 1st week, Lent"
1774,Fer. 4 Hebd. 1 Quad.,,,07014000,"Wednesday, 1st week, Lent"
1796,Fer. 4 Q.T. Quad.,,,07014009,"Ember Day, Lent (Wednesday)"
1804,Fer. 5 Hebd. 1 Quad.,,,07015000,"Thursday, 1st week, Lent"
1830,Fer. 6 Hebd. 1 Quad.,,,07016000,"Friday, 1st week, Lent"
1851,Fer. 6 Q.T. Quad.,,,07016009,"Ember Day, Lent (Friday)"
1984,Sabb. Hebd. 1 Quad.,,,07017000,"Saturday, 1st week, Lent"
1891,Hebd. 1 Quad.,,,07018000,1st week of Lent
1613,Dom. 2 Quadragesimae,,,07021000,2nd Sunday of Lent
1716,Fer. 2 Hebd. 2 Quad.,,,07022000,"Monday, 2nd week, Lent"
1747,Fer. 3 Hebd. 2 Quad.,,,07023000,"Tuesday, 2nd week, Lent"
1777,Fer. 4 Hebd. 2 Quad.,,,07024000,"Wednesday, 2nd week, Lent"
1807,Fer. 5 Hebd. 2 Quad.,,,07025000,"Thursday, 2nd week, Lent"
1833,Fer. 6 Hebd. 2 Quad.,,,07026000,"Friday, 2nd week, Lent"
1986,Sabb. Hebd. 2 Quad.,,,07027000,"Saturday, 2nd week, Lent"
1894,Hebd. 2 Quad.,,,07028000,2nd week of Lent
1634,Dom. 3 Quadragesimae,,,07031000,3rd Sunday of Lent
1720,Fer. 2 Hebd. 3 Quad.,,,07032000,"Monday, 3rd week, Lent"
1751,Fer. 3 Hebd. 3 Quad.,,,07033000,"Tuesday, 3rd week, Lent"
1781,Fer. 4 Hebd. 3 Quad.,,,07034000,"Wednesday, 3rd week, Lent"
1811,Fer. 5 Hebd. 3 Quad.,,,07035000,"Thursday, 3rd week, Lent"
1836,Fer. 6 Hebd. 3 Quad.,,,07036000,"Friday, 3rd week, Lent"
1988,Sabb. Hebd. 3 Quad.,,,07037000,"Saturday, 3rd week, Lent"
1897,Hebd. 3 Quad.,,,07038000,3rd week of Lent
1641,Dom. 4 Quadragesimae,,,07041000,4th Sunday of Lent
1724,Fer. 2 Hebd. 4 Quad.,,,07042000,"Monday, 4th week, Lent"
1754,Fer. 3 Hebd. 4 Quad.,,,07043000,"Tuesday, 4th week, Lent"
1784,Fer. 4 Hebd. 4 Quad.,,,07044000,"Wednesday, 4th week, Lent"
1814,Fer. 5 Hebd. 4 Quad.,,,07045000,"Thursday, 4th week, Lent"
1839,Fer. 6 Hebd. 4 Quad.,,,07046000,"Friday, 4th week, Lent"
1990,Sabb. Hebd. 4 Quad.,,,07047000,"Saturday, 4th week, Lent"
1900,Hebd. 4 Quad.,,,07048000,4th week of Lent
1658,Dom. de Passione,,,07051000,5th Sunday of Lent (Passion Sunday)
1711,Fer. 2 de Passione,,,07052000,"Monday, 5th week, Lent"
1742,Fer. 3 de Passione,,,07053000,"Tuesday, 5th week, Lent"
1772,Fer. 4 de Passione,,,07054000,"Wednesday, 5th week, Lent"
1802,Fer. 5 de Passione,,,07055000,"Thursday, 5th week, Lent"
1828,Fer. 6 de Passione,,,07056000,"Friday, 5th week, Lent"
1983,Sabb. de Passione,,,07057000,"Saturday, 5th week, Lent"
1907,Hebd. de Passione,,,07058000,5th week of Lent
1659,Dom. in Palmis,,,07061000,Palm Sunday
1728,Fer. 2 Maj. Hebd.,,,07062000,"Monday, Holy Week"
1757,Fer. 3 Maj. Hebd.,,,07063000,"Tuesday, Holy Week"
1788,Fer. 4 Maj. Hebd.,,,07064000,"Wednesday, Holy Week"
1816,Fer. 5 in Cena Dom.,,,07065000,Holy Thursday (Maundy Thursday)
1475,Ad Mandatum,,,07065010,At the Mandatum (Foot-Washing)
1841,Fer. 6 in Parasceve,,,07066000,Good Friday
2014,Sabbato Sancto,,,07067000,Holy Saturday
1915,Hebd. Sancta,,,07068000,Holy Week
1932,In Triduum,,,07069000,"General, during the Triduum"
1930,In tempore Paschae,,,08000000,"General, Eastertide"
1701,Dominica TP,,,08001000,"Sundays, Eastertide"
1860,Feria 2 TP,,,08002000,"Mondays, Eastertide"
1864,Feria 3 TP,,,08003000,"Tuesdays, Eastertide"
1867,Feria 4 TP,,,08004000,"Wednesdays, Eastertide"
1870,Feria 5 TP,,,08005000,"Thursdays, Eastertide"
1873,Feria 6 TP,,,08006000,"Fridays, Eastertide"
2015,Sabbato TP,,,08007000,"Saturdays, Eastertide"
1918,Hebd. TP,,,08008000,"Weekdays, Eastertide"
1688,Dom. Resurrectionis,,,08011000,Easter Sunday
1687,"Dom. Resurrect.,8",,,08011008,In week after Easter Sunday
1733,Fer. 2 p. Pascha,,,08012000,Easter Monday
1762,Fer. 3 p. Pascha,,,08013000,Easter Tuesday
1793,Fer. 4 p. Pascha,,,08014000,Easter Wednesday
1820,Fer. 5 p. Pascha,,,08015000,Easter Thursday
1847,Fer. 6 p. Pascha,,,08016000,Easter Friday
2008,Sabbato in Albis,,,08017000,Easter Saturday
1969,Pascha Annotinum,,,08020100,Memorial of past year's Easter
1963,Octava Paschae,,,08021000,"Octave of Easter (also ""Dominica in Albis"")"
1964,"Octava Paschae,8",,,08021008,In 2nd week after Easter
1732,Fer. 2 p. Oct.Pasch.,,,08022000,"Monday, 2nd week after Easter"
1761,Fer. 3 p. Oct.Pasch.,,,08023000,"Tuesday, 2nd week after Easter"
1792,Fer. 4 p. Oct.Pasch.,,,08024000,"Wednesday, 2nd week after Easter"
1819,Fer. 5 p. Oct.Pasch.,,,08025000,"Thursday, 2nd week after Easter"
1846,Fer. 6 p. Oct.Pasch.,,,08026000,"Friday, 2nd week after Easter"
1573,De Sancta Lancea,,,08026010,The Holy Lance; on the Friday after the Octave of Easter
1995,Sabb. p. Oct. Pasch.,,,08027000,"Saturday, 2nd week after Easter"
1893,Hebd. 2 p. Pascha,,,08028000,2nd week after Easter
1609,Dom. 2 p. Pascha,,,08031000,2nd Sunday after Easter
1610,"Dom. 2 p. Pascha,8",,,08031008,In 3rd week after Easter
1719,Fer. 2 Hebd. 3 Pasc.,,,08032000,"Monday, 3rd week after Easter"
1750,Fer. 3 Hebd. 3 Pasc.,,,08033000,"Tuesday, 3rd week after Easter"
1780,Fer. 4 Hebd. 3 Pasc.,,,08034000,"Wednesday, 3rd week after Easter"
1809,Fer. 5 Hebd. 3 Pasc.,,,08035000,"Thursday, 3rd week after Easter"
1835,Fer. 6 Hebd. 3 Pasc.,,,08036000,"Friday, 3rd week after Easter"
2001,Sabbato 3 p. Pascha,,,08037000,"Saturday, 3rd week after Easter"
1896,Hebd. 3 p. Pascha,,,08038000,3rd week after Easter
1630,Dom. 3 p. Pascha,,,08041000,3rd Sunday after Easter
1631,"Dom. 3 p. Pascha,8",,,08041008,In 4th week after Easter
1723,Fer. 2 Hebd. 4 Pasc.,,,08042000,"Monday, 4th week after Easter"
2238,In Letaniis maj.,4,25,08042500,The greater litany; The Major Rogation
1753,Fer. 3 Hebd. 4 Pasc.,,,08043000,"Tuesday, 4th week after Easter"
1783,Fer. 4 Hebd. 4 Pasc.,,,08044000,"Wednesday, 4th week after Easter"
1813,Fer. 5 Hebd. 4 Pasc.,,,08045000,"Thursday, 4th week after Easter"
1838,Fer. 6 Hebd. 4 Pasc.,,,08046000,"Friday, 4th week after Easter"
1549,Compassio Mariae TP,,,08046010,"The Sorrows of Mary, celebrated Friday after third Sun. after Easter"
2002,Sabbato 4 p. Pascha,,,08047000,"Saturday, 4th week after Easter"
1899,Hebd. 4 p. Pascha,,,08048000,4th week after Easter
1637,Dom. 4 p. Pascha,,,08051000,4th Sunday after Easter
1638,"Dom. 4 p. Pascha,8",,,08051008,In 5th week after Easter
1726,Fer. 2 Hebd. 5 Pasc.,,,08052000,"Monday, 5th week after Easter"
1755,Fer. 3 Hebd. 5 Pasc.,,,08053000,"Tuesday, 5th week after Easter"
1785,Fer. 4 Hebd. 5 Pasc.,,,08054000,"Wednesday, 5th week after Easter"
1815,Fer. 5 Hebd. 5 Pasc.,,,08055000,"Thursday, 5th week after Easter"
1840,Fer. 6 Hebd. 5 Pasc.,,,08056000,"Friday, 5th week after Easter"
2003,Sabbato 5 p. Pascha,,,08057000,"Saturday, 6th week after Easter"
1901,Hebd. 5 p. Pascha,,,08058000,5th week after Easter
1643,Dom. 5 p. Pascha,,,08061000,5th Sunday after Easter
1644,"Dom. 5 p. Pascha,8",,,08061008,In 6th week after Easter
1727,Fer. 2 in Letaniis,,,08062000,Rogation Monday
1756,Fer. 3 in Letaniis,,,08063000,Rogation Tuesday
1786,Fer. 4 in Letaniis,,,08064000,Rogation Wednesday
4206,"Ascensionis Domini, in vigilia",,,08064001,Eve of Ascension
1489,Ascensio Domini,,,08065000,Ascension Thursday
1490,"Ascensio Domini,8",,,08065008,In week after Ascension
1842,Fer. 6 p. Ascensio.,,,08066000,Friday after Ascension
1991,Sabb. p. Ascensionem,,,08067000,Saturday after Ascension
1902,Hebd. 6 p. Pascha,,,08068000,6th week after Easter
1926,In Letaniis,,,08068010,"General, Rogation Days"
1665,Dom. p. Ascensionem,,,08071000,Sunday after Ascension
1648,Dom. 6 p. Pascha,,,08071010,6th Sunday after Easter
1729,Fer. 2 p. Ascensio.,,,08072000,"Monday, week after Ascension"
1758,Fer. 3 p. Ascensio.,,,08073000,"Tuesday, week after Ascension"
1789,Fer. 4 p. Ascensio.,,,08074000,"Wednesday, week after Ascension"
1958,Oct. Ascens. Domini,,,08075000,Octave of Ascension
1845,Fer. 6 p. Oct. Asc.,,,08076000,"Friday, after the Octave of Ascension"
2080,Vigilia Pentecostes,,,08077000,Eve of Pentecost
1994,Sabb. p. Oct. Asc.,,,08077100,"Saturday, after the Octave of Ascension"
1682,Dom. Pentecostes,,,08081000,"Pentecost Sunday (also ""Whitsunday"")"
1683,"Dom. Pentecostes,8",,,08081008,In week after Pentecost
1734,Fer. 2 Pent.,,,08082000,Pentecost Monday
1763,Fer. 3 Pent.,,,08083000,Pentecost Tuesday
1794,Fer. 4 Pent.,,,08084000,Pentecost Wednesday
4304,Fer. 4 Q.T. Pent.,,,08084009,"Ember Day, Pentecost (Wednesday)"
1821,Fer. 5 Pent.,,,08085000,Pentecost Thursday
4548,Fer. 5 Q.T. Pent.,,,08085009,"Ember Day, Pentecost (Thursday)"
1848,Fer. 6 Pent.,,,08086000,Pentecost Friday
4312,Fer. 6 Q.T. Pent.,,,08086009,"Ember Day, Pentecost (Friday)"
2010,Sabbato Pent.,,,08087000,Pentecost Saturday
4398,Sabbato Q.T. Pent.,,,08087009,"Ember Day, Pentecost (Saturday)"
1965,Octava Pentecostes,,,08091000,Octave of Pentecost
1678,Dom. p. Pent.,,,09001000,Sundays after Pentecost
1911,Hebd. p. Pent.,,,09008000,Weekdays after Pentecost
1578,De Trinitate,,,09011000,Trinity Sunday
1579,"De Trinitate,8",,,09011008,In the week after Trinity Sunday
1584,Dom. 1 p. Pent.,,,09011010,1st Sunday after Pentecost
1739,Fer. 2 Trinitate,,,09012000,Trinity Monday
1768,Fer. 3 Trinitate,,,09013000,Trinity Tuesday
1801,Fer. 4 Trinitate,,,09014000,Trinity Wednesday
1551,Corporis Christi,,,09015000,"Corpus Christi (also ""Blessed Sacrament"")"
1552,"Corporis Christi,8",,,09015008,In week after Corpus Christi
1827,Fer. 6 Cor. Christi,,,09016000,Friday after Corpus Christi
1982,Sabb. Cor. Christi,,,09017000,Saturday after Corpus Christi
4545,Sabb. p. Dom. 1 p. Pent.,,,09017010,Saturday in the 2nd week after Pentecost
1611,Dom. 2 p. Pent.,,,09021000,"2nd Sunday after Pentecost (also ""Dom. 1 p. Oct. Pent."")"
1612,"Dom. 2 p. Pent.,8",,,09021008,In 3rd week after Pentecost
1667,Dom. p. Cor. Christi,,,09021010,Sunday after Corpus Christi
1961,Octava de Trinitate,,,09021020,Octave of Trinity Sunday
1710,Fer. 2 Cor. Christi,,,09022000,Monday after Corpus Christi
1741,Fer. 3 Cor. Christi,,,09023000,Tuesday after Corpus Christi
1771,Fer. 4 Cor. Christi,,,09024000,Wednesday after Corpus Christi
4199,Oct. Corporis Christi,,,09025000,Octave of Corpus Christi
1810,Fer. 5 Hebd. 3 Pent.,,,09025010,"Thursday, 3rd week after Pentecost"
4442,De quinque vulneribus Christi,,,09026000,The Five Wounds of Christ (celebrated on the Friday after the octave of Corpus Christi in Mainz and on a variety of other days in different locations)
4575,Sacratissimi Cordis Jesu,,,09026010,"Most Sacred Heart of Jesus, on Friday after the second Sunday after Pentecost"
2000,Sabb.p.Oct.Cor.Chri.,,,09027000,Saturday after Octave of Corpus Christi
1632,Dom. 3 p. Pent.,,,09031000,3rd Sunday after Pentecost
1633,"Dom. 3 p. Pent.,8",,,09031008,In 4th week after Pentecost
4607,Dom. 1 p. Oct. Corporis Christi,,,09031010,Sunday after the Octave of Corpus Christi
1639,Dom. 4 p. Pent.,,,09041000,4th Sunday after Pentecost
1640,"Dom. 4 p. Pent.,8",,,09041008,In 5th week after Pentecost
1645,Dom. 5 p. Pent.,,,09051000,5th Sunday after Pentecost
1646,"Dom. 5 p. Pent.,8",,,09051008,In 6th week after Pentecost
1649,Dom. 6 p. Pent.,,,09061000,6th Sunday after Pentecost
1650,"Dom. 6 p. Pent.,8",,,09061008,In 7th week after Pentecost
1651,Dom. 7 p. Pent.,,,09071000,7th Sunday after Pentecost
1652,"Dom. 7 p. Pent.,8",,,09071008,In 8th week after Pentecost
1653,Dom. 8 p. Pent.,,,09081000,8th Sunday after Pentecost
1654,"Dom. 8 p. Pent.,8",,,09081008,In 9th week after Pentecost
1655,Dom. 9 p. Pent.,,,09091000,9th Sunday after Pentecost
1656,"Dom. 9 p. Pent.,8",,,09091008,In 10th week after Pentecost
1586,Dom. 10 p. Pent.,,,09101000,10th Sunday after Pentecost
1587,"Dom. 10 p. Pent.,8",,,09101008,In 11th week after Pentecost
1588,Dom. 11 p. Pent.,,,09111000,11th Sunday after Pentecost
1589,"Dom. 11 p. Pent.,8",,,09111008,In 12th week after Pentecost
1590,Dom. 12 p. Pent.,,,09121000,12th Sunday after Pentecost
1591,"Dom. 12 p. Pent.,8",,,09121008,In 13th week after Pentecost
1592,Dom. 13 p. Pent.,,,09131000,13th Sunday after Pentecost
