id,name,month,day,feast_code,description
4270,Botulphi,,,14061710,"Botulph, Abbot, founder of Ikanhoe monastery"
2664,Briccii,11,13,14111300,"Brice, Bishop of Tours"
4271,"Briccii,8",,,14111308,In week after Brice
2189,Brigidae,2,1,14020100,"Brigid (Bride), Abbess"
4536,Brunonis Abbatis,10,6,14100610,"Bruno, Abbot, Founder of the Carthusian Order"
2660,Burchardi,10,14,14101410,"Burchard (Burkhard), Bishop and Confessor"
2665,Caeciliae,11,22,14112200,"Cecilia (Cecily), Virgin Martyr"
1497,"Caeciliae,8",,,14112208,In week after Cecilia
4537,Caesarii Arelatensis,8,27,14082700,"Caesarius, Archbishop of Arles"
2666,"Caesarii, Juliani",11,1,14110130,"Caesarius and Julian, Martyrs"
2588,Callisti,10,14,14101400,"Callistus (Calixtus) I, Pope"
4551,Camilli de Lellis,7,18,14071820,"Camillus de Lellis, Confessor, Founder of the Canons Regular of a Good Death (Infirmis Ministrantium)"
4272,Candidi,,,14120110,"Candidus, Martyr, at Innichen, diocese of Brixen, Tyrol"
4556,Canici,10,11,14101140,"Cainnech of Aghaboe (Canice, Cannicus, Kenneth, Kenny), Abbot"
2263,Cantiorum,5,31,14053100,"Cantius, Cantianus and Cantianilla, Martyrs"
4273,"Caprasii, Abb.",,,14060110,"Caprasius, Abbot of Lerins"
4274,"Caprasii, Mart.",,,14102000,"Caprasius, Martyr, of Agen"
2264,Carauni,5,28,14052810,"Caraunus, Deacon and Martyr"
4275,Castuli,,,14032610,"Castulus, Martyr"
2667,Catharinae,11,25,14112500,"Catherine of Alexandria, Martyr"
4276,Catharinae Bononiensis,,,14030920,"Catharine of Bologna, Poor Clare and mystical writer (canonized 1712)"
4588,Celsi Treverensis,1,4,14010400,"Celsus, Confessor, reputed 5th Bishop of Trier (Treves)"
4589,"Celsi Treverensis, invent.",2,23,14022320,Finding of Celsus of Trier's relics (in 980)
2123,"Celsi, Juliani",1,9,14010900,"Celsus and Julian, Martyrs"
2521,Chlodoaldi,9,7,14090720,"Chlodoaldus (Cloud), Frankish prince"
4526,Chlotildis Regina,6,3,14060310,"Chlothildis (Clotilda, Clotilde), Queen of France"
2366,Christinae,7,24,14072400,"Christina, Virgin Martyr"
2367,Christophori,7,25,14072510,"Christopher, Martyr"
2668,"Chrysanthi, Dariae",11,29,14112910,"Chrysanthus, Daria, Maurus, Martyrs"
2669,Chrysogoni,11,24,14112400,"Chrysogonus, Martyr"
2445,Clarae,8,12,14081200,"Clare of Assisi, Foundress"
4322,"Clarae, inventio",9,23,14092310,The finding of Clare's relics
4490,"Claudii commentariensis, Symphoriani, Nicostrati et sociorum",7,7,14070740,"Claudius, his sons Felicissimus and Symphorianus, his brother Victorinus, and Castor the brother of the jailer Nicostratus, Roman Martyrs"
2670,Clementis,11,23,14112300,"Clement I, Pope and Martyr"
4463,Clementis Metensis,11,23,14112340,"Clement, first Bishop of Metz"
1498,"Clementis,8",,,14112308,In week after Clement
2522,Cleophae,9,25,14092510,"Cleophas, father of James the Less"
2589,Colomanni,10,13,14101320,"Coloman, Martyr"
2725,Columbae,12,31,14123110,"Columba of Sens, Virgin Martyr"
2671,Columbani,11,23,14112330,"Columbanus (Columban), Abbot"
1501,Comm. Apostolorum TP,,,12801000,"Common of Apostles, Eastertide"
1502,Comm. Apostolorum TQ,,,12701000,"Common of Apostles, Lent"
1499,Comm. Apostolorum post Septuagesima,,,12601000,"Common of Apostles, after Septuagesima"
1488,Comm. Apostolorum sive Martyrum TP,,,12801100,"Common of Apostles or Martyrs, Eastertide"
1503,"Comm. Apostolorum,8",,,12001008,"Common of Apostles, in week of"
2093,Comm. Evangelistarum TP,,,12811000,"Common of Evangelists, Eastertide"
1509,Comm. plurimorum Confessorum TP,,,12805000,"Common of several Confessors, Eastertide"
1534,Comm. plurimorum Confessorum non Pontificum TP,,,12805200,"Common of several Confessors (not Popes), Eastertide"
1514,Comm. plurimorum Martyrum TP,,,12803000,"Common of several Martyrs, Eastertide"
1515,"Comm. plurimorum Martyrum,8",,,12003008,"Common of several Martyrs, in week of"
1532,Comm. plurimorum Virginum TP,,,12806000,"Common of several Virgins, Eastertide"
1541,Comm. unius Confessoris Pontificis TP,,,12804100,"Common of one Confessor (Pope), Eastertide"
1525,Comm. unius Confessoris TP,,,12804000,"Common of one Confessor, Eastertide"
1533,Comm. unius Confessoris et Doctoris non Pontificis,,,12004800,"Common of one Confessor (Doctor, not Pope)"
1540,"Comm. unius Confessoris et Episcopi,8",,,12004308,"Common of one Confessor (Bishop), in week of"
1536,Comm. unius Confessoris non Pontificis TP,,,12804700,"Common of one Confessor (not Pope), Eastertide"
1527,Comm. unius Martyris TP,,,12802000,"Common of one Martyr, Eastertide"
4471,Comm. unius Martyris non Pontificis TP,,,12802200,"Common of one Martyr (not Pope), Eastertide"
1529,Comm. unius Virginis TP,,,12807100,"Common of one Virgin, Eastertide"
4282,Comm. unius electae,,,12022000,"Common of those chosen (not Virgins, not Martyrs)"
1549,Compassio Mariae TP,,,08046010,"The Sorrows of Mary, celebrated Friday after third Sun. after Easter"
2672,Conradi,11,26,14112620,"Conrad, Bishop of Constance"
2115,Constantii,1,29,14012920,"Constantius, Bishop of Perugia"
2319,"Constantini, Peregr.",6,15,14061540,"Constantine and Peregrine, Bishops"
2524,Corbiniani,9,8,14090820,"Corbinianus, Abbot and Bishop"
2525,"Cornelii, Cypriani",9,16,14091600,"Cornelius and Cyprian, Martyrs"
2265,Coronae,5,14,14051420,"Corona, Martyr"
1552,"Corporis Christi,8",,,09015008,In week after Corpus Christi
2526,"Cosmae, Damiani",9,27,14092700,"Cosmas and Damian, Martyrs"
2591,"Crispini,Crispiniani",10,25,14102500,"Crispin and Crispinian, Martyrs"
2368,Cucuphatis,7,25,14072530,"Cucuphas, Martyr"
2673,Cuniberti,11,12,14111210,"Cunibertus (Quinibert), Bishop of Cologne"
2215,Cuthberti,3,20,14032000,"Cuthbert, Bishop of Lindisfarne"
2446,Cuthburgae,8,31,14083120,"Cuthberga, First Abbess of Wimborne"
2125,"Cyri, Joannis",1,31,14013100,"Cyrus and John, Martyrs"
2447,Cyriaci et Soc.,8,8,14080800,"Cyriacus and Companions, Martyrs"
2320,Cyrici,6,16,14061600,"Cyricus and Julitta, Martyrs"
1553,"Cyrici,8",,,14061608,In week after Cyricus
4185,Cyrilli Alexandrini,1,28,14012820,"Cyril (Cyrillus), Confessor, Patriarch of Alexandria and Doctor of the Church"
2727,Damasi,12,11,14121100,"Damasus, Pope"
2216,David,3,1,14030110,"David of Wales, Monk and Bishop"
1554,De Angelis,,,12013000,"Memorial chants for Angels, including e.g. Missa Votiva de Angelis. Feria III."
1555,De Angelis TP,,,12813000,"Memorial chants for Angels, Eastertide"
1557,De BMV Adv.,,,15008010,"Votive Office for Mary, Advent"
1558,De BMV Nat.,,,15008030,"Votive Office for Mary, Christmas"
1563,De BMV TP,,,15008080,"Votive Office for Mary, Eastertide"
1559,De BMV post Ascen.,,,15008110,"Votive Office for Mary, after Ascension"
1560,De BMV post Epiph.,,,15008050,"Votive Office for Mary, after Epiphany"
1561,De BMV post Pent.,,,15008090,"Votive Office for Mary, after Pentecost"
1562,De BMV post Purif.,,,15008100,"Votive Office for Mary, after Purification"
1564,De Esdras,,,10700000,"Summer Histories, from Esdras"
1565,De Esther,,,10600000,"Summer Histories, from Esther"
1566,De Job,,,10300000,"Summer Histories, from Job"
1567,De Judith,,,10500000,"Summer Histories, from Judith"
1568,De Machabaeis,,,10800000,"Summer Histories, from Maccabees"
4186,De Patriarchis,,,12020000,"Memorial chants for Patriarchs (Abraham, Isaac, Jacob)"
1570,De Plur. Sanctis TP,,,12815100,"Common of several Saints, Eastertide"
1571,De Prophetis,,,10900000,"Summer Histories, from the Prophets"
1572,De Regum,,,10100000,"Summer Histories, from Kings"
4287,De Sancta Cruce,,,15011000,"Votive Mass/Office for the Holy Cross, including e.g. Missa Votiva de Sancta Cruce. Fer. VI."
1575,De Sanctis TP,,,12815000,"Common of Saints, Eastertide"
1576,De Sapientia,,,10200000,"Summer Histories, from Wisdom"
4288,De Spiritu Sancto,,,15002000,"Votive Mass/Office for the Holy Spirit, including, e.g. Missa Votiva de Spiritu Sancto. Feria V."
1577,De Tobia,,,10400000,"Summer Histories, from Tobias"
1579,"De Trinitate,8",,,09011008,In the week after Trinity Sunday
4506,De allatione reliquiarum in ecclesia Pragensis,1,2,14010210,"Showing of relics in St Vitus's Cathedral, Prague"
4508,De secunda allatione reliquiarum in ecclesia Pragensis,1,8,14010820,"A second showing of relics in St Vitus's Cathedral, Prague"
4586,De victoriae christianorum apud Salado,10,30,14103010,"Commemoration of the victory of the Christians at the Battle of Rio Salado (also known as the Battle of Tarifa), 30 October 1340"
2675,Dedic. Bas. S. Petri,11,18,14111820,"Dedication of Saint Peter's, Rome"
2593,"Dedic. S.Salv., Mar.",10,13,14101340,"Dedication of the Church of the Holy Saviour, St. Martial (Limoges)"
2594,Demetrii,10,8,14100850,"Demetrius, Martyr"
2527,Depositio Emerici,9,2,14090210,"Commemoration of the Burial of Emeric, Confessor, Son of King Stephen of Hungary"
4497,Desiderii Lingon,5,23,14052300,"Desiderius (Didier), Martyr, Bishop of Langres"
2595,Dionysii,10,9,14100900,"Denis (Dionysius), Bishop of Paris"
1580,"Dionysii,8",,,14100908,"In week after Denis, Bishop of Paris"
4188,Disibodi,9,8,14090840,"Disibod, Bishop and Patron of Disibodenberg"
1583,"Dom. 1 p. Epiph.,8",,,05011018,In the week following the 1st Sunday after Epiphany
2103,Dom. 1 p. Epiphaniam,,,05011010,"1st Sunday after Epiphany (Sunday within the octave of Epiphany,  'Dom. Infra Oct. Epiph.')"
1587,"Dom. 10 p. Pent.,8",,,09101008,In 11th week after Pentecost
1589,"Dom. 11 p. Pent.,8",,,09111008,In 12th week after Pentecost
1591,"Dom. 12 p. Pent.,8",,,09121008,In 13th week after Pentecost
1593,"Dom. 13 p. Pent.,8",,,09131008,In 14th week after Pentecost
1595,"Dom. 14 p. Pent.,8",,,09141008,In 15th week after Pentecost
1597,"Dom. 15 p. Pent.,8",,,09151008,In 16th week after Pentecost
1599,"Dom. 16 p. Pent.,8",,,09161008,In 17th week after Pentecost
1601,"Dom. 17 p. Pent.,8",,,09171008,In 18th week after Pentecost
1603,"Dom. 18 p. Pent.,8",,,09181008,In 19th week after Pentecost
1605,"Dom. 19 p. Pent.,8",,,09191008,In 20th week after Pentecost
1608,"Dom. 2 p. Epiph.,8",,,05021008,In the week following the 2nd Sunday after Epiphany
1610,"Dom. 2 p. Pascha,8",,,08031008,In 3rd week after Easter
1612,"Dom. 2 p. Pent.,8",,,09021008,In 3rd week after Pentecost
1615,"Dom. 20 p. Pent.,8",,,09201008,In 21st week after Pentecost
1617,"Dom. 21 p. Pent.,8",,,09211008,In 22nd week after Pentecost
1619,"Dom. 22 p. Pent.,8",,,09221008,In 23rd week after Pentecost
1621,"Dom. 23 p. Pent.,8",,,09231008,In 24th week after Pentecost
1623,"Dom. 24 p. Pent.,8",,,09241008,In 25th week after Pentecost
1631,"Dom. 3 p. Pascha,8",,,08041008,In 4th week after Easter
1633,"Dom. 3 p. Pent.,8",,,09031008,In 4th week after Pentecost
1638,"Dom. 4 p. Pascha,8",,,08051008,In 5th week after Easter
1640,"Dom. 4 p. Pent.,8",,,09041008,In 5th week after Pentecost
1644,"Dom. 5 p. Pascha,8",,,08061008,In 6th week after Easter
1646,"Dom. 5 p. Pent.,8",,,09051008,In 6th week after Pentecost
1650,"Dom. 6 p. Pent.,8",,,09061008,In 7th week after Pentecost
1652,"Dom. 7 p. Pent.,8",,,09071008,In 8th week after Pentecost
1654,"Dom. 8 p. Pent.,8",,,09081008,In 9th week after Pentecost
1656,"Dom. 9 p. Pent.,8",,,09091008,In 10th week after Pentecost
1683,"Dom. Pentecostes,8",,,08081008,In week after Pentecost
1687,"Dom. Resurrect.,8",,,08011008,In week after Easter Sunday
1684,Dom. per annum,,,04001000,"Sundays, Ferial Office"
1701,Dominica TP,,,08001000,"Sundays, Eastertide"
4474,Dominici,8,4,14080430,"Dominic, founder of the Order of Friars Preachers"
4618,Dominici Silensis,12,20,14122010,"Dominic of Silos, Abbot"
4475,"Dominici,8",,,14080438,In week after Dominic
2457,Donati,8,7,14080700,"Donatus, Bishop of Arezzo"
2596,Donatiani,10,13,14101310,"Donatianus, Bishop of Reims"
2191,Dorotheae,2,6,14020610,"Dorothy, Virgin Martyr"
2266,Dunstani,5,19,14051920,"Dunstan, Archbishop of Canterbury"
2528,Duodecim Fratrum,9,1,14090140,"Twelve Brothers, Martyrs"
2321,Eadburgae,6,15,14061530,"Eadburga, Abbess at Winchester"
4293,Edithae,,,14091640,"Edith (Eadgith) of Wilton, Virgin, Daughter of King Edgar"
4294,"Edithae,8",,,14091648,In week after Edith
2677,Edmundi,11,20,14112000,"Edmund, King and Martyr"
4493,Edmundi Archiepiscopi,11,16,14111620,"Edmund of Abingdon (Edmund Rich), Archbishop of Canterbury"
2648,"Edwardi, Conf.",10,13,14101330,"Edward III, Confessor, King of England (son of Ethelred the Unready)"
2132,"Edwardi, Conf., de morte",1,5,14010520,"Death of Edward III, Confessor, King of England (son of Ethelred the Unready)"
4295,"Edwardi, Mart.",3,18,14031810,"Edward ""the Martyr"" (son of King Edgar the Peaceful)"
2348,"Edwardi, Mart., transl.",6,20,14062010,Moving of Edward the Martyr's relics (son of King Edgar the Peaceful)
2232,Egberti,4,24,14042400,"Egbert of Iona, Bishop"
2733,Egwini,12,30,14123000,"Egwin, Bishop of Worcester"
1702,"Egwini,8",,,14123008,In week after Egwin
1703,"Elev. Elis. Hung.,8",,,14050218,In week after Elizabeth's Elevation
2371,Eliae,7,20,14072020,"Elijah, Prophet"
1704,"Eliae,8",,,14072028,In week after Elijah
2734,Eligii,12,1,14120100,"Eligius (Eloi), Bishop of Noyon"
4595,Elisabeth Hung.,11,19,14111900,"Elizabeth of Hungary, and of Thuringia, Widow"
1705,"Elisabeth Hung.,8",,,14111908,In week after Elizabeth of Hungary
2854,Elisabeth Reginae Portugalliae,7,8,14070830,"Elisabeth (Isabel), Widow, Queen of Portugal"
2322,Elisei,6,14,14061410,"Elisha, Prophet"
1706,"Elisei,8",,,14061418,In week after Elisha
2134,Emerentianae,1,23,14012300,"Emerentiana, Virgin Martyr"
4296,Emerici,,,14110500,"Emeric, Confessor, Son of King Stephen of Hungary"
2531,Emmerami,9,22,14092210,"Emmeramus, Bishop"
1707,"Epiphania,8",,,05010608,In week after Epiphany
2323,Erasmi,6,3,14060300,"Erasmus, Bishop and Martyr"
2268,Erici,5,18,14051800,"Eric IX of Sweden, King and Martyr"
2324,Eskilli,6,12,14061220,"Eskill, Bishop of Northanscog and Martyr"
2458,Ethelwoldi,8,1,14080130,"Ethelwold, Bishop of Wincester"
4189,Eucharii,12,8,14120810,"Eucharius, First Bishop of Trier"
2679,Eugenii,11,15,14111500,"Eugene, Martyr, Disciple of Denis"
4557,Eulaliae Emeritensis,12,10,14121010,"Eulalia of Mérida, Virgin Martyr"
2532,Euphemiae,9,16,14091610,"Euphemia, Virgin and Martyr"
2459,"Eupli, Leucii",8,12,14081210,"Euplus, Deacon Martyr; and Leucius, Bishop Confessor"
4297,Eusebii Episcopi,,,14121610,"Eusebius, Bishop of Vercelli"
4476,Eustachii,9,20,14092010,"Eustachius (Eustasius, Eustace), Martyr"
2680,Eustachii,11,2,14110200,"Eustachius (Eustace), Martyr"
2735,Eustratii et Soc.,12,13,14121350,"Eustratius et al, Martyrs"
2269,Euticii,5,15,14051500,"Euticius (Eutice, Euthycius), Martyr"
2233,Eutropii,4,30,14043010,"Eutropius, Bishop of Saintes, Martyr"
2533,Evurtii,9,7,14090700,"Evurtius (Euvert), Bishop"
1708,"Exalt. Crucis,8",,,14091408,In week after Holy Cross Day
2137,"Fabiani, Sebastiani",1,20,14012000,"Pope Fabian and Sebastian, Martyrs"
2192,"Faustini, Jovitae",2,15,14021500,"Faustinus and Jovita, Martyrs"
2372,Felicis,7,29,14072900,"Felix, Bishop and Martyr (falsely called Pope Felix II)"
2138,Felicis Nolani,1,14,14011410,"Felix of Nola, Confessor"
4190,Felicis Valesius,11,20,14112010,"Felix of Valois, Confessor, Founder of the Trinitarians"
2461,"Felicis, Adaucti",8,30,14083000,"Felix and Adauctus, Martyrs"
4191,"Felicis, Pont.",5,30,14053000,"Felix I, Martyr and Pope"
2535,"Felicis, Regulae",9,11,14091110,"Felix and Regula, Martyrs"
2462,"Felicissimi, Agapiti",8,6,14080620,"Felicissimus and Agapetus, Marytrs"
2681,Felicitatis,11,23,14112310,"Felicitatis, Matron and Martyr"
1712,Fer. 2 Hebd. 1 Adv.,,,01012000,"Monday, 1st week, Advent"
1713,Fer. 2 Hebd. 1 Quad.,,,07012000,"Monday, 1st week, Lent"
1714,Fer. 2 Hebd. 2 Adv.,,,01022000,"Monday, 2nd week, Advent"
1716,Fer. 2 Hebd. 2 Quad.,,,07022000,"Monday, 2nd week, Lent"
1715,Fer. 2 Hebd. 2 p.Ep.,,,05022000,"Monday, 2nd week after Epiphany"
1717,Fer. 2 Hebd. 3 Adv.,,,01032000,"Monday, 3rd week, Advent"
1719,Fer. 2 Hebd. 3 Pasc.,,,08032000,"Monday, 3rd week after Easter"
1720,Fer. 2 Hebd. 3 Quad.,,,07032000,"Monday, 3rd week, Lent"
1718,Fer. 2 Hebd. 3 p.Ep.,,,05032000,"Monday, 3rd week after Epiphany"
1721,Fer. 2 Hebd. 4 Adv.,,,01042000,"Monday, 4th week, Advent"
1723,Fer. 2 Hebd. 4 Pasc.,,,08042000,"Monday, 4th week after Easter"
1724,Fer. 2 Hebd. 4 Quad.,,,07042000,"Monday, 4th week, Lent"
1722,Fer. 2 Hebd. 4 p.Ep.,,,05042000,"Monday, 4th week after Epiphany"
1726,Fer. 2 Hebd. 5 Pasc.,,,08052000,"Monday, 5th week after Easter"
1725,Fer. 2 Hebd. 5 p.Ep.,,,05052000,"Monday, 5th week after Epiphany"
1728,Fer. 2 Maj. Hebd.,,,07062000,"Monday, Holy Week"
1711,Fer. 2 de Passione,,,07052000,"Monday, 5th week, Lent"
1729,Fer. 2 p. Ascensio.,,,08072000,"Monday, week after Ascension"
1730,Fer. 2 p. Epiphaniam,,,05012000,"Monday, 1st week after Epiphany"
1731,Fer. 2 p. Nat. Dom.,,,03022000,"Monday, week after Christmas"
1732,Fer. 2 p. Oct.Pasch.,,,08022000,"Monday, 2nd week after Easter"
1859,Fer. 2 per annum,,,04002000,"Mondays, Ferial Office"
1743,Fer. 3 Hebd. 1 Adv.,,,01013000,"Tuesday, 1st week, Advent"
1744,Fer. 3 Hebd. 1 Quad.,,,07013000,"Tuesday, 1st week, Lent"
1745,Fer. 3 Hebd. 2 Adv.,,,01023000,"Tuesday, 2nd week, Advent"
1747,Fer. 3 Hebd. 2 Quad.,,,07023000,"Tuesday, 2nd week, Lent"
1746,Fer. 3 Hebd. 2 p.Ep.,,,05023000,"Tuesday, 2nd week after Epiphany"
1748,Fer. 3 Hebd. 3 Adv.,,,01033000,"Tuesday, 3rd week, Advent"
