type,id,title,manuscript_full_text,source_id,siglum
chant,251058,,Domine libera animam meam a labiis iniquis et a lingua dolosa,123611,A-Gu
chant,251075,,Domine rex eterne,123611,A-Gu
chant,251150,,Domine rex,123611,A-Gu
chant,251244,,Domine iste sanctus cum,123611,A-Gu
chant,251247,,Domine prevenisti eum,123611,A-Gu
chant,251368,,Domine ihu xpc ne despicias desiderium meum sed in honore sancte genetricis tue et martyrum confessorumque tuorum prepara in hoc loco habitationem tuis aptam servitiis,123611,A-Gu
chant,251557,,Domine qui operati sunt iusticiam habitabunt in tabernaculo tuo et requiescent in monte sancto tuo | ~Domine quis habitabit ,123611,A-Gu
chant,251566,,Domine spes sanctorum et turris fortitudinis eorum dedisti hereditatem timentibus nomen tuum et inhabitabunt in tabernaculo tuo in secula | ~Exaudi deus deum,123611,A-Gu
chant,251569,,Domine deus virtutum beati omnes qui sperant in te non privabis bonis eos qui ambulant in equitate in secula seculorum laudabunt te | Quam dilecta ,123611,A-Gu
chant,251618,,Domine deus noster,123611,A-Gu
chant,251634,,Domine si adhuc populo tuo sum necessarius non recuso subire propter eos laborem fiat voluntas tua,123611,A-Gu
chant,251635,,Domine si adhuc in eodem labore stare me precipis munia tua devotus implebo | Fiat,123611,A-Gu
chant,251637,,Domine si adhuc populo tuo sum necessarius non recuso laborem fiat voluntas tua,123611,A-Gu
chant,251667,,Domine si adhuc populo tuo sum necessarius non recuso laborem fiat voluntas tua,123611,A-Gu
chant,251681,,Domine deus noster cuius gracia beatus martinus tres mortuos resuscitavit concede propitius ut per eius interventum a morte anime resuscitari mereamur,123611,A-Gu
chant,251683,,Domine si adhuc | ~Beatus vir,123611,A-Gu
chant,251711,,Domine deus noster,123611,A-Gu
chant,251754,,Domine iste sanctus,123611,A-Gu
chant,251758,,Domine prevenisti,123611,A-Gu
chant,251886,,Domine ihesu xpc seminator casti consilii suscipe seminum fructus quos in cecilia seminasti | ~Eructavit,123611,A-Gu
chant,251909,,Domine ihesu xpc pastor bone seminator casti consilii suscipe seminum fructus quos in cecilia seminasti cecilia famula tua quasi ovis tibi argumentosa deservit,123611,A-Gu
chant,251934,,Domine ihu xpc,123611,A-Gu
chant,251952,,Domine prevenisti,123611,A-Gu
chant,251955,,Domine iste sanctus,123611,A-Gu
chant,252136,,Domine ihesu christe magister bone suscipe spiritum meum in pace quia iam tempus est ut veniam desiderans te videre,123611,A-Gu
chant,252492,,Domine prevenisti eum in benedictionibus dulcedinis posuisti in capite eius coronam de lapide precioso,123611,A-Gu
chant,252496,,Domine iste sanctus habitabit in tabernaculo tuo operatus est iusticiam requiescet in monte sancto tuo | ~Domine quis habitant,123611,A-Gu
chant,252587,,Domine dominus noster quam admirabile est nomen tuum in universa terra quia gloria et honore coronasti sanctum tuum et constituisti eum super opera manuum tuarum | ~Domino dominus noster,123611,A-Gu
chant,252591,,Domine quinque talenta tradidisti michi ecce alia quinque superlucratus sum | Intra,123611,A-Gu
chant,252600,,Domine iste sanctus habitabit in tabernaculo tuo operatus est iusticiam requiescet in monte sancto tuo | ~Domine quis habitant,123611,A-Gu
chant,252665,,Domine quinque talenta tradidisti michi ecce alia quinque superlucratus sum,123611,A-Gu
chant,252682,,Domine iste sanctus,123611,A-Gu
chant,252686,,Domine prevenisti,123611,A-Gu
chant,252733,,Domine quinque,123611,A-Gu
chant,654500,,Domine bonum est nos sic esse si vis faciamus hi tria tabernacula tibi unum Mosi unum et Eliae unum,653927,A-Gu
chant,657926,,Domine vim patior responde pro me quia nescio quid dicam inimicus meus,653927,A-Gu
chant,658939,,Domine ostende nobis patrem et sufficit nobis alleluia Philippe qui videt me videt et patrem alleluia alleluia,653927,A-Gu
chant,662830,,Domine Jesu Christe ne despicias desiderium meum sed in honore sanctae genitricis tuae et martyrum confessorumque tuorum praepara in hoc loco habitationem tuis aptam servitiis,653927,A-Gu
chant,662869,,Domine qui operati sunt justitiam habitabunt in tabernaculo tuo et requiescet in monte sancto tuo,653927,A-Gu
chant,662989,,Domine deus noster cujus gratia beatus Martinus tres mortuos resuscitari concede propitius ut per ejus interventum a morte animae resuscitari mereamur,653927,A-Gu
chant,663046,,Domine si adhuc populo tuo sum necessarius non recuso labore fiat voluntas tua,653927,A-Gu
chant,663928,,Domine qui custodis pactum et misericordiam cum servis tuis qui ambulant coram te in toto corde suo,653927,A-Gu
chant,663961,,Domine pater et deus vitae meae ne derelinquas me in cogitatu maligno extollentiam oculorum meorum ne dederis mihi et desiderio maligno averte a me domine aufer a me concupiscentiam et animo irreverenti et infrunito ne tradas me domine,653927,A-Gu
chant,664035,,Domine deus caeli et terrae et ad humilitatem nostram,653927,A-Gu
chant,664038,,Domine deus qui conteris bella ab initio eleva bracchium tuum super gentes quae cogitent servis tuis mala et dextera tua glorificetur in nobis,653927,A-Gu
chant,664391,,Domine virtus et laetitia rectorum quoniam tu praevenisti dilectum tibi Stephanum dono gratuitae pietatis te primum secutus est morte gloriosae passionis unde cum corona martyrii dedisti ei vitam in saeculum saeculi,653927,A-Gu
chant,664421,,Domine suscipe me ut cum fratribus meis sim cum quibus veniens invitasti me aperi mihi januam vitae et perduc me ad convivium epularum tuarum tu es enim Christus filius dei vivi qui praecepto patris mundum salvasti tibi gratias referimus per infinita saeculorum saecula,653927,A-Gu
chant,664802,,Domine audivi auditionem tuam et timui,653927,A-Gu
chant,664844,,Domine salva nos perimus impera et fac deus tranquillitatem magnam porro homines cum vidisset quod fecerat signum dicebat qualis est hic quia ventis impera et mari et oboediunt ei,653927,A-Gu
chant,285001,,Domine si tu es iube me venire ad te super aquas | et extendens manum apprehendit eum et dixit ihesus modice fidei quare dubitasti,123613,A-KN
chant,285590,,Domine mi rex da michi in disco caput iohannis baptiste,123613,A-KN
chant,285854,,Domine dilexi decorem domus tue,123613,A-KN
chant,285858,,Domine dilexi,123613,A-KN
chant,286001,,Domine qui operati sunt iusticiam habitabunt in tabernaculo tuo et requiescent in monte sancto tuo | ~Domine,123613,A-KN
chant,286010,,Domine spes sanctorum et turris fortitudinis eorum dedisti hereditatem timentibus nomen tuum et inhabitabunt in tabernaculo tuo in secula | ~Exaudi deus deprecationem,123613,A-KN
chant,286044,,Domine deus noster cuius gratia beatus martynus tres mortuos resuscitavit concede propicius ut per eius interventum a morte anime resuscitari mereamur | ~Laudate pueri,123613,A-KN
chant,286058,,Domine si adhuc populo tuo sum necessarius non recuso subire proptes eos la {bo} rem | fiat voluntas tua,123613,A-KN
chant,286059,,Domine si ad {huc} in eodem labore stare me precipis munia tua devotus implebo | ~Fiat,123613,A-KN
chant,286081,,Domine si adhuc populo tuo sum necessarius non recuso laborem fiat voluntas tua,123613,A-KN
chant,286111,,Domine deus noster,123613,A-KN
chant,286114,,Domine si adhuc,123613,A-KN
chant,286134,,Domine ihesu xpiste seminator casti consilii suscipe seminum fructus quos in cecilia seminasti | ~Eructavit,123613,A-KN
chant,286141,,Domine ihesu xpiste pastor bone seminator casti consilii suscipe seminum fructus quos in cecilia seminasti | cecilia famula tua quasi ovis tibi argumentosa deservit,123613,A-KN
chant,286438,,Domine quinque talenta tradidisti michi ecce alia quinque superlucratus sum | ~Intra,123613,A-KN
chant,286445,,Domine dominus noster quam admirabile est nomen tuum in universa terra quia gloria et honore coronasti sanctum tuum et constituisti eum super opera manuum tuarum | ~Ipsum [Domine],123613,A-KN
chant,286450,,Domine iste sanctus habitabit in tabernaculo tuo operatus est iusticiam requiescet in monte sancto tuo | ~Domine quis habitabit,123613,A-KN
chant,286652,,Domine qui custodis pactum et misericordiam servis tuis qui ambulant coram te in toto corde suo | ~Benedic,123613,A-KN
chant,286653,,Domine si conversus fuerit populus tuus oraverit ad sanctuarium tuum | tu exaudies in celo domine et libera eos de manibus inimicorum eorum,123613,A-KN
chant,286695,,Domine pater et deus vite mee ne derelinquas me in cogitatu maligno | ~Quoniam,123613,A-KN
chant,286696,,Domine pater et deus vite mee ne derelinquas me in cogitatu maligno extollentiam oculorum meorum ne dederis michi et desiderium malignum averte a me domine aufer a me concupiscentiam | et animo inreverenti et infronito ne tradas me domine,123613,A-KN
chant,286794,,Domine deus qui conteres bella ab inicio eleva brachium tuum super gentes que cogitant servis tuis mala | et dextera tua glorificetur in nobis,123613,A-KN
chant,286800,,Domine rex omnipotens in dicione tua cuncta sunt posita et non est qui possit tue resistere voluntati,123613,A-KN
chant,286801,,Domine rex omnipotens in dicione tua cuncta sunt posita et non est qui possit resistere voluntati tue | libera nos propter nomen tuum,123613,A-KN
chant,286894,,Domine factum est ut imperasti et adhuc locus est,123613,A-KN
chant,286960,,Domine descende ut sanes filium meum priusquam moriatur dicit ei ihesus vade filius tuus vivit alleluia,123613,A-KN
chant,286967,,Domine filia mea modo defuncta est sed venit impone manum tuam super eam et vivet,123613,A-KN
chant,287043,,Domine deus virtutum,123614,A-KN
chant,287294,,Domine deus virtutum converte nos,123614,A-KN
chant,287448,,Domine audivi auditum tuum et timui consideravi opera tua et expavi in medio duum animalium,123614,A-KN
chant,287621,,Domine suscipe me ut cum fratribus meis sim cum quibus veniens invitasti me aperi michi ianua vite et perduc me ad convivium epularum tuarum tu es enim cristus filius dei vivi qui precepto patris mundum salvasti tibi gratias referimus per infinita seculorum secula,123614,A-KN
chant,287719,,Domine audivi auditum tuum et timui consideravi opera tua et expavi in medio duorum animalium,123614,A-KN
chant,287758,,Domine audivi,123614,A-KN
chant,287770,,Domine audivi,123614,A-KN
chant,287796,,Domine audivi auditum tuum et timui consideravi opera tua et expavi in medio duorum animalium,123614,A-KN
chant,287839,,Domine virtus et letitia rectorum quoniam tu prevenisti dilectum tibi Stephanum dono gratuite benedictionis te primum secutus est morte gloriose passionis unde cum corona martyrii dedisti ei vitam in seculum seculi,123614,A-KN
chant,288030,,Domine si tu vis potes me mundare et ait jesus volo mundare,123614,A-KN
chant,288031,,Domine puer meus iacet paraliticus in domo et male torquetur amen dico tibi ego veniam et curabo eum,123614,A-KN
chant,288032,,Domine non sum dignus ut intres sub tectum meum sed tantum dic verbo et sanabitur puer meus,123614,A-KN
chant,288037,,Domine salva nos perimus impera et fac deus tranquillitatem magnam porro homines cum vidissent quod fecerat signum dicebant qualis est hic quia ventis imperat et mari et obediunt ei,123614,A-KN
chant,288040,,Domine salva nos perimus impera et fac deus tranquillitatem,123614,A-KN
chant,288047,,Domine deus meus in te speravi,123614,A-KN
chant,288050,,Domine ne in ira tua arguas me neque in furore tuo corripias me miserere michi domine quoniam infirmus sum,123614,A-KN
chant,288068,,Domine in virtute tua letabitur rex,123614,A-KN
chant,288075,,Domine dilexi decorem domus tue et locum habitationis glorie tue,123614,A-KN
chant,288077,,Domine deus israhel exaudi preces nostras auribus percipe dolorem cordis nostri,123614,A-KN
chant,288147,,Domine ne in ira tua arguas me neque in furore tuo corripias me,123614,A-KN
chant,288195,,Domine deus in adiutorium meum intende,123614,A-KN
chant,288209,,Domine refugium factus es nobis,123614,A-KN
chant,288241,,Domine audivi auditum tuum et timui,123614,A-KN
chant,288247,,Domine probasti me et cognovisti me,123614,A-KN
chant,288249,,Domine clamavi ad te exaudi me,123614,A-KN
chant,288261,,Domine exaudi,123614,A-KN
chant,288264,,Domine exaudi orationem meam et clamor meus ad te perveniat quia non spernis deus preces pauperum,123614,A-KN
chant,288314,,Domine in celo,123614,A-KN
chant,288734,,Domine ne in ira,123614,A-KN
chant,288748,,Domine audivi auditum tuum et timui,123614,A-KN
chant,288895,,Domine refugium tu factus,123614,A-KN
chant,288938,,Domine non habeo hominem ut cum mota fuerit aqua mittat me in piscinam,123614,A-KN
chant,288943,,Domine bonum est nos hic esse si vis faciamus hic tria tabernacula tibi unum moysi unum et helye unum,123614,A-KN
chant,288973,,Domine labia mea aperies et os meum annuntiabit laudem tuam,123614,A-KN
chant,288979,,Domine refugium,123614,A-KN
chant,289073,,Domine ut video propheta es tu patres nostri in monte hoc adoraverunt,123614,A-KN
chant,289118,,Domine refugium,123614,A-KN
chant,289143,,Domine si hic fuisses lazarus non esset mortuus ecce iam fetet quatriduanus in monumento,123614,A-KN
chant,289185,,Domine labia mea aperies et os meum annuntiabit laudem tuam,123614,A-KN
chant,289315,,Domine vim pacior responde pro me quia nescio quid dicam inimicis suis,123614,A-KN
chant,289382,,Domine miserere nobis criste dominus factus est obediens usque ad mortem,123614,A-KN
chant,289385,,Domine miserere,123614,A-KN
chant,289444,,Domine abstraxisti ab inferis animam meam,123614,A-KN
chant,289532,,Domine apud te est fons vite,123614,A-KN
chant,289828,,Domine si in tempore hoc restitues regnum israhel dixit autem eis non est vestrum nosse tempora vel monumenta que posuit pater in sua potestate alleluia,123614,A-KN
chant,292536,,Domine ostende nobis patrem et sufficit nobis | ~Non credis,123616,A-KN
chant,292539,,Domine ostende nobis patrem et sufficit nobis alleluia philippe qui videt me videt et patrem alleluia,123616,A-KN
chant,292689,,Domine si in tempore hoc restitues regnum israhel dixit autem eis non est vestrum nosse tempora vel monumenta que pater posuit in sua potestate alleluia,123616,A-KN
chant,293028,,Domine si tu es iube me venire ad te super aquas et extendens manum apprehendit eum | et dixit ihesus modice fidei quare dubitasti,123616,A-KN
chant,293532,,Domine mi rex da michi in disco capud iohannis baptiste,123616,A-KN
chant,293814,,Domine dilexi decorem domus tue,123616,A-KN
chant,293961,,Domine qui operati sunt iusticiam habitabunt in tabernaculo tuo et requiescent in monte sancto tuo | ~Domine quis habitabit,123616,A-KN
chant,293969,,Domine spes sanctorum et turris fortitudinis eorum dedisti hereditatem timentibus nomen tuum et inhabitabunt in tabernaculo tuo in secula | ~Exaudi deus deprecationem,123616,A-KN
chant,294000,,Domine deus noster cuius gracia beatus martinus tres mortuos resuscitavit concede propicius ut per eius interventum a morte anime resuscitari mereamur | ~Laudate pueri,123616,A-KN
chant,294013,,Domine si adhuc populo tuo sum necessarius non recuso subire propter eos laborem | fiat voluntas tua,123616,A-KN
chant,294014,,Domine si adhuc in eodem labore stare me precipis munia tua devotus implebo | ~Fiat,123616,A-KN
chant,294036,,Domine si adhuc populo tuo sum necessarius non recuso laborem fiat voluntas tua,123616,A-KN
chant,294084,,Domine ihesu xpiste seminator casti consilii suscipe seminum fructus quos in cecylia seminasti | ~Eructavit cor,123616,A-KN
chant,294091,,Domine ihesu xpiste pastor bone seminator casti consilii suscipe seminum fructus quos in cecylia seminasti | cecylia famula tua quasi ovis tibi argumentosa deservit,123616,A-KN
chant,294344,,Domine quinque talenta tradidisti michi ecce alia quinque superlucratus sum | ~Intra,123616,A-KN
chant,294351,,Domine dominus noster quam admirabile est nomen tuum in universa terra quia gloria et honore coronasti sanctum tuum et constituisti eum super opera manuum tuarum | ~Ipsum,123616,A-KN
chant,294358,,Domine iste sanctus habitabit in tabernaculo tuo requiescet operatus est iusticiam in monte sancto tuo | ~Domine quis habitabit,123616,A-KN
chant,294445,,Domine qui custodis pactum et misericordiam servis tuis qui ambulat coram te in toto corde suo | ~Benedic et,123616,A-KN
chant,294446,,Domine si conversus fuerit populus tuus oraverit ad sanctuarium tuum | tu exaudies in celo domine et libera eos de manibus inimicorum eorum,123616,A-KN
chant,294486,,Domine pater et deus vite mee ne derelinquas me in cogitatu maligno | ~Quoniam,123616,A-KN
chant,294487,,Domine pater et deus vite mee ne derelinquas me in cogitatu maligno extollenciam oculorum meorum ne dederis michi et desiderium malignum averte a me domine aufer a me concupiscenciam et animo irreverenti et infronito ne tradas me domine,123616,A-KN
chant,294583,,Domine deus qui conteris bella ab inicio eleva brachium tuum super gentes que cogitant servis tuis mala | et dextera tua glorificetur in nobis,123616,A-KN
chant,294589,,Domine rex omnipotens in dicione tua cuncta sunt posita et non est qui possit tue resistere voluntati,123616,A-KN
chant,294590,,Domine rex omnipotens in dicione tua cuncta sunt posita et non est qui possit resistere voluntati tue | libera nos propter nomen tuum,123616,A-KN
chant,294680,,Domine factum est ut imperasti et adhuc locus est,123616,A-KN
chant,294750,,Domine descende ut sanes filium meum priusquam moriatur dicit ei ihesus vade filius tuus vivit alleluia,123616,A-KN
chant,294756,,Domine filia mea modo defuncta est sed veni inpone manum tuam super eam et vivet,123616,A-KN
chant,300001,,Domine secundum actum meum noli me iudicare nichil dignum in conspectu tuo egi ideo deprecor maiestatem tuam ut tu deus deleas iniquitatem meam,123654,A-KN
chant,543184,,Domine in virtute | ~Ipsum [Domine],123667,A-Wn
chant,543227,,Domine deus ~virtutum converte nos | Et ~ostende faciem tuam et salvi ,123667,A-Wn
chant,543245,,Domine deus ~virtutum,123667,A-Wn
chant,543263,,Domine in ~virtute,123667,A-Wn
chant,543421,,Domine deus virtutum converte nos | Ostende,123667,A-Wn
chant,543506,,Domine audivi auditum tuum et timui consideravi opera tua et expavi in medio duum animalium | Iacentem,123667,A-Wn
chant,543750,,Domine puer meus iacet paralyticus in domo et male torquetur amen dico tibi ego veniam et curabo eum | #,123667,A-Wn
chant,543753,,Domine nonne bonum semen seminasti in agro tuo unde ergo habet zizania et ait illis hoc fecit inimicus homo | Euouae,123667,A-Wn
chant,543758,,Domine in virtute tua letabitur rex | ~Ipsum [Domine] | {~Dominus deus},123667,A-Wn
chant,543762,,Domine Ne in ira tua arguas me neque in furore tuo corripias me | Miserere michi domine quoniam infirmus sum,123667,A-Wn
chant,543781,,Domine dilexi decorem domus tue et locum habitationis glorie tue | Ut enarrem,123667,A-Wn
chant,543787,,Domine deus israel exaudi preces nostras et auribus percipe dolorem cordis nostri | Ut eruas,123667,A-Wn
chant,543830,,Domine in celo | misericordia tua,123667,A-Wn
chant,543872,,Domine deus meus in te speravi | Euouae | {~Ipsum [Domine]} | {~Domine dominus} | {~Confitebor},123667,A-Wn
chant,543909,,Domine libera animam meam | ~Ad dominum,123667,A-Wn
chant,543930,,Domine deus virtutum convertere respice de celo et vide et visita vineam istam | Ne pereat,123667,A-Wn
chant,543939,,Domine refugium | tu factus es nobis,123667,A-Wn
chant,543947,,Domine probasti me et cognovisti me | ~Ipsum [Domine],123667,A-Wn
chant,543949,,Domine clamavi ad te exaudi me | ~Ipsum [Domine],123667,A-Wn
chant,543989,,Domine exaudi orationem meam et clamor meus ad te veniat | Quia non spernis deus preces pauperum,123667,A-Wn
chant,543993,,Domine exaudi | orationem meam,123667,A-Wn
chant,544083,,Domine puer meus iacet paralyticus in domo et male torquetur | Amen dico tibi ego veniam et curabo eum,123667,A-Wn
chant,544084,,Domine non sum dignus ut intres sub tectum meum sed tantum dic verbo et sanabitur puer meus | Amen,123667,A-Wn
chant,544104,,Domine in vir {tute},123667,A-Wn
chant,544130,,Domine deus propicius esto populo tuo | Et converte tribulationem nostram in gaudium,123667,A-Wn
