id,title,shelfmark,siglum
699360,"Trier, Stadtbibliothek Weberbach, F-izjo",F-izjo,D-TRs
696405,"Trier, Stadtbibliothek Weberbach, F-jedx",F-jedx,D-TRs
699349,"Trier, Stadtbibliothek Weberbach, F-k1ip",F-k1ip,D-TRs
701563,"Trier, Stadtbibliothek Weberbach, F-kabt",F-kabt,D-TRs
696077,"Trier, Stadtbibliothek Weberbach, F-lcn7",F-lcn7,D-TRs
696103,"Trier, Stadtbibliothek Weberbach, F-mene",F-mene,D-TRs
696090,"Trier, Stadtbibliothek Weberbach, F-mzph",F-mzph,D-TRs
696411,"Trier, Stadtbibliothek Weberbach, F-n8h3",F-n8h3,D-TRs
696581,"Trier, Stadtbibliothek Weberbach, F-nmyl",F-nmyl,D-TRs
696621,"Trier, Stadtbibliothek Weberbach, F-onwg",F-onwg,D-TRs
696158,"Trier, Stadtbibliothek Weberbach, F-ovo6",F-ovo6,D-TRs
699372,"Trier, Stadtbibliothek Weberbach, F-p6th",F-p6th,D-TRs
696439,"Trier, Stadtbibliothek Weberbach, F-pjh5",F-pjh5,D-TRs
696585,"Trier, Stadtbibliothek Weberbach, F-qwjc",F-qwjc,D-TRs
696260,"Trier, Stadtbibliothek Weberbach, F-rgta",F-rgta,D-TRs
697849,"Trier, Stadtbibliothek Weberbach, F-sjgk",F-sjgk,D-TRs
696485,"Trier, Stadtbibliothek Weberbach, F-svu8",F-svu8,D-TRs
697802,"Trier, Stadtbibliothek Weberbach, F-vwh5",F-vwh5,D-TRs
696244,"Trier, Stadtbibliothek Weberbach, F-vxn8",F-vxn8,D-TRs
696221,"Trier, Stadtbibliothek Weberbach, F-w2xh",F-w2xh,D-TRs
697759,"Trier, Stadtbibliothek Weberbach, F-wr2o",F-wr2o,D-TRs
696226,"Trier, Stadtbibliothek Weberbach, F-wvbj",F-wvbj,D-TRs
695120,"Trier, Stadtbibliothek Weberbach, F-x5ki",F-x5ki,D-TRs
699456,"Trier, Stadtbibliothek Weberbach, F-x6uf",F-x6uf,D-TRs
697528,"Trier, Stadtbibliothek Weberbach, F-xr2h",F-xr2h,D-TRs
697927,"Trier, Stadtbibliothek Weberbach, F-xxns",F-xxns,D-TRs
699387,"Trier, Stadtbibliothek Weberbach, F-yd41",F-yd41,D-TRs
699431,"Trier, Stadtbibliothek Weberbach, F-yp7r",F-yp7r,D-TRs
699443,"Trier, Stadtbibliothek Weberbach, F-yv74",F-yv74,D-TRs
696457,"Trier, Stadtbibliothek Weberbach, F-zsxw",F-zsxw,D-TRs
695071,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12b, 01-22, no. 2b-bis","Fragmentenbox 12b, 01-22, no. 2b-bis",D-TRs
697904,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12b, 23-42, no. 42b","Fragmentenbox 12b, 23-42, no. 42b",D-TRs
699507,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12b, Fragment 01-22  no 13b","Fragmentenbox 12b, Fragment 01-22  no 13b",D-TRs
699474,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12b, Fragment 01-22, no. 14b","Fragmentenbox 12b, Fragment 01-22, no. 14b",D-TRs
698165,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12b, Fragment 23-42, 26b","Fragmentenbox 12b, Fragment 23-42, 26b",D-TRs
697865,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12b, Fragment 23-42, no. 40b","Fragmentenbox 12b, Fragment 23-42, no. 40b",D-TRs
695128,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12b, Fragment 43-71 no. 64b","Fragmentenbox 12b, Fragment 43-71 no. 64b",D-TRs
696351,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12c, Fragment 1-9, no. 2c","Fragmentenbox 12c, Fragment 1-9, no. 2c",D-TRs
696271,"Trier, Stadtbibliothek Weberbach, Fragmentenbox 12c, Fragment 1-9, no.7c","Fragmentenbox 12c, Fragment 1-9, no.7c",D-TRs
695279,"Trier, Stadtbibliothek Weberbach, MS F-4ij3",MS F-4ij3,D-TRs
676971,"Wiesbaden, Hochschul- und Landesbibliothek RheinMain, 2 (Riesencodex), detached lower pastedown","2 (Riesencodex), detached lower pastedown",D-WIl
702501,"Wiesbaden, Hochschul- und Landesbibliothek RheinMain, 2 (Riesencodex), detached upper pastedown","2 (Riesencodex), detached upper pastedown",D-WIl
1000022,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Fragm. 2160",Fragm. 2160,DK-Kk
1000023,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Fragm. 2161",Fragm. 2161,DK-Kk
1000024,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Fragm. 2162",Fragm. 2162,DK-Kk
123636,"Salamanca, Catedral - Archivo Musical, 5",5,E-SA
669907,"Quito, Iglesia de San Francisco - Archivo, 18P16",18P16,EC-Qsf
672452,"Quito, Iglesia de San Francisco - Archivo, 4",4,EC-Qsf
673703,"Quito, Iglesia de San Francisco - Archivo, 8",8,EC-Qsf
701002,"Paris, Bibliothèque nationale de France, Latin 11411, ff. 37-38","Latin 11411, ff. 37-38",F-Pn
701050,"Paris, Bibliothèque nationale de France, Latin 9488, ff. 33-37","Latin 9488, ff. 33-37",F-Pn
702113,"Paris, Bibliothèque nationale de France, Latin 9488, ff.42-45","Latin 9488, ff.42-45",F-Pn
697918,"Paris, Bibliothèque nationale de France - Département des manuscrits, NAL 2444, f. 50","NAL 2444, f. 50",F-Pn
706887,"Paris, Bibliothèque nationale de France, NAL 2444, f.60","NAL 2444, f.60",F-Pn
698216,"Paris, Bibliothèque nationale de France - Département des manuscrits, NAL 2444, ff. 1-2","NAL 2444, ff. 1-2",F-Pn
698701,"Paris, Bibliothèque nationale de France, NAL 2444, ff. 21-24","NAL 2444, ff. 21-24",F-Pn
701044,"Paris, Bibliothèque nationale de France, NAL 2444, ff. 32-33","NAL 2444, ff. 32-33",F-Pn
698647,"Paris, Bibliothèque nationale de France, NAL 2444, ff. 53-55","NAL 2444, ff. 53-55",F-Pn
697990,"Paris, Bibliothèque nationale de France, NAL 2444, ff. 7-8, 62-65","NAL 2444, ff. 7-8, 62-65",F-Pn
698356,"Paris, Bibliothèque nationale de France, NAL 2444, ff. 9-13","NAL 2444, ff. 9-13",F-Pn
699214,"Paris, Bibliothèque nationale de France, NAL 2482, f. 5","NAL 2482, f. 5",F-Pn
702228,"Paris, Bibliothèque nationale de France, NAL 2482, ff. 7-16","NAL 2482, ff. 7-16",F-Pn
1000066,"Helsinki, National Library, F.m.I.234",F.m.I.234,FIN-Hy
1000042,"Helsinki, National Library, F.m.I.240",F.m.I.240,FIN-Hy
1000041,"Helsinki, National Library, F.m.I.242",F.m.I.242,FIN-Hy
1000043,"Helsinki, National Library, F.m.I.243",F.m.I.243,FIN-Hy
1000067,"Helsinki, National Library, F.m.I.244",F.m.I.244,FIN-Hy
1000045,"Helsinki, National Library, F.m.I.248",F.m.I.248,FIN-Hy
1000046,"Helsinki, National Library, F.m.I.250",F.m.I.250,FIN-Hy
1000051,"Helsinki, National Library, F.m.I.251",F.m.I.251,FIN-Hy
1000052,"Helsinki, National Library, F.m.I.252",F.m.I.252,FIN-Hy
1000065,"Helsinki, National Library, F.m.I.254",F.m.I.254,FIN-Hy
711225,"Helsinki, National Library, F.m.I.26",F.m.I.26,FIN-Hy
711204,"Helsinki, National Library, F.m.I.29",F.m.I.29,FIN-Hy
712830,"Helsinki, National Library, F.m.I.85",F.m.I.85,FIN-Hy
711232,"Helsinki, National Library, F.m.II.44",F.m.II.44,FIN-Hy
710370,"Leeds, Central Library, F-njql",F-njql,GB-LEc
710572,"Leeds, Central Library, F-rc2m",F-rc2m,GB-LEc
705175,"Liverpool, Liverpool University Library Special Collections & Archives, Inc.P12/C Antiphoner",Inc.P12/C Antiphoner,GB-LVu
702624,"Liverpool, Liverpool University Library Special Collections & Archives, MS.Ed.7-10",MS.Ed.7-10,GB-LVu
711344,"Oxford, Jesus College, MS. 4",MS. 4,GB-Ojec
702575,"Budapest, Magyar Tudományos Akadémia Könyvtár és Információs Központ, T 174",T 174,H-Ba
690740,"Padova, Biblioteca del Seminario vescovile, 697",697,I-Ps
701895,"Dublin, Royal Society of Antiquaries of Ireland, Box 41 #38",Box 41 #38,IRL-Dsa
1000096,"Oslo, Norwegian Riks Arkivet, Ms.lat.fragm. 11 Antiphonarium",Ms.lat.fragm. 11 Antiphonarium,N-Ora
1000095,"Oslo, Norwegian Riks Arkivet, Ms.lat.fragm. 15",Ms.lat.fragm. 15,N-Ora
123753,"Utrecht, Universiteitsbibliotheek, Ms. fr. 4.3",Ms. fr. 4.3,NL-Uu
702510,"Cluj-Napoca, Biblioteca Academiei Române, BMV R.12",BMV R.12,RO-Ca
700994,"Cluj-Napoca, Biblioteca Academiei Române, F. 45047",F. 45047,RO-Ca
1000068,"Umeå, University Library, Östergren F 00648: 1-3",Östergren F 00648: 1-3,S-UMsdl
673084,"Austin, Harry Ransom Center, HRC Leaf A29",HRC Leaf A29,US-AUS
672574,"Austin, Harry Ransom Center, HRC Leaf A36",HRC Leaf A36,US-AUS
672993,"Austin, Harry Ransom Center, HRC Leaf A37",HRC Leaf A37,US-AUS
673018,"Austin, Harry Ransom Center, HRC Leaf A38",HRC Leaf A38,US-AUS
673021,"Austin, Harry Ransom Center, HRC Leaf A39",HRC Leaf A39,US-AUS
673031,"Austin, Harry Ransom Center, HRC Leaf A40",HRC Leaf A40,US-AUS
710074,"Austin, Harry Ransom Center, Leaf A 29",Leaf A 29,US-AUS
1000026,"Austin, Harry Ransom Center, Leaf A 30",Leaf A 30,US-AUS
1000038,"Austin, Harry Ransom Center, Leaf A 30",Leaf A 30,US-AUS
638296,"Augusta (GA), Augusta-Richmond County Library, GR/MS.020",GR/MS.020,US-Augusta
712970,"Boston, Boston Public Library, RARE BKS MS pb Med. 156",RARE BKS MS pb Med. 156,US-Bpr
712976,"Cambridge (MA), Harvard University - Houghton Library, MS typ 963",MS typ 963,US-CAh
701328,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 02",CA 02,US-CON
701335,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 04",CA 04,US-CON
701081,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 06",CA 06,US-CON
701096,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 07",CA 07,US-CON
701107,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 09",CA 09,US-CON
701209,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 12",CA 12,US-CON
701618,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 13",CA 13,US-CON
701637,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 14",CA 14,US-CON
701871,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 15",CA 15,US-CON
701917,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 16",CA 16,US-CON
701937,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 17",CA 17,US-CON
701971,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 18",CA 18,US-CON
701991,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 22",CA 22,US-CON
702005,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 23",CA 23,US-CON
701262,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 24",CA 24,US-CON
702061,"Conception (MO), Conception Abbey and Seminary - Special Collections,  CA 33",CA 33,US-CON
710076,"College Park, Booklab at University of Maryland, 9 (nzi0)",9 (nzi0),US-CPbl
1000076,"College Park (USA), University of Maryland - Michelle Smith Performing Arts Library, s.n.",s.n.,"US-CPpa,"
1000060,"Denton (USA), UNT College of Music Special Collections, D-03e8a",D:03e8a,US-DN
1000058,"Denton (USA), UNT College of Music Special Collections, D-0aehq",D:0aehq,US-DN
1000062,"Denton (USA), UNT College of Music Special Collections, D-0i04c",D:0i04c,US-DN
1000061,"Denton (USA), UNT College of Music Special Collections, D-0pkgx",D:0pkgx,US-DN
1000059,"Denton (USA), UNT College of Music Special Collections, D-0qcjh",D:0qcjh,US-DN
1000049,"Hanover (NH), Dartmouth College Library - Rare Books, BX1876 .M37 1550",BX1876 .M37 1550,US-HArscl
680241,"Hanover (NH), Dartmouth College Library - Rare Books, Rauner Codex MS 003203",Rauner Codex MS 003203,US-HArscl
1000047,"Hanover (NH), Dartmouth College Library - Rare Books, Rauner Incunabula 106",Rauner Incunabula 106,US-HArscl
1000048,"Hanover (NH), Dartmouth College Library - Rare Books, Rauner Incunabula 162",Rauner Incunabula 162,US-HArscl
711115,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, MS 0285 - 5",MS 0285 - 5,US-KClbsc
711439,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, MS 0285 Object 1",MS 0285 Object 1,US-KClbsc
711113,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, MS 0285 Object 2",MS 0285 Object 2,US-KClbsc
711440,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, MS 0285 Object 3",MS 0285 Object 3,US-KClbsc
711143,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, MS 0285 Object 5-6",MS 0285 Object 5-6,US-KClbsc
712946,"New York, Butler Library, Western MS 080",Western MS 080,US-NYcub
704264,"Philadelphia, Free Library of Philadelphia, Lewis E M 1:10",Lewis E M 1:10,US-PHf
704265,"Philadelphia, Free Library of Philadelphia, Lewis E M 1:16",Lewis E M 1:16,US-PHf
712962,"Philadelphia, Free Library of Philadelphia, Lewis E M 67:1",Lewis E M 67:1,US-PHf
712951,"Philadelphia, Free Library of Philadelphia, Lewis E M 67:2",Lewis E M 67:2,US-PHf
710497,"Philadelphia, Free Library of Philadelphia, Lewis E M 70:16",Lewis E M 70:16,US-PHf
712488,"St Louis, Peter H. Raven Library (Missouri Botanical Library), (no shelf-mark) D-05qz8",D:05qz8,US-SLprl
670659,"St Louis, Peter H. Raven Library (Missouri Botanical Library), QK41.F8 1542, c.2","QK41.F8 1542, c.2",US-SLprl
1000099,"Worcester (MA), Assumption University - D'Alzon Library, 4a",4a,US-WOau
1000100,"Worcester (MA), Assumption University - D'Alzon Library, 4b",4b,US-WOau
1000098,"Worcester (MA), Assumption University - D'Alzon Library, 4c",4c,US-WOau
706318,"Washington (D.C.), The Library of Congress - Music Division, M2.1 X M1",M2.1 X M1,US-Wc
706321,"Washington (D.C.), The Library of Congress - Music Division,  M2.1 XI M1",M2.1 XI M1,US-Wc
706322,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M3",M2.1 XI M3,US-Wc
706323,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M4 [formerly M2.1 XII M1]",M2.1 XI M4 [formerly M2.1 XII M1],US-Wc
702468,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M5",M2.1 XI M5,US-Wc
706624,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M6 [formerly M2.1 XII M8]",M2.1 XI M6 [formerly M2.1 XII M8],US-Wc
706630,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M10",M2.1 XII M10,US-Wc
706631,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M11 [formerly M2.1 XI M2]",M2.1 XII M11 [formerly M2.1 XI M2],US-Wc
706632,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M12 [formerly M2.1 XIII M4]",M2.1 XII M12 [formerly M2.1 XIII M4],US-Wc
706625,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M2",M2.1 XII M2,US-Wc
706626,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M4",M2.1 XII M4,US-Wc
706627,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M6",M2.1 XII M6,US-Wc
706628,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M7",M2.1 XII M7,US-Wc
706629,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M9",M2.1 XII M9,US-Wc
713037,"Unknown, Current Location Unknown, F-723s",F-723s,XX-NN
713033,"Unknown, Current Location Unknown, F-g8xi",F-g8xi,XX-NN
713041,"Unknown, Current Location Unknown, F-ppmq",F-ppmq,XX-NN
1000056,"Bedford (USA), Private Collection, D-016kc",D:016kc,
701835,"Oxford (UK), Private collections, D-01d6t",D:01d6t,
1000018,"London (Ontario), Private collections, D-01oko",D:01oko,
699079,"North Vancouver (British Columbia), Private collections, D:02csu",D:02csu,
703301,"Halifax (Canada), Private collections, D-02fkm",D:02fkm,
1000072,"Victoria, Private Collection, D-02ka7",D:02ka7,
706688,"Montreal (Quebec), Private collections, D-02ryf",D:02ryf,
705146,"New York (USA), Private collections, D-03cfi",D:03cfi,
701887,"Oxford (UK), Private collections, D-03w1z",D:03w1z,
