id,title,siglum,shelfmark
123727,"Prague, Národní knihovna České republiky (National Library), VI.E.4c",CZ-Pu VI.E.4c,VI.E.4c
588729,"Prague, University Library, XI C 3",CZ-Pu XI C 3,XI C 3
1000005,"Prague, University Library, XI C 3",CZ-Pu XI C 3,XI C 3
123735,"Prague, Národní knihovna České republiky (National Library), XIII.C.4",CZ-Pu XIII.C.4,XIII.C.4
123730,"Prague, Národní knihovna České republiky (National Library), XIV.B.13",CZ-Pu XIV B 13,XIV.B.13
124053,"Augsburg, Ratdolt, D-A/imp:1498 (Print)",D-A/imp:1498,D-A/imp:1498
123935,"Aachen, Bischöfliche Diözesanbibliothek, 13 (XII)",D-AAd 13,13 (XII)
123934,"Aachen, Bischöfliche Diözesanbibliothek, 13 (XII)",D-AAd 13,13 (XII)
123714,"Aachen (Aix-la-Chapelle), Domarchiv, G 20",D-AAm G 20,G 20
124013,"Berlin, Staatsbibliothek Preussischer Kulturbesitz, MUS. MS. 40608",D-B 40608,MUS. MS. 40608
123916,"Berlin, Staatsbibliothek Preussischer Kulturbesitz, th.lat.4o  664",D-B 664,th.lat.4o  664
123811,"Berlin, Staatsbibliothek Preussischer Kulturbesitz, th.lat.4o  11",D-B IV. 11,th.lat.4o  11
123688,"Berlin, Staatsbibliothek Preussischer Kulturbesitz, Mus. 40047",D-B Mus. 40047,Mus. 40047
713701,"Berlin, Staatsbibliothek Preussischer Kulturbesitz, Mus. ms. 40 222",D-B Mus. ms. 40 222,Mus. ms. 40 222
123958,"Bamberg, Staatsbibliothek, lit. 12",D-BAs 12,lit. 12
123812,"Bamberg, Staatsbibliothek, lit. 5",D-BAs 5,lit. 5
123791,"Bamberg, Staatsbibliothek, lit. 6",D-BAs 6,lit. 6
123594,"Bamberg, Staatsbibliothek, Msc.Lit.25 (olim Ed.IV.11)",D-BAs Msc.Lit.25,Msc.Lit.25 (olim Ed.IV.11)
588716,"Bamberg, Staatsbibliothek, Msc.Lit.27",D-BAs Msc.Lit.27,Msc.Lit.27
123917,"Berlin, Deutsche Staatsbibliothek, mus. 40078 (Z. 78)",D-Bds 40078,mus. 40078 (Z. 78)
123922,"Darmstadt, Hessische Landes- und Hochschulbibliothek, 545",D-DS 545,545
123936,"Darmstadt, Hessische Landes- und Hochschulbibliothek, 868",D-DS 868,868
123924,"Dresden, Sächsische Landesbibliothek, A. 122",D-Dl A122,A. 122
123685,"Fulda, Hessische Landesbibliothek, Aa 55",D-FUl Aa 55,Aa 55
682632,"Göttingen, Stadtarchiv, AB III 9",D-Gsta AB III 9,AB III 9
123612,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, Aug. LX",D-KA Aug. LX,Aug. LX
123978,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, Aug. 209",D-KA Aug209,Aug. 209
124007,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, B. 102",D-KA B102,B. 102
124014,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, Sankt-Georgen 3",D-KA Geo3,Sankt-Georgen 3
123979,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, Sankt-Georgen 31",D-KA Geo31,Sankt-Georgen 31
123990,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, L[ichtenthal]. 5",D-KA L5,L[ichtenthal]. 5
124092,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, L[ichtenthal]. 60",D-KA L60,L[ichtenthal]. 60
123991,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, St. Peter 14a",D-KA P14a,St. Peter 14a
124026,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, S. Peter 15",D-KA P15,S. Peter 15
124006,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, St. Peter 16",D-KA P16,St. Peter 16
124003,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, S. Peter 44",D-KA P44,S. Peter 44
124015,"Karlsruhe, Badische Landesbibliothek - Musiksammlung, UH1",D-KA UH1,UH1
123965,"Köln, Historisches Archiv, W. f. 270",D-KNa W270,W. f. 270
601861,"Köln, Erzbischöfliche Diözesan- und Dombibliothek, 1161",D-KNd 1161,1161
123741,"Köln, Erzbischöfliche Diözesan- und Dombibliothek, 215",D-KNd 215,215
123999,"Köln, Erzbischöfliche Diözesan- und Dombibliothek, 226",D-KNd 226,226
123972,"Kassel, Landesbibliothek, 4o theol. 5",D-Kl  5,4o theol. 5
123874,"Kassel, Landesbibliothek, 4o theol. 15",D-Kl 15,4o theol. 15
123959,"Leipzig, Universitätsbibliothek, 391",D-LEu 391,391
641834,"Leipzig, Universitätsbibliothek, Rep. I 93",D-LEu Rep. I 93,Rep. I 93
123620,"Mainz, Bischöfliches Dom- und Diözesanmuseum, A",D-MZb A,A
123621,"Mainz, Bischöfliches Dom- und Diözesanmuseum, B",D-MZb B,B
123622,"Mainz, Bischöfliches Dom- und Diözesanmuseum, C",D-MZb C,C
123623,"Mainz, Bischöfliches Dom- und Diözesanmuseum, D",D-MZb D,D
123624,"Mainz, Bischöfliches Dom- und Diözesanmuseum, E",D-MZb E,E
123673,"München, Franziskanerkloster St. Anna - Bibliothek, 12o Cmm 1",D-Ma 12o Cmm 1,12o Cmm 1
123918,"München, Bayerische Staatsbibliothek, Clm 19242",D-Mbs 19242,Clm 19242
124080,"München, Bayerische Staatsbibliothek, Clm 27020",D-Mbs 27020,Clm 27020
123877,"München, Bayerische Staatsbibliothek, Clm 27130",D-Mbs 27130,Clm 27130
123786,"München, Bayerische Staatsbibliothek, Clm 29308(1",D-Mbs 29308(1,Clm 29308(1
123785,"München, Bayerische Staatsbibliothek, Clm 29308(1",D-Mbs 29308(1,Clm 29308(1
123861,"München, Bayerische Staatsbibliothek, Clm 29308(18",D-Mbs 29308(18,Clm 29308(18
123813,"München, Bayerische Staatsbibliothek, Clm 29308(2",D-Mbs 29308(2,Clm 29308(2
123823,"München, Bayerische Staatsbibliothek, Clm 29308(5",D-Mbs 29308(5,Clm 29308(5
123875,"München, Bayerische Staatsbibliothek, Clm 3008",D-Mbs 3008,Clm 3008
124041,"München, Bayerische Staatsbibliothek, Clm 3311",D-Mbs 3311,Clm 3311
123980,"München, Bayerische Staatsbibliothek, Clm 3906",D-Mbs 3906,Clm 3906
123867,"München, Bayerische Staatsbibliothek, Clm 3914",D-Mbs 3914,Clm 3914
124054,"München, Bayerische Staatsbibliothek, Clm 4101",D-Mbs 4101,Clm 4101
124055,"München, Bayerische Staatsbibliothek, Clm 4519",D-Mbs 4519,Clm 4519
124027,"München, Bayerische Staatsbibliothek, Clm 4548",D-Mbs 4548,Clm 4548
124056,"München, Bayerische Staatsbibliothek, Clm 5023",D-Mbs 5023,Clm 5023
124042,"München, Bayerische Staatsbibliothek, Clm 6913",D-Mbs 6913,Clm 6913
124058,"München, Bayerische Staatsbibliothek, Clm 7815",D-Mbs 7815,Clm 7815
123961,"München, Bayerische Staatsbibliothek, Clm 7919",D-Mbs 7919,Clm 7919
124008,"München, Bayerische Staatsbibliothek, Clm 8710",D-Mbs 8710,Clm 8710
124043,"München, Bayerische Staatsbibliothek, Clm 9508",D-Mbs 9508,Clm 9508
123937,"München, Bayerische Staatsbibliothek, Clm 10075",D-Mbs Clm 10075,Clm 10075
123878,"München, Bayerische Staatsbibliothek, Clm 11004",D-Mbs Clm 11004,Clm 11004
123911,"München, Bayerische Staatsbibliothek, Clm 13125",D-Mbs Clm 13125,Clm 13125
124018,"München, Bayerische Staatsbibliothek, Clm 14013",D-Mbs Clm 14013,Clm 14013
124029,"München, Bayerische Staatsbibliothek, Clm 14045",D-Mbs Clm 14045,Clm 14045
123821,"München, Bayerische Staatsbibliothek, Clm 14083",D-Mbs Clm 14083,Clm 14083
123822,"München, Bayerische Staatsbibliothek, Clm 14322",D-Mbs Clm 14322,Clm 14322
123976,"München, Bayerische Staatsbibliothek, Clm 14343",D-Mbs Clm 14343,Clm 14343
123780,"München, Bayerische Staatsbibliothek, Clm 14843",D-Mbs Clm 14843,Clm 14843
123880,"München, Bayerische Staatsbibliothek, Clm 14845",D-Mbs Clm 14845,Clm 14845
124019,"München, Bayerische Staatsbibliothek, Clm 14926",D-Mbs Clm 14926,Clm 14926
123992,"München, Bayerische Staatsbibliothek, Clm 15730",D-Mbs Clm 15730,Clm 15730
124044,"München, Bayerische Staatsbibliothek, Clm 17018",D-Mbs Clm 17018,Clm 17018
123834,"München, Bayerische Staatsbibliothek, Clm 17019",D-Mbs Clm 17019,Clm 17019
124045,"München, Bayerische Staatsbibliothek, Clm 17021",D-Mbs Clm 17021,Clm 17021
123960,"München, Bayerische Staatsbibliothek, Clm 17025",D-Mbs Clm 17025,Clm 17025
123938,"München, Bayerische Staatsbibliothek, Clm 17100",D-Mbs Clm 17100,Clm 17100
123860,"München, Bayerische Staatsbibliothek, Clm 17212",D-Mbs Clm 17212,Clm 17212
123993,"München, Bayerische Staatsbibliothek, Clm  18392",D-Mbs Clm 18392,Clm  18392
123853,"München, Bayerische Staatsbibliothek, Clm 18955",D-Mbs Clm 18955,Clm 18955
123800,"München, Bayerische Staatsbibliothek, Clm 18956",D-Mbs Clm 18956,Clm 18956
123770,"München, Bayerische Staatsbibliothek, Clm 19162",D-Mbs Clm 19162,Clm 19162
124076,"München, Bayerische Staatsbibliothek, Clm 19266",D-Mbs Clm 19266,Clm 19266
124057,"München, Bayerische Staatsbibliothek, Clm 19267",D-Mbs Clm 19267,Clm 19267
124016,"München, Bayerische Staatsbibliothek, Clm 23001",D-Mbs Clm 23001,Clm 23001
124070,"München, Bayerische Staatsbibliothek, Clm 23026",D-Mbs Clm 23026,Clm 23026
124078,"München, Bayerische Staatsbibliothek, Clm 23044",D-Mbs Clm 23044,Clm 23044
124079,"München, Bayerische Staatsbibliothek, Clm 23045",D-Mbs Clm 23045,Clm 23045
123879,"München, Bayerische Staatsbibliothek, Clm 23063",D-Mbs Clm 23063,Clm 23063
123910,"München, Bayerische Staatsbibliothek, Clm 23270",D-Mbs Clm 23270,Clm 23270
124017,"München, Bayerische Staatsbibliothek, Clm 23284",D-Mbs Clm 23284,Clm 23284
123876,"München, Bayerische Staatsbibliothek, Clm 23285",D-Mbs Clm 23285,Clm 23285
123981,"München, Bayerische Staatsbibliothek, Clm 23286",D-Mbs Clm 23286,Clm 23286
124028,"München, Bayerische Staatsbibliothek, Clm 23287",D-Mbs Clm 23287,Clm 23287
123681,"München, Bayerische Staatsbibliothek, Clm 4303",D-Mbs Clm 4303,Clm 4303
123682,"München, Bayerische Staatsbibliothek, Clm 4304",D-Mbs Clm 4304,Clm 4304
123683,"München, Bayerische Staatsbibliothek, Clm 4305",D-Mbs Clm 4305,Clm 4305
123684,"München, Bayerische Staatsbibliothek, Clm 4306",D-Mbs Clm 4306,Clm 4306
1000094,"Munich, Bayerische Staatsbibliothek, Clm. 5539",D-Mbs Clm. 5539,Clm. 5539
124030,"München, Bayerische Staatsbibliothek, Cgm 716",D-Mbs g716,Cgm 716
124000,"München, Universitätsbibliothek, MS 2° 156",D-Mu MS 2° 156,MS 2° 156
124037,"Münster, Universitäts- und Landesbibliothek, Hs 41",D-MÜu 41,Hs 41
124081,"Passau:  Imp: Graduale Pataviense (Wien, 1511)",D-P/imp1511,D-P/imp1511
123982,"Regensburg, Staatliche Bibliothek, 4o Liturg. 19",D-Rs 4o lit. 19,4o Liturg. 19
124093,"Regensburg,  Fürst Thurn und Taxis Hofbibliothek, F.K. mus. 1/II",D-Rtt 1/II,F.K. mus. 1/II
124082,"Regensburg,  Fürst Thurn und Taxis Hofbibliothek, F.K. mus. 42/II",D-Rtt 42/II,F.K. mus. 42/II
124097,"Regensburg,  Fürst Thurn und Taxis Hofbibliothek, F.K. mus. 43/II",D-Rtt 43/II,F.K. mus. 43/II
124089,"Regensburg,  Fürst Thurn und Taxis Hofbibliothek, F.K. mus. 5/II",D-Rtt 5/II,F.K. mus. 5/II
124071,"Regensburg,  Fürst Thurn und Taxis Hofbibliothek, F.K. mus. 68 & 69",D-Rtt 68-69,F.K. mus. 68 & 69
124083,"Regensburg,  Fürst Thurn und Taxis Hofbibliothek, F.K. mus. 7/11",D-Rtt 7/II,F.K. mus. 7/11
124101,"Regensburg,  Fürst Thurn und Taxis Hofbibliothek, F.K. mus. 84",D-Rtt 84,F.K. mus. 84
123912,"Stuttgart, Württembergische Landesbibliothek, cod. bibl., 2o 20",D-Sl 20,"cod. bibl., 2o 20"
123881,"Stuttgart, Württembergische Landesbibliothek, Cod. bibl. 4o 36",D-Sl 36,Cod. bibl. 4o 36
123994,"Stuttgart, Württembergische Landesbibliothek, Cod. bibl. 2o 38",D-Sl 38,Cod. bibl. 2o 38
1000082,"Stuttgart, Württembergische Landesbibliothek, HB I, Asc. 95","D-Sl HB I, Asc. 95","HB I, Asc. 95"
123637,"Stuttgart, Württembergische Landesbibliothek, HB.I.55",D-Sl HB.I.55,HB.I.55
123862,"Stuttgart, Württembergische Landesbibliothek, Cod. brev. 160",D-Sl brev. 160,Cod. brev. 160
124020,"Stuttgart, Württembergische Landesbibliothek, Cod. mus. 2o 65",D-Sl mus65,Cod. mus. 2o 65
123757,"Trier, Bistumsarchiv, Abt. 95, Nr. 5","D-TRb Abt. 95, Nr. 5","Abt. 95, Nr. 5"
651162,"Trier, Stadtbibliothek Weberbach, 1245 / 597 (original)",D-TRs 1245 / 597 (original),1245 / 597 (original)
662398,"Trier, Stadtbibliothek Weberbach, 1245 / 597 (revised)",D-TRs 1245 / 597 (rev),1245 / 597 (revised)
123946,"Trier, Stadtbibliothek Weberbach, 2254 (Codex Bohm)",D-TRs 2254,2254 (Codex Bohm)
123716,"Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 28 Helmst. (Heinemann-Nr. 31)",D-W 28 Helmst.,Cod. Guelf. 28 Helmst. (Heinemann-Nr. 31)
123715,"Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 29 Helmst. (Heinemann-Nr. 32)",D-W 29 Helmst.,Cod. Guelf. 29 Helmst. (Heinemann-Nr. 32)
123966,"Wolfenbüttel, Herzog August Bibliothek, 45 (Helmst. 40)",D-W 45 (40),45 (Helmst. 40)
588308,"Wiesbaden, Hochschul- und Landesbibliothek RheinMain, 2 (Riesencodex)",D-WIl 2,2 (Riesencodex)
124098,Graduale Herbipolense iussu atque authoritate ,D-WÜ/imp1583,D-WÜ/imp1583
124102,"Würzburg, Universitätsbibliothek, M. ch. f. 283",D-WÜu 283,M. ch. f. 283
124059,"Xanten, Stiftsarchiv und -bibliothek St. Viktor, H 109",D-X H109,H 109
124077,"Xanten, Stiftsarchiv und -bibliothek St. Viktor, H 140 (3)",D-X H140(3),H 140 (3)
123689,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [01] I",DK-Kk 3449 8o [01] I,"Gl. Kgl. S. 3449, 8o [01] I"
123690,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [02] II",DK-Kk 3449 8o [02] II,Gl. Kgl. S. 3449 8o [02] II
123691,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [03] III",DK-Kk 3449 8o [03] III,Gl. Kgl. S. 3449 8o [03] III
123692,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [04] IV",DK-Kk 3449 8o [04] IV,Gl. Kgl. S. 3449 8o [04] IV
123693,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [05] V",DK-Kk 3449 8o [05] V,Gl. Kgl. S. 3449 8o [05] V
